Date/Time,[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Dewpoint Temperature  (C),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Site Solar Altitude Angle  (deg),[1] Site Solar Azimuth Angle  (deg),[1] Site Wind Direction  (deg),[1] Site Wind Speed  (m/s),[1] Surface Outside Face Temperature  (C),Orientation,Lats,Longs,[1] Dry Bulb Temperature (C),[1] Global Horizontal Radiation (Wh/m2),[1] Relative Humidity (),DNR,SC,hdi
Year 1 Mar 01 00:00,0,0,9.125,21.8,-67.94276757,310.6968802,345,1.925,26.99154244,180,23.0225,72.5714,21.5,0,45,0,0,0
Year 1 Mar 01 01:00,0,0,8.95,20.675,-74.27066353,13.75428678,340,1.05,26.02619793,180,23.0225,72.5714,20.4,0,48,0,0,0
Year 1 Mar 01 02:00,0,0,8.75,19.65,-69.9784188,41.03056728,340,0.4,25.22739688,180,23.0225,72.5714,19.4,0,50,0,0,0
Year 1 Mar 01 03:00,0,0,8.55,18.725,-58.87546647,64.88891517,175,0.075,24.41910759,180,23.0225,72.5714,18.5,0,52,0,0,0
Year 1 Mar 01 04:00,0,0,8.425,17.9,-45.8363586,76.83979185,0,0.525,23.44351852,180,23.0225,72.5714,17.7,0,54,0,0,0
Year 1 Mar 01 05:00,0,0,8.25,17.175,-32.22669966,84.61323953,0,1.225,22.3757561,180,23.0225,72.5714,17,0,56,0,0,0
Year 1 Mar 01 06:00,0,0,8.05,16.4,-18.44830065,90.81061504,37.5,1.925,21.31370802,180,23.0225,72.5714,16.2,0,58,0,0,0
Year 1 Mar 01 07:00,0,0,7.7,17.475,-4.686539163,96.55599474,50,1.575,21.22039862,180,23.0225,72.5714,17.9,0,51,0,0,0
Year 1 Mar 01 08:00,58.5,74.25,7.375,18.95,8.913219512,102.569105,50,0.875,23.28008588,180,23.0225,72.5714,19.3,32,46,0,0,32
Year 1 Mar 01 09:00,145.75,370,7,20.275,22.16779292,109.5714635,12.5,0.175,30.10959482,180,23.0225,72.5714,20.6,235,41,297,0,138
Year 1 Mar 01 10:00,169.5,630.25,5.925,23.075,34.76655139,118.5902497,0,0.525,37.92167388,180,23.0225,72.5714,23.9,480,31,589,0,169
Year 1 Mar 01 11:00,166,780.5,4.475,26.3,46.09129554,131.3403961,0,1.225,44.4799021,180,23.0225,72.5714,27.1,692,23,754,0,171
Year 1 Mar 01 12:00,149,869.75,2.9,29.575,54.85028873,150.3728494,67.5,1.925,49.58250355,180,23.0225,72.5714,30.4,842,17,860,0,151
Year 1 Mar 01 13:00,142.5,898,2.8,30.775,58.81789913,176.6394379,90,2.025,52.62181459,180,23.0225,72.5714,30.9,912,17,899,0,143
Year 1 Mar 01 14:00,138,889.25,3.275,31.2,56.31081141,204.0033069,90,1.925,54.07856898,180,23.0225,72.5714,31.3,901,17,895,0,141
Year 1 Mar 01 15:00,131,847.25,3.7,31.675,48.45522247,224.8402366,90,1.825,54.17293812,180,23.0225,72.5714,31.8,809,17,872,0,129
Year 1 Mar 01 16:00,138,724.5,4.1,32.175,37.5837027,238.8243851,90,1.725,52.27287093,180,23.0225,72.5714,32.3,643,17,773,0,137
Year 1 Mar 01 17:00,130.25,504.5,4.5,32.6,25.21215697,248.5337481,90,1.625,48.14504697,180,23.0225,72.5714,32.7,419,17,579,0,141
Year 1 Mar 01 18:00,77.25,210.75,4.9,33.075,12.07675981,255.9003524,60,1.525,42.45335847,180,23.0225,72.5714,33.2,174,17,281,0,98
Year 1 Mar 01 19:00,7.5,0,6.05,31.25,-1.461049633,262.0755235,50,1.125,37.15902869,180,23.0225,72.5714,30.6,15,22,0,0,15
Year 1 Mar 01 20:00,0,0,7.375,28.65,-15.19799789,267.8240393,50,0.625,34.53563452,180,23.0225,72.5714,28,0,28,0,0,0
Year 1 Mar 01 21:00,0,0,8.6,26.05,-28.98610598,273.838108,12.5,0.125,32.47673365,180,23.0225,72.5714,25.4,0,35,0,0,0
Year 1 Mar 01 22:00,0,0,8.525,24.575,-42.65868757,281.0908813,0,0,30.87223475,180,23.0225,72.5714,24.3,0,36,0,0,0
Year 1 Mar 01 23:00,0,0,7.95,23.55,-55.89546702,291.6538998,0,0,29.55669255,180,23.0225,72.5714,23.3,0,37,0,0,0
Year 1 Mar 02 00:00,0,0,7.275,22.475,-67.70563681,311.481892,0,0,28.35652358,180,23.0225,72.5714,22.2,0,38,0,0,0
Year 1 Mar 02 01:00,0,0,7.4,21.675,-73.90650595,13.46411378,0,0,27.33609494,180,23.0225,72.5714,21.5,0,40,0,0,0
Year 1 Mar 02 02:00,0,0,7.725,20.9,-69.64990766,40.48736613,0,0,26.41712963,180,23.0225,72.5714,20.7,0,43,0,0,0
Year 1 Mar 02 03:00,0,0,8.025,20.175,-58.62832257,64.32339488,0,0,25.56997674,180,23.0225,72.5714,20,0,46,0,0,0
Year 1 Mar 02 04:00,0,0,7.725,19.475,-45.62971227,76.3762122,0,0,24.76814356,180,23.0225,72.5714,19.3,0,47,0,0,0
Year 1 Mar 02 05:00,0,0,7.225,18.7,-32.03690326,84.21952331,0,0,23.97850357,180,23.0225,72.5714,18.5,0,47,0,0,0
Year 1 Mar 02 06:00,0,0,6.725,17.975,-18.26240112,90.45730197,0,0,23.22340721,180,23.0225,72.5714,17.8,0,48,0,0,0
Year 1 Mar 02 07:00,0,0,6.75,19.525,-4.49565939,96.22254898,0,0.15,23.19044843,180,23.0225,72.5714,20.1,0,42,0,0,0
Year 1 Mar 02 08:00,60.5,75,6.95,21.825,9.116979494,102.2404937,0,0.425,25.14620272,180,23.0225,72.5714,22.4,34,37,0,0,34
Year 1 Mar 02 09:00,147.75,371.5,7.075,24.125,22.39324323,109.2366988,0,0.65,31.00564897,180,23.0225,72.5714,24.7,239,32,300,0,140
Year 1 Mar 02 10:00,172.25,625.5,7.25,26.425,35.02488275,118.2457223,0,0.925,37.64998729,180,23.0225,72.5714,27,483,29,586,0,171
Year 1 Mar 02 11:00,172,768.5,7.45,28.725,46.39600859,131.0070553,0,1.15,43.60642576,180,23.0225,72.5714,29.3,693,25,744,0,176
Year 1 Mar 02 12:00,157.75,852.25,7.575,31.025,55.20797254,150.1449229,37.5,1.425,48.10874872,180,23.0225,72.5714,31.6,840,22,842,0,160
Year 1 Mar 02 13:00,150.5,882.5,7.45,32.425,59.19708851,176.6925078,50,1.5,51.14855323,180,23.0225,72.5714,32.7,911,21,883,0,151
Year 1 Mar 02 14:00,145.5,876,7.25,33.45,56.64233098,204.3411569,50,1.5,52.61370069,180,23.0225,72.5714,33.7,900,19,881,0,149
Year 1 Mar 02 15:00,136.5,837.25,7.05,34.525,48.70974578,225.2709852,80,1.5,52.68979389,180,23.0225,72.5714,34.8,808,18,861,0,135
Year 1 Mar 02 16:00,140.5,720.75,6.7,34.65,37.77558667,239.2432787,90,1.5,50.9426987,180,23.0225,72.5714,34.6,643,18,766,0,141
Year 1 Mar 02 17:00,129,509.25,6.3,34.45,25.36149581,248.9241792,90,1.5,47.09932704,180,23.0225,72.5714,34.4,420,17,585,0,139
Year 1 Mar 02 18:00,78,211.5,5.9,34.25,12.19860277,256.272132,22.5,1.5,41.87445419,180,23.0225,72.5714,34.2,176,17,282,0,99
Year 1 Mar 02 19:00,7.5,0,6.325,32.4,-1.355796578,262.4442919,0,1.125,37.30601628,180,23.0225,72.5714,31.8,15,21,0,0,15
Year 1 Mar 02 20:00,0,0,6.95,30,-15.10032572,268.2082599,0,0.625,34.91634397,180,23.0225,72.5714,29.4,0,25,0,0,0
Year 1 Mar 02 21:00,0,0,7.55,27.6,-28.88664122,274.2616606,0,0.125,33.02781842,180,23.0225,72.5714,27,0,29,0,0,0
Year 1 Mar 02 22:00,0,0,7.775,26.025,-42.54447302,281.5893345,0,0,31.49776876,180,23.0225,72.5714,25.7,0,32,0,0,0
Year 1 Mar 02 23:00,0,0,7.8,24.65,-55.74297188,292.2825609,0,0,30.14669872,180,23.0225,72.5714,24.3,0,35,0,0,0
Year 1 Mar 03 00:00,0,0,7.8,23.325,-67.46501999,312.2581568,0,0,28.90347845,180,23.0225,72.5714,23,0,38,0,0,0
Year 1 Mar 03 01:00,0,0,7.875,22.4,-73.54005429,13.18456693,0,0,27.85191626,180,23.0225,72.5714,22.2,0,40,0,0,0
Year 1 Mar 03 02:00,0,0,7.9,21.6,-69.31703273,39.96279695,0,0,26.9186561,180,23.0225,72.5714,21.4,0,42,0,0,0
Year 1 Mar 03 03:00,0,0,7.9,20.8,-58.37598088,63.76561908,0,0,26.0440622,180,23.0225,72.5714,20.6,0,44,0,0,0
Year 1 Mar 03 04:00,0,0,8.05,20.075,-45.41849604,75.91522714,0,0,25.24082024,180,23.0225,72.5714,19.9,0,46,0,0,0
Year 1 Mar 03 05:00,0,0,8.175,19.3,-31.84321753,83.82655097,0,0,24.4684906,180,23.0225,72.5714,19.1,0,49,0,0,0
Year 1 Mar 03 06:00,0,0,8.275,18.575,-18.07318555,90.10389942,0,0,23.73523598,180,23.0225,72.5714,18.4,0,52,0,0,0
Year 1 Mar 03 07:00,0,0,8.15,19,-4.301947856,95.8884999,0,0.375,23.28557595,180,23.0225,72.5714,19.2,0,49,0,0,0
Year 1 Mar 03 08:00,61.5,78.25,7.95,19.8,9.323152206,101.9108189,0,0.875,24.54609353,180,23.0225,72.5714,20,36,46,4,0,35
Year 1 Mar 03 09:00,149,372,7.75,20.6,22.62075015,108.9003043,37.5,1.375,29.3410999,180,23.0225,72.5714,20.8,242,43,301,0,141
Year 1 Mar 03 10:00,174.25,624.25,7.85,23.35,35.28502028,117.8987661,50,1.5,35.7434887,180,23.0225,72.5714,24.2,487,35,585,0,173
Year 1 Mar 03 11:00,174.25,766.25,8.05,26.75,46.70251223,130.670428,50,1.5,42.04454631,180,23.0225,72.5714,27.6,696,29,742,0,178
Year 1 Mar 03 12:00,160.5,849.5,8.25,30.15,55.56775061,149.9149057,80,1.5,47.33286519,180,23.0225,72.5714,31,843,24,839,0,163
Year 1 Mar 03 13:00,152.25,881.25,7.85,32.05,59.57804723,176.7508399,90,1.875,50.5817943,180,23.0225,72.5714,32.4,914,22,881,0,153
Year 1 Mar 03 14:00,146.25,877.25,7.175,33.45,56.97366925,204.6898212,90,2.45,51.66374135,180,23.0225,72.5714,33.8,904,19,882,0,150
Year 1 Mar 03 15:00,136.75,838.5,6.475,34.85,48.9625249,225.71039,195,2.975,51.17336217,180,23.0225,72.5714,35.2,812,17,863,0,135
Year 1 Mar 03 16:00,141.5,719.25,6.75,34.9,37.96530247,239.6678147,230,2.95,49.22998274,180,23.0225,72.5714,34.8,646,18,765,0,142
Year 1 Mar 03 17:00,130,506.5,7.275,34.5,25.5087969,249.3184756,230,2.825,45.56625073,180,23.0225,72.5714,34.4,422,19,582,0,140
Year 1 Mar 03 18:00,78.75,210,7.775,34.1,12.31874877,256.6468411,312.5,2.65,40.80878274,180,23.0225,72.5714,34,177,20,280,0,100
Year 1 Mar 03 19:00,7.5,0,10.3,32.2,-1.251793915,262.8154987,340,2.225,36.4635234,180,23.0225,72.5714,31.6,15,28,0,0,15
Year 1 Mar 03 20:00,0,0,13.05,29.8,-15.00335783,268.594655,340,1.65,34.1653432,180,23.0225,72.5714,29.2,0,39,0,0,0
Year 1 Mar 03 21:00,0,0,15.425,27.4,-28.78718967,274.6871907,10,1.125,32.31476007,180,23.0225,72.5714,26.8,0,52,0,0,0
Year 1 Mar 03 22:00,0,0,14.275,26.2,-42.4293389,282.0893231,20,1.3,30.83242156,180,23.0225,72.5714,26,0,47,0,0,0
Year 1 Mar 03 23:00,0,0,11.675,25.4,-55.58825517,292.9107935,20,1.625,29.59361572,180,23.0225,72.5714,25.2,0,41,0,0,0
Year 1 Mar 04 00:00,0,0,8.6,24.6,-67.22096104,313.025439,5,2,28.44823609,180,23.0225,72.5714,24.4,0,35,0,0,0
Year 1 Mar 04 01:00,0,0,7.95,23.8,-73.17142152,12.91513331,0,1.8,27.52961159,180,23.0225,72.5714,23.6,0,37,0,0,0
Year 1 Mar 04 02:00,0,0,8.075,22.925,-68.9800204,39.45621521,0,1.475,26.71049121,180,23.0225,72.5714,22.7,0,39,0,0,0
Year 1 Mar 04 03:00,0,0,8.25,22.1,-58.11861992,63.2156921,0,1.1,25.97383828,180,23.0225,72.5714,21.9,0,42,0,1,0
Year 1 Mar 04 04:00,0,0,8.375,21.3,-45.20284459,75.45698519,0,0.775,25.28961912,180,23.0225,72.5714,21.1,0,44,0,1,0
Year 1 Mar 04 05:00,0,0,8.55,20.425,-31.64576199,83.43443881,0,0.475,24.6202143,180,23.0225,72.5714,20.2,0,47,0,1,0
Year 1 Mar 04 06:00,0,0,8.675,19.6,-17.88077034,89.75049689,0,0.1,24.01699643,180,23.0225,72.5714,19.4,0,50,0,1,0
Year 1 Mar 04 07:00,0,0,8.7,20.9,-4.105523479,95.5539172,0,0.375,23.94916132,180,23.0225,72.5714,21.4,0,44,0,1,0
Year 1 Mar 04 08:00,63.5,80.25,8.7,22.825,9.531612796,101.5801327,0,0.875,25.8038406,180,23.0225,72.5714,23.3,38,39,6,1,37
Year 1 Mar 04 09:00,150.75,373.5,8.7,24.8,22.85018022,108.5623106,0,1.375,31.29863462,180,23.0225,72.5714,25.3,245,35,303,1,143
Year 1 Mar 04 10:00,175.5,624,8.7,26.8,35.54682034,117.5493736,0,1.95,37.42228576,180,23.0225,72.5714,27.3,490,31,585,0,174
Year 1 Mar 04 11:00,176,765.25,8.625,28.725,47.01065669,130.330433,0,2.475,42.74391938,180,23.0225,72.5714,29.2,700,28,741,0,180
Year 1 Mar 04 12:00,161.5,848.75,8.6,30.7,55.92948634,149.6826564,0,2.975,46.68143038,180,23.0225,72.5714,31.2,846,25,838,0,164
Year 1 Mar 04 13:00,153,881.75,7.775,31.5,59.96065178,176.814487,0,3.1,49.17324566,180,23.0225,72.5714,31.6,918,22,881,0,154
Year 1 Mar 04 14:00,145.75,879.75,6.6,31.9,57.30468416,205.0494081,0,3.1,50.15997234,180,23.0225,72.5714,32,908,20,884,1,150
Year 1 Mar 04 15:00,134.5,844,5.325,32.3,49.21344827,226.1583711,0,3.1,49.66695767,180,23.0225,72.5714,32.4,817,18,867,1,133
Year 1 Mar 04 16:00,139.5,728.5,3.95,32.7,38.15278971,240.0978466,0,3.1,47.78583118,180,23.0225,72.5714,32.8,652,16,775,2,139
Year 1 Mar 04 17:00,134,502.75,2.475,33.1,25.65403867,249.716491,0,3.1,44.30515799,180,23.0225,72.5714,33.2,427,14,589,2,141
Year 1 Mar 04 18:00,88.75,183,0.825,33.5,12.43720257,257.0243443,0,3.1,39.80234392,180,23.0225,72.5714,33.6,180,12,244,2,113
Year 1 Mar 04 19:00,8,0,1.525,32.4,-1.149018506,263.1890145,0,2.95,35.82253062,180,23.0225,72.5714,32,16,15,0,2,16
Year 1 Mar 04 20:00,0,0,3.025,30.725,-14.90705782,268.9830921,0,2.825,33.78004472,180,23.0225,72.5714,30.3,0,18,0,2,0
Year 1 Mar 04 21:00,0,0,4.375,29.1,-28.6877057,275.1145498,0,2.65,32.18812063,180,23.0225,72.5714,28.7,0,22,0,1,0
Year 1 Mar 04 22:00,0,0,5.6,27.5,-42.31323661,282.5906564,0,2.45,30.7693191,180,23.0225,72.5714,27.1,0,26,0,1,0
Year 1 Mar 04 23:00,0,0,6.725,25.825,-55.43128466,293.538316,0,2.325,29.39956104,180,23.0225,72.5714,25.4,0,31,0,0,0
Year 1 Mar 05 00:00,0,0,7.75,24.2,-66.97350829,313.7835204,330,2.15,28.10834165,180,23.0225,72.5714,23.8,0,36,0,0,0
Year 1 Mar 05 01:00,0,0,8.075,22.975,-72.80072045,12.65533144,320,1.95,27.00865184,180,23.0225,72.5714,22.7,0,39,0,0,0
Year 1 Mar 05 02:00,0,0,8.1,21.8,-68.63909332,38.96698046,320,1.75,25.98805158,180,23.0225,72.5714,21.5,0,42,0,0,0
Year 1 Mar 05 03:00,0,0,8.1,20.675,-57.85642088,62.6736956,170,1.55,25.03050544,180,23.0225,72.5714,20.4,0,45,0,0,0
Year 1 Mar 05 04:00,0,0,8.025,19.8,-44.98289596,75.00162444,0,1.65,24.12183433,180,23.0225,72.5714,19.6,0,47,0,0,0
Year 1 Mar 05 05:00,0,0,7.925,19,-31.444659,83.04329778,0,1.85,23.24162835,180,23.0225,72.5714,18.8,0,49,0,0,0
Year 1 Mar 05 06:00,0,0,7.825,18.2,-17.68527416,89.39718069,0,2.05,22.38263238,180,23.0225,72.5714,18,0,51,0,0,0
Year 1 Mar 05 07:00,0,0,7.725,18.75,-3.90650693,95.21886852,0,2.1,22.09545618,180,23.0225,72.5714,19,0,48,0,0,0
Year 1 Mar 05 08:00,64.75,84.5,7.625,19.75,9.742235045,101.248486,0,2.1,23.63134753,180,23.0225,72.5714,20,40,45,10,0,38
Year 1 Mar 05 09:00,152.5,378,7.525,20.75,23.08139887,108.2227474,0,2.1,28.5922134,180,23.0225,72.5714,21,249,42,308,0,145
Year 1 Mar 05 10:00,176.5,626,8.175,22.65,35.81013826,117.197537,0,2.25,34.56794602,180,23.0225,72.5714,23.2,495,39,588,0,175
Year 1 Mar 05 11:00,177.75,763.25,9,24.925,47.32029098,129.9869871,0,2.375,40.13760947,180,23.0225,72.5714,25.5,703,36,740,0,181
Year 1 Mar 05 12:00,166.25,842,9.725,27.15,56.29304229,149.4480265,0,2.55,44.41191834,180,23.0225,72.5714,27.7,849,33,833,0,168
Year 1 Mar 05 13:00,155.25,874.25,10.425,29.35,60.34477869,176.8835023,0,2.45,47.70776813,180,23.0225,72.5714,29.9,918,30,869,0,161
Year 1 Mar 05 14:00,135,884.25,11.125,31.625,57.63523401,205.4200245,0,2.325,49.4811155,180,23.0225,72.5714,32.2,905,28,890,0,138
Year 1 Mar 05 15:00,128.5,842.75,11.75,33.85,49.46240691,226.6148419,37.5,2.15,50.2769393,180,23.0225,72.5714,34.4,812,26,867,0,126
Year 1 Mar 05 16:00,133.5,730,11.825,34.1,38.33799147,240.533224,50,2.1,48.81988233,180,23.0225,72.5714,34,647,26,770,0,136
Year 1 Mar 05 17:00,121,524,11.725,33.7,25.79720274,250.1180776,50,2.1,45.14118897,180,23.0225,72.5714,33.6,424,26,610,0,126
Year 1 Mar 05 18:00,83.5,199.5,11.55,33.3,12.55397151,257.4045052,177.5,2.1,40.30171942,180,23.0225,72.5714,33.2,179,27,266,0,106
Year 1 Mar 05 19:00,8,0,11.125,31.775,-1.047445376,263.5647093,340,1.95,35.96140022,180,23.0225,72.5714,31.3,16,29,0,0,16
Year 1 Mar 05 20:00,0,0,10.625,29.8,-14.81138818,269.373439,340,1.75,33.707232,180,23.0225,72.5714,29.3,0,31,0,0,0
Year 1 Mar 05 21:00,0,0,10.05,27.875,-28.58814358,275.5435891,340,1.55,31.92798398,180,23.0225,72.5714,27.4,0,33,0,0,0
Year 1 Mar 05 22:00,0,0,9.9,26.575,-42.19611877,283.0931435,340,1.275,30.5801525,180,23.0225,72.5714,26.3,0,35,0,0,0
Year 1 Mar 05 23:00,0,0,9.825,25.55,-55.27203151,294.1648497,340,1.05,29.48913876,180,23.0225,72.5714,25.3,0,38,0,0,0
Year 1 Mar 06 00:00,0,0,9.725,24.475,-66.72271434,314.5321999,340,0.775,28.51101736,180,23.0225,72.5714,24.2,0,40,0,0,0
Year 1 Mar 06 01:00,0,0,9.7,23.375,-72.42806381,12.40470898,340,0.55,27.57687733,180,23.0225,72.5714,23.1,0,42,0,0,0
Year 1 Mar 06 02:00,0,0,9.625,22.35,-68.2944704,38.49445875,340,0.275,26.72747509,180,23.0225,72.5714,22.1,0,45,0,0,0
Year 1 Mar 06 03:00,0,0,9.525,21.275,-57.58956718,62.13968983,175,0.05,25.89415081,180,23.0225,72.5714,21,0,48,0,0,0
Year 1 Mar 06 04:00,0,0,9.05,20.1,-44.75879129,74.54927273,0,0.525,24.84550771,180,23.0225,72.5714,19.8,0,49,0,0,0
Year 1 Mar 06 05:00,0,0,8.375,18.9,-31.24003356,82.65323352,0,1.225,23.64747338,180,23.0225,72.5714,18.6,0,51,0,0,0
Year 1 Mar 06 06:00,0,0,7.675,17.7,-17.48681778,89.044034,0,1.925,22.40681666,180,23.0225,72.5714,17.4,0,52,0,0,0
Year 1 Mar 06 07:00,0,0,7.95,17.925,-3.705020504,94.88341955,0,1.95,21.87921565,180,23.0225,72.5714,18.1,0,52,0,0,0
Year 1 Mar 06 08:00,65.5,90.75,8.55,18.55,9.954891492,100.9159285,0,1.75,23.40302751,180,23.0225,72.5714,18.7,42,52,14,0,40
Year 1 Mar 06 09:00,151,386.25,9.075,19.225,23.31427055,107.881644,0,1.55,28.24228503,180,23.0225,72.5714,19.4,252,52,321,0,142
Year 1 Mar 06 10:00,169.25,634.25,10.4,22.25,36.07482841,116.8432475,0,1.5,34.76403995,180,23.0225,72.5714,23.2,497,46,582,0,178
Year 1 Mar 06 11:00,145.25,805,11.85,26.05,47.63126298,129.6400045,0,1.5,41.11860619,180,23.0225,72.5714,27,704,40,791,0,143
Year 1 Mar 06 12:00,150.75,855.25,13.175,29.85,56.65828021,149.2108602,15,1.5,46.511065,180,23.0225,72.5714,30.8,848,35,847,0,152
Year 1 Mar 06 13:00,146.75,879,13.875,31.775,60.73030454,176.9579396,20,1.5,49.66033605,180,23.0225,72.5714,32.1,916,33,880,0,147
Year 1 Mar 06 14:00,143,870.5,14.375,33.15,57.96517747,205.8017755,20,1.5,51.6646974,180,23.0225,72.5714,33.5,904,32,876,0,146
Year 1 Mar 06 15:00,135.5,830.5,14.8,34.475,49.70929453,227.0797086,42.5,1.5,51.8770744,180,23.0225,72.5714,34.8,811,30,854,0,134
Year 1 Mar 06 16:00,137.25,720.75,14.525,34.725,38.52085437,240.9737924,50,1.5,50.14128476,180,23.0225,72.5714,34.7,646,30,760,0,140
Year 1 Mar 06 17:00,123.5,518.25,13.95,34.7,25.9382739,250.5230859,50,1.5,46.50514197,180,23.0225,72.5714,34.7,425,29,603,0,129
Year 1 Mar 06 18:00,84.25,198,13.35,34.625,12.66906539,257.7871871,12.5,1.5,41.69069522,180,23.0225,72.5714,34.6,180,28,264,0,107
Year 1 Mar 06 19:00,8,0,12.975,33.025,-0.947047799,263.9424534,0,1.65,37.19741795,180,23.0225,72.5714,32.5,16,30,0,0,16
Year 1 Mar 06 20:00,0,0,12.675,31,-14.7163105,269.7655632,0,1.85,34.79866615,180,23.0225,72.5714,30.5,0,34,0,0,0
Year 1 Mar 06 21:00,0,0,12.375,28.925,-28.48845757,275.9741598,0,2.05,32.82828362,180,23.0225,72.5714,28.4,0,37,0,0,0
Year 1 Mar 06 22:00,0,0,11.325,27.125,-42.07793936,283.5965936,0,2.1,31.13777582,180,23.0225,72.5714,26.7,0,38,0,0,0
Year 1 Mar 06 23:00,0,0,10.025,25.35,-55.11047025,294.7901195,0,2.1,29.56879091,180,23.0225,72.5714,24.9,0,38,0,0,0
Year 1 Mar 07 00:00,0,0,8.5,23.625,-66.46863592,315.2712931,0,2.1,28.07444727,180,23.0225,72.5714,23.2,0,38,0,0,0
Year 1 Mar 07 01:00,0,0,7.65,22.9,-72.05356422,12.16284057,0,2.1,27.0123645,180,23.0225,72.5714,22.8,0,37,0,0,0
Year 1 Mar 07 02:00,0,0,7.05,22.5,-67.94636674,38.03802462,0,2.1,26.2200938,180,23.0225,72.5714,22.4,0,37,0,0,0
Year 1 Mar 07 03:00,0,0,6.45,22.1,-57.3182441,61.61371484,0,2.1,25.52035659,180,23.0225,72.5714,22,0,36,0,0,0
Year 1 Mar 07 04:00,0,0,6.6,20.875,-44.53067462,74.1000479,0,1.95,24.61388233,180,23.0225,72.5714,20.5,0,41,0,0,0
Year 1 Mar 07 05:00,0,0,6.925,19.45,-31.03201316,82.26434646,0,1.75,23.60916059,180,23.0225,72.5714,19.1,0,45,0,0,0
Year 1 Mar 07 06:00,0,0,7.225,17.975,-17.2855239,88.69113693,0,1.55,22.58732226,180,23.0225,72.5714,17.6,0,51,0,0,0
Year 1 Mar 07 07:00,0,0,7.675,18.2,-3.501187983,94.54763407,0,1.8,22.06808395,180,23.0225,72.5714,18.4,0,50,0,0,0
Year 1 Mar 07 08:00,67.25,94.75,8.1,19,10.16945356,100.5825087,0,2.125,23.56097661,180,23.0225,72.5714,19.2,44,49,18,0,42
Year 1 Mar 07 09:00,152,389.75,8.5,19.8,23.54865882,107.5390288,37.5,2.5,28.09531136,180,23.0225,72.5714,20,256,48,325,0,143
Year 1 Mar 07 10:00,170.25,635.75,10.1,23.225,36.34074433,116.4864965,50,3.2,34.16274016,180,23.0225,72.5714,24.3,501,42,584,0,179
Year 1 Mar 07 11:00,142.25,809.75,11.95,27.6,47.94341948,129.2893972,50,4.075,40.07439986,180,23.0225,72.5714,28.7,708,37,791,1,144
Year 1 Mar 07 12:00,140.75,868,13.6,31.925,57.02506103,148.9709948,80,4.9,44.73777282,180,23.0225,72.5714,33,851,32,866,1,137
Year 1 Mar 07 13:00,154.25,868.25,14.525,33.825,61.11710598,177.0378532,90,4.5,47.87569055,180,23.0225,72.5714,34.1,918,31,874,2,152
Year 1 Mar 07 14:00,169,825.5,15.225,35,58.29437367,206.1947645,90,3.625,50.12016372,180,23.0225,72.5714,35.3,899,31,851,4,161
Year 1 Mar 07 15:00,183.25,741.75,15.85,36.125,49.95400763,227.5528699,60,2.8,51.16045805,180,23.0225,72.5714,36.4,789,30,749,5,193
Year 1 Mar 07 16:00,150,683.5,15.625,36.175,38.70132853,241.4193933,50,2.45,49.83677233,180,23.0225,72.5714,36.1,636,29,720,5,154
Year 1 Mar 07 17:00,130.5,494.75,15.05,35.95,26.07724003,250.9313649,50,2.325,46.49489582,180,23.0225,72.5714,35.9,421,29,574,4,138
Year 1 Mar 07 18:00,85.25,192.75,14.45,35.675,12.78249644,258.1722528,12.5,2.15,41.969308,180,23.0225,72.5714,35.6,180,28,257,4,108
Year 1 Mar 07 19:00,8.5,0,14.3,33.95,-0.847797397,264.3221167,0,2.25,37.64557355,180,23.0225,72.5714,33.4,17,32,0,3,17
Year 1 Mar 07 20:00,0,0,14.225,31.75,-14.62178547,270.1593324,0,2.375,35.2372908,180,23.0225,72.5714,31.2,0,36,0,2,0
Year 1 Mar 07 21:00,0,0,14.125,29.55,-28.38860203,276.406113,0,2.55,33.20422689,180,23.0225,72.5714,29,0,40,0,1,0
Year 1 Mar 07 22:00,0,0,13.575,28.025,-41.95865377,284.1008162,0,2.6,31.61830846,180,23.0225,72.5714,27.7,0,41,0,1,0
Year 1 Mar 07 23:00,0,0,12.8,26.65,-54.94657895,295.4138535,0,2.6,30.19382215,180,23.0225,72.5714,26.3,0,42,0,0,0
Year 1 Mar 08 00:00,0,0,11.925,25.325,-66.21133373,316.0006317,0,2.6,28.90045335,180,23.0225,72.5714,25,0,43,0,0,0
Year 1 Mar 08 01:00,0,0,11.475,24.325,-71.6773342,11.92932588,0,2.45,27.8476202,180,23.0225,72.5714,24.1,0,45,0,0,0
Year 1 Mar 08 02:00,0,0,11.1,23.425,-67.59499369,37.59706279,0,2.25,26.92525566,180,23.0225,72.5714,23.2,0,46,0,0,0
Year 1 Mar 08 03:00,0,0,10.775,22.525,-57.04263844,61.09579172,0,2.125,26.10605255,180,23.0225,72.5714,22.3,0,48,0,1,0
Year 1 Mar 08 04:00,0,0,10.4,21.625,-44.29869257,73.654058,0,1.95,25.31874141,180,23.0225,72.5714,21.4,0,49,0,1,0
Year 1 Mar 08 05:00,0,0,10,20.725,-30.82072753,81.87673186,0,1.75,24.54089366,180,23.0225,72.5714,20.5,0,51,0,1,0
Year 1 Mar 08 06:00,0,0,9.6,19.825,-17.08151703,88.33856656,0,1.55,23.78217683,180,23.0225,72.5714,19.6,0,52,0,1,0
