Date/Time,[1] Dew Point Temperature (C),[1] Diffuse Horizontal Radiation (Wh/m2),[1] Direct Normal Radiation (Wh/m2),[1] Dry Bulb Temperature (C),[1] Relative Humidity (),[1] Total Sky Cover (tenths),[1] Wind Direction ,[1] Wind Speed (m/s),[1] Surface Outside Face Temperature ,Lats,Longs
Year 1 Jun 25 17:00,22.1,271,107,34.7,48,9,270,1.6,51.60834913,26.263863,73.008957
Year 1 Jun 25 18:00,22.5,142,26,34.8,49,9,230,1.2,48.55986433,26.263863,73.008957
Year 1 Jun 25 19:00,22.7,28,2,34.3,51,9,230,0.9,45.44084706,26.263863,73.008957
Year 1 Jun 25 20:00,22.4,1,1,34.3,50,9,230,0.8,37.641112,26.263863,73.008957
Year 1 Jun 25 21:00,22.2,0,0,33.8,51,9,230,0.6,35.88496617,26.263863,73.008957
Year 1 Jun 25 22:00,22.3,0,0,33.5,52,9,230,0.8,34.68026141,26.263863,73.008957
Year 1 Jun 25 23:00,22,0,0,33.2,52,9,230,1.3,33.6314926,26.263863,73.008957
Year 1 Jun 26 00:00,22,0,0,32.9,53,9,230,1.8,32.52951711,26.263863,73.008957
Year 1 Jun 26 01:00,22.9,0,0,31.3,61,8,230,2.1,31.36369717,26.263863,73.008957
Year 1 Jun 26 02:00,23,0,0,30.6,64,8,230,2.1,30.26221642,26.263863,73.008957
Year 1 Jun 26 03:00,23,0,0,29.8,67,8,230,2.1,29.46920589,26.263863,73.008957
Year 1 Jun 26 04:00,23.3,0,0,29.6,69,7,230,2.1,28.98324115,26.263863,73.008957
Year 1 Jun 26 05:00,23.3,0,0,29.8,68,7,230,2.1,28.89366393,26.263863,73.008957
Year 1 Jun 26 06:00,23.3,0,0,30.1,67,7,230,2.1,28.64905822,26.263863,73.008957
Year 1 Jun 26 07:00,23.2,19,3,30.3,66,6,230,2.1,28.82177928,26.263863,73.008957
Year 1 Jun 26 08:00,23.3,140,153,30.6,65,6,230,2.1,30.13614517,26.263863,73.008957
Year 1 Jun 26 09:00,23.2,215,332,30.8,64,6,230,2.1,31.55704323,26.263863,73.008957
Year 1 Jun 26 10:00,23.2,258,453,31.6,61,6,230,2.2,32.92930492,26.263863,73.008957
Year 1 Jun 26 11:00,22.9,321,431,32.8,56,7,230,2.4,34.2259204,26.263863,73.008957
Year 1 Jun 26 12:00,22.5,384,371,34.1,51,8,230,2.5,34.84290043,26.263863,73.008957
Year 1 Jun 26 13:00,22.4,379,418,35.4,47,8,230,2.5,36.1006672,26.263863,73.008957
Year 1 Jun 26 14:00,22.4,249,675,36.6,44,6,230,2.4,40.17788134,26.263863,73.008957
Year 1 Jun 26 15:00,22.4,162,830,37.5,42,4,230,2.3,44.37562781,26.263863,73.008957
Year 1 Jun 26 16:00,22.2,142,824,37.7,41,2,230,2.2,46.65774031,26.263863,73.008957
Year 1 Jun 26 17:00,22.3,173,603,37.4,42,2,230,2,45.22560621,26.263863,73.008957
Year 1 Jun 26 18:00,22.1,159,328,36.7,43,1,150,1.9,42.61761134,26.263863,73.008957
Year 1 Jun 26 19:00,22.2,72,55,36,45,1,150,1.8,41.7234092,26.263863,73.008957
Year 1 Jun 26 20:00,21.6,6,27,35.8,44,0,150,1.7,35.67675535,26.263863,73.008957
Year 1 Jun 26 21:00,21.6,0,0,35.3,45,0,230,1.6,34.44455892,26.263863,73.008957
Year 1 Jun 26 22:00,21.6,0,0,34.9,46,0,230,1.5,33.81467717,26.263863,73.008957
Year 1 Jun 26 23:00,21.4,0,0,34.7,46,2,230,1.5,33.00453563,26.263863,73.008957
Year 1 Jun 27 00:00,21.2,0,0,34.5,46,4,230,1.5,32.43021099,26.263863,73.008957
Year 1 Jun 27 01:00,20.9,0,0,34.2,46,5,230,1.3,31.72425047,26.263863,73.008957
Year 1 Jun 27 02:00,21.2,0,0,33.7,48,7,230,0.8,30.86193177,26.263863,73.008957
Year 1 Jun 27 03:00,21,0,0,33.2,49,9,230,0.3,29.92814386,26.263863,73.008957
Year 1 Jun 27 04:00,21.4,0,0,32.9,51,9,230,0.3,29.25249649,26.263863,73.008957
Year 1 Jun 27 05:00,21.7,0,0,32.5,53,9,230,0.8,28.76794242,26.263863,73.008957
Year 1 Jun 27 06:00,21.9,0,0,31.8,56,8,230,1.3,28.43648051,26.263863,73.008957
Year 1 Jun 27 07:00,22.1,18,3,31.4,58,7,230,1.8,28.5476182,26.263863,73.008957
Year 1 Jun 27 08:00,22.5,132,68,31.2,60,7,230,2.3,29.61597822,26.263863,73.008957
Year 1 Jun 27 09:00,22.6,221,300,31.3,60,6,230,2.8,30.88237456,26.263863,73.008957
Year 1 Jun 27 10:00,22.7,231,535,32,58,5,230,3.1,32.30203418,26.263863,73.008957
Year 1 Jun 27 11:00,22.2,231,650,33.1,53,5,230,3.1,33.76967263,26.263863,73.008957
Year 1 Jun 27 12:00,21.8,178,816,34.4,48,4,230,3.1,35.039017,26.263863,73.008957
Year 1 Jun 27 13:00,21.4,162,863,35.5,44,4,230,3,37.0481348,26.263863,73.008957
Year 1 Jun 27 14:00,20.8,248,676,36.6,40,6,230,2.9,42.55155688,26.263863,73.008957
Year 1 Jun 27 15:00,20.3,352,394,37.5,37,8,230,2.7,47.84286099,26.263863,73.008957
Year 1 Jun 27 16:00,20.5,352,205,38.2,36,9,230,2.5,50.05904425,26.263863,73.008957
Year 1 Jun 27 17:00,20.9,272,117,38.7,36,9,230,2.4,46.67301008,26.263863,73.008957
Year 1 Jun 27 18:00,21,148,31,38.8,36,9,230,2.2,44.53451295,26.263863,73.008957
Year 1 Jun 27 19:00,20.7,30,2,38.4,36,8,230,2.3,42.01695379,26.263863,73.008957
Year 1 Jun 27 20:00,20.9,1,1,37.7,38,8,230,2.6,36.32237246,26.263863,73.008957
Year 1 Jun 27 21:00,21,0,0,36.8,40,8,230,2.9,35.08668581,26.263863,73.008957
Year 1 Jun 27 22:00,21.1,0,0,36,42,8,230,3.1,34.55745805,26.263863,73.008957
Year 1 Jun 27 23:00,21.5,0,0,35.2,45,8,230,3.1,33.79503642,26.263863,73.008957
Year 1 Jun 28 00:00,21.8,0,0,34.4,48,8,230,3.1,32.88843204,26.263863,73.008957
Year 1 Jun 28 01:00,21.8,0,0,33.7,50,8,230,3.1,31.87367434,26.263863,73.008957
Year 1 Jun 28 02:00,22,0,0,33.2,52,8,230,3.1,30.7632848,26.263863,73.008957
Year 1 Jun 28 03:00,22.2,0,0,32.7,54,8,230,3.1,29.80727343,26.263863,73.008957
Year 1 Jun 28 04:00,22.3,0,0,32.2,56,7,230,3,29.21624413,26.263863,73.008957
Year 1 Jun 28 05:00,22.3,0,0,31.9,57,7,230,2.9,29.32204907,26.263863,73.008957
Year 1 Jun 28 06:00,22.6,0,0,31.6,59,6,230,2.7,29.27487179,26.263863,73.008957
Year 1 Jun 28 07:00,23.1,18,3,31.2,62,6,230,2.7,29.52292907,26.263863,73.008957
Year 1 Jun 28 08:00,23,134,82,31.4,61,7,230,2.9,30.72357668,26.263863,73.008957
Year 1 Jun 28 09:00,23.3,237,154,31.7,61,8,230,3,32.02205874,26.263863,73.008957
Year 1 Jun 28 10:00,23.1,312,263,32.7,57,8,230,2.9,33.42838824,26.263863,73.008957
Year 1 Jun 28 11:00,22.8,316,445,33.7,53,7,230,2.6,34.9058918,26.263863,73.008957
Year 1 Jun 28 12:00,22.3,218,729,35,48,5,230,2.3,36.49177154,26.263863,73.008957
Year 1 Jun 28 13:00,22.3,213,756,36.1,45,5,230,2,37.85061502,26.263863,73.008957
Year 1 Jun 28 14:00,21.6,318,533,37.1,41,7,230,1.8,43.37322704,26.263863,73.008957
Year 1 Jun 28 15:00,21.1,362,370,37.9,38,8,270,1.6,48.59717134,26.263863,73.008957
Year 1 Jun 28 16:00,20.8,355,190,38.6,36,9,270,1.5,50.21558228,26.263863,73.008957
Year 1 Jun 28 17:00,20.7,271,107,38.9,35,9,270,1.5,48.04987103,26.263863,73.008957
Year 1 Jun 28 18:00,20.7,141,23,38.4,36,9,230,1.5,48.46482028,26.263863,73.008957
Year 1 Jun 28 19:00,21.8,28,2,36.4,43,10,230,1.3,45.6781747,26.263863,73.008957
Year 1 Jun 28 20:00,22.9,1,1,33.5,54,10,230,0.8,38.10595488,26.263863,73.008957
Year 1 Jun 28 21:00,24.6,0,0,30.2,72,10,230,0.3,36.13660833,26.263863,73.008957
Year 1 Jun 28 22:00,25.2,0,0,28.4,83,10,230,0.3,35.05618067,26.263863,73.008957
Year 1 Jun 28 23:00,24.9,0,0,28,83,10,230,1.1,34.22913275,26.263863,73.008957
Year 1 Jun 29 00:00,24.5,0,0,27.6,83,10,180,1.8,33.49237603,26.263863,73.008957
Year 1 Jun 29 01:00,24.3,0,0,27.4,83,9,180,2.1,32.60091373,26.263863,73.008957
Year 1 Jun 29 02:00,24.4,0,0,27.3,84,8,180,2,31.90954923,26.263863,73.008957
Year 1 Jun 29 03:00,24.5,0,0,27.2,85,7,180,1.9,31.34567165,26.263863,73.008957
Year 1 Jun 29 04:00,24.5,0,0,27.2,85,7,180,1.8,30.6221368,26.263863,73.008957
Year 1 Jun 29 05:00,24.6,0,0,27.1,86,6,180,1.6,30.25924754,26.263863,73.008957
Year 1 Jun 29 06:00,24.7,0,0,27,87,5,180,1.6,29.96888369,26.263863,73.008957
Year 1 Jun 29 07:00,25,18,3,27.3,87,5,180,1.4,30.14558101,26.263863,73.008957
Year 1 Jun 29 08:00,25.1,138,180,28,84,5,180,1.3,31.50944334,26.263863,73.008957
Year 1 Jun 29 09:00,25,193,432,29,79,5,230,1.1,32.8274835,26.263863,73.008957
Year 1 Jun 29 10:00,24.5,205,611,30.6,70,5,230,1,33.98297894,26.263863,73.008957
Year 1 Jun 29 11:00,24,246,612,32.2,62,6,230,1,35.37934587,26.263863,73.008957
Year 1 Jun 29 12:00,23.7,308,538,33.7,56,7,230,1,36.45046718,26.263863,73.008957
Year 1 Jun 29 13:00,24.7,397,378,34.4,57,8,230,1,37.97234175,26.263863,73.008957
Year 1 Jun 29 14:00,25.7,418,308,34.6,60,8,230,1,43.49529958,26.263863,73.008957
Year 1 Jun 29 15:00,26.6,413,213,34.1,65,8,230,1,48.98919739,26.263863,73.008957
Year 1 Jun 29 16:00,26.4,360,123,33.1,68,8,230,0.9,51.37544774,26.263863,73.008957
Year 1 Jun 29 17:00,25.8,255,51,31.9,70,8,230,0.8,52.93609869,26.263863,73.008957
Year 1 Jun 29 18:00,24.8,118,10,30.7,71,8,230,0.6,53.72500308,26.263863,73.008957
Year 1 Jun 29 19:00,24.3,28,2,29.9,72,9,230,0.7,49.65908421,26.263863,73.008957
Year 1 Jun 29 20:00,24.2,1,1,29.5,73,9,230,1,39.84592785,26.263863,73.008957
Year 1 Jun 29 21:00,23.9,0,0,29.2,73,9,230,1.3,38.15941761,26.263863,73.008957
Year 1 Jun 29 22:00,23.9,0,0,28.8,75,9,230,1.3,36.9982856,26.263863,73.008957
Year 1 Jun 29 23:00,24.1,0,0,28.5,77,9,230,1,36.00305794,26.263863,73.008957
Year 1 Jun 30 00:00,24.2,0,0,28.2,79,9,230,0.7,34.86511014,26.263863,73.008957
Year 1 Jun 30 01:00,24.2,0,0,27.8,81,9,230,0.5,33.99747773,26.263863,73.008957
Year 1 Jun 30 02:00,24.4,0,0,27.5,83,9,230,0.5,32.82460827,26.263863,73.008957
Year 1 Jun 30 03:00,24.5,0,0,27.2,85,8,230,0.5,31.72463163,26.263863,73.008957
Year 1 Jun 30 04:00,24.6,0,0,26.9,87,8,230,0.5,30.75399204,26.263863,73.008957
Year 1 Jun 30 05:00,24.7,0,0,26.7,89,8,230,0.5,30.98255603,26.263863,73.008957
Year 1 Jun 30 06:00,24.9,0,0,26.5,91,8,230,0.5,31.17032729,26.263863,73.008957
Year 1 Jun 30 07:00,24.7,18,3,26.7,89,8,230,0.4,31.4006494,26.263863,73.008957
Year 1 Jun 30 08:00,24.6,131,70,27.3,85,7,230,0.3,32.4746,26.263863,73.008957
Year 1 Jun 30 09:00,24.1,216,319,28.1,79,6,230,0.1,33.97731102,26.263863,73.008957
Year 1 Jun 30 10:00,24.1,257,454,29.2,74,6,230,0,35.42012394,26.263863,73.008957
Year 1 Jun 30 11:00,23.7,323,424,30.5,67,7,230,0,36.85145345,26.263863,73.008957
Year 1 Jun 30 12:00,23.5,345,458,31.7,62,7,230,0,38.44472553,26.263863,73.008957
Year 1 Jun 30 13:00,23.4,406,357,32.8,58,8,230,0.2,39.85778141,26.263863,73.008957
Year 1 Jun 30 14:00,23.2,399,355,33.8,54,8,230,0.7,45.27822814,26.263863,73.008957
Year 1 Jun 30 15:00,23.1,372,341,34.7,51,8,230,1.1,50.28802884,26.263863,73.008957
Year 1 Jun 30 16:00,23.1,334,284,35.5,49,8,230,1.5,55.75392557,26.263863,73.008957
Year 1 Jun 30 17:00,23,271,187,36.1,47,8,230,2,57.01108884,26.263863,73.008957
Year 1 Jun 30 18:00,23.2,166,64,36.3,47,8,270,2.4,53.56812265,26.263863,73.008957
Year 1 Jun 30 19:00,23,28,2,35.7,48,8,270,2.6,51.5604269,26.263863,73.008957
Year 1 Jun 30 20:00,23.3,1,1,34.2,53,7,270,2.5,41.76997023,26.263863,73.008957
Year 1 Jun 30 21:00,22.9,0,0,33.2,55,6,270,2.4,39.72498267,26.263863,73.008957
Year 1 Jun 30 22:00,22.6,0,0,32.2,57,6,270,2.3,38.49909609,26.263863,73.008957
Year 1 Jun 30 23:00,22.4,0,0,31.2,60,6,270,2.2,37.42550842,26.263863,73.008957
Year 1 Jul 01 00:00,22,0,0,30.2,62,6,230,2.1,36.54528777,26.263863,73.008957
Year 1 Jul 01 01:00,21.5,0,0,30.7,58,6,230,4.6,35.87188215,26.263863,73.008957
Year 1 Jul 01 02:00,21.4,0,0,29.8,61,6,230,4.7,34.80586187,26.263863,73.008957
Year 1 Jul 01 03:00,22.8,0,0,28.9,70,6,230,4.8,33.7524433,26.263863,73.008957
Year 1 Jul 01 04:00,22.2,0,0,28.7,68,6,230,4.9,32.92219818,26.263863,73.008957
Year 1 Jul 01 05:00,21.8,0,0,29,65,7,230,5,32.47477655,26.263863,73.008957
Year 1 Jul 01 06:00,20.9,0,0,28.1,65,7,270,5.1,31.9376633,26.263863,73.008957
Year 1 Jul 01 07:00,21,29,12,28,66,8,270,4.8,32.13979629,26.263863,73.008957
Year 1 Jul 01 08:00,21.8,137,122,29,65,8,270,4.1,33.81881552,26.263863,73.008957
Year 1 Jul 01 09:00,24.2,220,294,30.8,68,8,230,3.4,35.41410331,26.263863,73.008957
Year 1 Jul 01 10:00,23.6,271,408,31.5,63,8,230,3.4,36.93851379,26.263863,73.008957
Year 1 Jul 01 11:00,23.8,302,478,32.9,59,8,230,4.1,38.20137793,26.263863,73.008957
Year 1 Jul 01 12:00,25.4,319,516,34.6,59,8,230,4.8,39.59761692,26.263863,73.008957
Year 1 Jul 01 13:00,23.2,245,692,35.9,48,7,230,4.8,40.48534036,26.263863,73.008957
Year 1 Jul 01 14:00,22.3,131,925,37.4,42,5,230,4.3,43.00308626,26.263863,73.008957
Year 1 Jul 01 15:00,20.8,99,986,38,37,3,230,3.8,43.61954571,26.263863,73.008957
Year 1 Jul 01 16:00,18.6,106,928,38.2,32,3,230,3.9,46.57901879,26.263863,73.008957
Year 1 Jul 01 17:00,18.6,135,738,38.2,32,4,230,4.3,47.85382418,26.263863,73.008957
Year 1 Jul 01 18:00,18.3,121,560,37.9,32,4,270,4.8,46.19424583,26.263863,73.008957
Year 1 Jul 01 19:00,17.7,78,244,37.2,32,4,270,4.4,43.17656043,26.263863,73.008957
Year 1 Jul 01 20:00,17.8,5,134,36.2,34,4,270,3,37.39059865,26.263863,73.008957
Year 1 Jul 01 21:00,17.6,0,0,35.4,35,3,230,1.7,35.74766704,26.263863,73.008957
Year 1 Jul 01 22:00,17.4,0,0,34.7,36,3,230,1.6,34.96906562,26.263863,73.008957
Year 1 Jul 01 23:00,18.4,0,0,33.9,40,4,230,2.8,34.23152839,26.263863,73.008957
Year 1 Jul 02 00:00,17.7,0,0,32.7,41,4,230,4,33.87424911,26.263863,73.008957
Year 1 Jul 02 01:00,19.8,0,0,31.5,50,5,230,4.5,33.63258125,26.263863,73.008957
Year 1 Jul 02 02:00,20.3,0,0,30.7,54,5,230,4.3,33.63135879,26.263863,73.008957
Year 1 Jul 02 03:00,19.8,0,0,29.8,55,5,230,4.2,33.26902788,26.263863,73.008957
Year 1 Jul 02 04:00,19.7,0,0,29.7,55,6,230,3.9,32.50814571,26.263863,73.008957
Year 1 Jul 02 05:00,19.7,0,0,29.4,56,7,230,3.6,31.24582053,26.263863,73.008957
Year 1 Jul 02 06:00,19.5,0,0,29.2,56,8,230,3.3,30.47659187,26.263863,73.008957
Year 1 Jul 02 07:00,19.5,21,5,29.2,56,9,230,3.4,30.94740546,26.263863,73.008957
Year 1 Jul 02 08:00,19.6,129,68,29.3,56,9,230,4.1,32.59428126,26.263863,73.008957
Year 1 Jul 02 09:00,21.6,236,138,29.7,62,9,250,4.8,34.83770033,26.263863,73.008957
Year 1 Jul 02 10:00,23.1,285,361,31.2,62,8,250,5.1,36.46250108,26.263863,73.008957
Year 1 Jul 02 11:00,24.5,250,603,32.7,62,7,250,5.1,38.0984232,26.263863,73.008957
Year 1 Jul 02 12:00,24.5,174,823,33.9,58,6,230,5.1,39.06372228,26.263863,73.008957
Year 1 Jul 02 13:00,25.7,202,780,35.2,58,6,230,5.1,40.56686366,26.263863,73.008957
Year 1 Jul 02 14:00,26.5,205,766,36.7,56,6,230,5.1,46.12342033,26.263863,73.008957
Year 1 Jul 02 15:00,25.4,231,674,36.9,52,6,230,5.1,51.56550178,26.263863,73.008957
Year 1 Jul 02 16:00,25.5,180,723,37.3,51,5,230,4.9,53.14112724,26.263863,73.008957
Year 1 Jul 02 17:00,24.4,175,599,37.2,48,5,230,4.6,55.33415958,26.263863,73.008957
Year 1 Jul 02 18:00,24.4,125,537,37.2,48,4,230,4.3,49.71099269,26.263863,73.008957
Year 1 Jul 02 19:00,23.6,77,267,36.4,48,3,230,3.9,42.78867099,26.263863,73.008957
Year 1 Jul 02 20:00,23,4,235,35.7,48,2,230,3.6,36.73278844,26.263863,73.008957
Year 1 Jul 02 21:00,22.6,0,0,34.9,49,0,230,3.3,34.70331566,26.263863,73.008957
Year 1 Jul 02 22:00,22.3,0,0,34.2,50,0,230,3.4,33.6273812,26.263863,73.008957
Year 1 Jul 02 23:00,22,0,0,33.2,52,0,230,3.8,33.59511432,26.263863,73.008957
Year 1 Jul 03 00:00,21.8,0,0,32.6,53,0,230,4.3,33.3258398,26.263863,73.008957
Year 1 Jul 03 01:00,21.2,0,0,31.7,54,0,230,4.6,32.75754948,26.263863,73.008957
Year 1 Jul 03 02:00,21.5,0,0,30.7,58,0,230,4.5,31.65655204,26.263863,73.008957
Year 1 Jul 03 03:00,22.1,0,0,30.2,62,1,230,4.4,31.16508313,26.263863,73.008957
Year 1 Jul 03 04:00,21.6,0,0,29.7,62,1,230,4.3,30.41469747,26.263863,73.008957
Year 1 Jul 03 05:00,21.2,0,0,29.2,62,2,230,4.2,30.6110138,26.263863,73.008957
Year 1 Jul 03 06:00,21,0,0,29,62,2,230,4.1,30.69437323,26.263863,73.008957
Year 1 Jul 03 07:00,23.5,46,117,28.8,73,4,230,4.1,30.75802558,26.263863,73.008957
Year 1 Jul 03 08:00,24.1,131,266,29.2,74,6,230,4.1,32.09230275,26.263863,73.008957
Year 1 Jul 03 09:00,23.9,229,232,30,70,8,230,4.1,33.85366131,26.263863,73.008957
Year 1 Jul 03 10:00,24.5,292,335,30.8,69,8,230,4.1,35.81456505,26.263863,73.008957
Year 1 Jul 03 11:00,25.2,264,568,32.4,66,7,230,4.1,37.58912399,26.263863,73.008957
Year 1 Jul 03 12:00,24.2,154,869,33.3,59,5,230,4.1,39.53086391,26.263863,73.008957
Year 1 Jul 03 13:00,25.7,115,967,34.9,59,4,230,4.1,42.07299817,26.263863,73.008957
Year 1 Jul 03 14:00,25.6,96,1008,36.1,55,3,230,4.1,47.74566273,26.263863,73.008957
Year 1 Jul 03 15:00,24.2,76,1045,36.6,49,1,230,4.1,48.88810993,26.263863,73.008957
Year 1 Jul 03 16:00,23.2,87,982,37.1,45,1,230,3.8,44.60441786,26.263863,73.008957
Year 1 Jul 03 17:00,22.8,109,831,37.1,44,2,230,3.1,40.37898898,26.263863,73.008957
Year 1 Jul 03 18:00,19.9,111,612,37,37,3,230,2.4,36.14908777,26.263863,73.008957
Year 1 Jul 03 19:00,19.7,76,293,36.8,37,3,230,2.2,33.01647952,26.263863,73.008957
Year 1 Jul 03 20:00,19.5,3,268,36.1,38,2,230,2.4,31.49291404,26.263863,73.008957
Year 1 Jul 03 21:00,19.3,0,0,35.4,39,0,230,2.5,30.23317286,26.263863,73.008957
Year 1 Jul 03 22:00,18.8,0,0,34.8,39,0,230,3,29.25258027,26.263863,73.008957
Year 1 Jul 03 23:00,18.6,0,0,34.1,40,0,230,3.8,28.57688873,26.263863,73.008957
Year 1 Jul 04 00:00,19.9,0,0,33.5,45,0,230,4.7,28.56232013,26.263863,73.008957
Year 1 Jul 04 01:00,20.8,0,0,32.6,50,0,230,5,28.94152135,26.263863,73.008957
Year 1 Jul 04 02:00,20.7,0,0,31.8,52,1,230,4.8,29.90985158,26.263863,73.008957
Year 1 Jul 04 03:00,21.6,0,0,31.1,57,1,230,4.5,30.35983491,26.263863,73.008957
Year 1 Jul 04 04:00,21.9,0,0,30.3,61,2,230,4.3,30.55787055,26.263863,73.008957
Year 1 Jul 04 05:00,21.8,0,0,29.6,63,3,230,4.1,29.74260018,26.263863,73.008957
Year 1 Jul 04 06:00,21.8,0,0,29,65,3,230,3.9,29.16414617,26.263863,73.008957
Year 1 Jul 04 07:00,21.4,45,104,28.6,65,4,230,3.7,29.26713195,26.263863,73.008957
Year 1 Jul 04 08:00,21.6,124,324,28.8,65,5,230,3.4,30.11675275,26.263863,73.008957
Year 1 Jul 04 09:00,22.8,154,586,30.6,63,5,230,3.2,31.71963695,26.263863,73.008957
Year 1 Jul 04 10:00,23.3,194,637,31.5,62,6,230,3.1,33.39516576,26.263863,73.008957
Year 1 Jul 04 11:00,24.5,196,731,32.7,62,6,230,3.1,34.96606361,26.263863,73.008957
Year 1 Jul 04 12:00,25.1,209,747,34,60,6,230,3.1,36.3735122,26.263863,73.008957
Year 1 Jul 04 13:00,25.7,153,883,35.8,56,5,230,3.1,38.99605763,26.263863,73.008957
Year 1 Jul 04 14:00,23.7,122,948,36.5,48,4,230,3.1,44.88265646,26.263863,73.008957
Year 1 Jul 04 15:00,22.9,112,951,37.2,44,3,250,3.1,50.03428672,26.263863,73.008957
Year 1 Jul 04 16:00,21.5,127,868,37.4,40,3,250,3.4,52.47825713,26.263863,73.008957
Year 1 Jul 04 17:00,21.6,139,726,37.5,40,4,250,4.1,44.82146839,26.263863,73.008957
Year 1 Jul 04 18:00,20.8,119,571,37.6,38,4,230,4.8,39.50589465,26.263863,73.008957
Year 1 Jul 04 19:00,20.2,78,257,36.9,38,4,230,4.8,34.91855119,26.263863,73.008957
Year 1 Jul 04 20:00,19.5,4,167,36.1,38,4,230,4.3,31.61720047,26.263863,73.008957
Year 1 Jul 04 21:00,19.3,0,0,35.4,39,4,230,3.8,29.224891,26.263863,73.008957
Year 1 Jul 04 22:00,20.1,0,0,34.9,42,3,230,3.3,27.95483386,26.263863,73.008957
Year 1 Jul 04 23:00,19.6,0,0,34,43,3,230,2.9,27.8641469,26.263863,73.008957
Year 1 Jul 05 00:00,19.5,0,0,33.4,44,3,230,2.4,28.01017062,26.263863,73.008957
Year 1 Jul 05 01:00,20.4,0,0,32.9,48,3,230,2.4,28.20608548,26.263863,73.008957
Year 1 Jul 05 02:00,20.6,0,0,32.4,50,4,230,3.1,28.09378055,26.263863,73.008957
Year 1 Jul 05 03:00,21,0,0,31.4,54,4,230,3.8,28.23242153,26.263863,73.008957
Year 1 Jul 05 04:00,21.8,0,0,31,58,5,230,3.8,28.12102849,26.263863,73.008957
Year 1 Jul 05 05:00,21.9,0,0,30,62,5,230,3.3,27.48296832,26.263863,73.008957
Year 1 Jul 05 06:00,21.9,0,0,29.7,63,5,230,2.8,27.14160876,26.263863,73.008957
Year 1 Jul 05 07:00,21.9,42,67,29.4,64,5,230,2.7,27.55310077,26.263863,73.008957
Year 1 Jul 05 08:00,24,124,322,29.6,72,5,230,2.9,29.19713437,26.263863,73.008957
Year 1 Jul 05 09:00,22.9,165,541,30.5,64,5,200,3,31.38595811,26.263863,73.008957
Year 1 Jul 05 10:00,23.2,173,699,31.4,62,5,200,3.1,33.77313319,26.263863,73.008957
Year 1 Jul 05 11:00,24.1,161,814,32.9,60,5,200,3.1,35.30170054,26.263863,73.008957
Year 1 Jul 05 12:00,24.5,156,863,33.9,58,5,230,3.1,36.48504592,26.263863,73.008957
Year 1 Jul 05 13:00,23.4,152,885,35.4,50,5,230,3.3,37.10399068,26.263863,73.008957
Year 1 Jul 05 14:00,22.6,93,1015,36.4,45,3,230,3.6,40.83291027,26.263863,73.008957
Year 1 Jul 05 15:00,19.8,64,1080,37.4,36,1,230,3.9,45.19084799,26.263863,73.008957
Year 1 Jul 05 16:00,20.2,69,1040,37.9,36,0,230,4.1,49.05533059,26.263863,73.008957
Year 1 Jul 05 17:00,19.8,93,889,37.9,35,2,230,4.1,50.02231236,26.263863,73.008957
Year 1 Jul 05 18:00,19.3,105,646,37.9,34,3,230,4.1,49.34483075,26.263863,73.008957
Year 1 Jul 05 19:00,18.5,76,291,37,34,3,230,3.7,43.67502618,26.263863,73.008957
Year 1 Jul 05 20:00,17.6,4,241,36,34,2,230,2.8,37.50652261,26.263863,73.008957
Year 1 Jul 05 21:00,18.4,0,0,35.8,36,0,230,1.9,34.62966742,26.263863,73.008957
Year 1 Jul 05 22:00,17.6,0,0,34.9,36,0,230,1.5,32.76568539,26.263863,73.008957
Year 1 Jul 05 23:00,17.9,0,0,34.3,38,2,230,1.5,31.42884668,26.263863,73.008957
Year 1 Jul 06 00:00,19,0,0,33.7,42,3,230,1.5,30.2079766,26.263863,73.008957
Year 1 Jul 06 01:00,18.7,0,0,33.4,42,4,230,1.6,29.14054777,26.263863,73.008957
Year 1 Jul 06 02:00,19.5,0,0,33.4,44,5,230,1.6,28.37101755,26.263863,73.008957
Year 1 Jul 06 03:00,20.1,0,0,32.9,47,5,230,1.8,28.02520987,26.263863,73.008957
Year 1 Jul 06 04:00,20.6,0,0,32.4,50,6,230,1.9,27.84712917,26.263863,73.008957
Year 1 Jul 06 05:00,21.6,0,0,32.1,54,7,230,2,28.32928214,26.263863,73.008957
Year 1 Jul 06 06:00,22.7,0,0,31.4,60,7,230,2,28.70889416,26.263863,73.008957
Year 1 Jul 06 07:00,23.3,31,19,30.9,64,7,230,2,28.78297251,26.263863,73.008957
Year 1 Jul 06 08:00,23.1,134,126,30.2,66,7,230,1.8,29.99130773,26.263863,73.008957
Year 1 Jul 06 09:00,21.9,197,402,31.4,57,6,250,1.6,31.49498231,26.263863,73.008957
Year 1 Jul 06 10:00,22.4,222,554,32.3,56,6,250,1.6,33.15860913,26.263863,73.008957
Year 1 Jul 06 11:00,24,199,722,34,56,6,250,1.8,34.89263516,26.263863,73.008957
Year 1 Jul 06 12:00,25.1,202,763,35.2,56,6,250,2,36.23813754,26.263863,73.008957
Year 1 Jul 06 13:00,25,168,851,36.1,53,5,250,2.1,38.28602861,26.263863,73.008957
Year 1 Jul 06 14:00,23.9,183,812,37.1,47,5,250,2.2,41.8343234,26.263863,73.008957
Year 1 Jul 06 15:00,22.8,195,755,37.9,42,5,250,2.3,42.66147155,26.263863,73.008957
