Date/Time,[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Dewpoint Temperature  (C),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Site Solar Altitude Angle  (deg),[1] Site Solar Azimuth Angle  (deg),[1] Site Wind Speed  (m/s),[1] Surface Outside Face Temperature  (C),Orientation,Lats,Longs,[1] Dry Bulb Temperature (C),[1] Global Horizontal Radiation (Wh/m2),[1] Relative Humidity (),DNR,SC,hdi
Year 1 Jan 08 13:00,155.5,704,8.95,24.525,44.68521749,183.7994016,0,25.54586987,270,22.7196,75.8577,24.9,652,36,720,1,150
Year 1 Jan 08 14:00,182.5,606,7.425,25.125,41.54050444,202.2925074,0,31.97186078,270,22.7196,75.8577,25.2,631,31,656,1,172
Year 1 Jan 08 15:00,201.5,461,6.55,25.275,34.60647146,217.5747915,0.525,36.63808645,270,22.7196,75.8577,25.3,508,30,456,2,214
Year 1 Jan 08 16:00,157.25,421.25,6.1,24.625,25.07984361,229.2246929,1.075,39.20772459,270,22.7196,75.8577,24.4,419,31,476,3,164
Year 1 Jan 08 17:00,117.5,213.25,6.525,23.65,13.93203404,237.9965743,1.575,36.23159904,270,22.7196,75.8577,23.4,236,34,257,3,137
Year 1 Jan 08 18:00,29.5,41,6.775,21.975,1.783355796,244.7588644,1.4,30.07018873,270,22.7196,75.8577,21.5,74,39,82,2,59
Year 1 Jan 08 19:00,0,0,6.875,20.3,-10.99623199,250.1672736,0.925,24.8349148,270,22.7196,75.8577,19.9,0,43,0,2,0
Year 1 Jan 08 20:00,0,0,6.675,18.475,-24.18449783,254.6700545,0.2,22.80107561,270,22.7196,75.8577,18,0,47,0,1,0
Year 1 Jan 08 21:00,0,0,6.675,17.25,-37.64280105,258.5760459,0,21.20707485,270,22.7196,75.8577,17,0,51,0,1,0
Year 1 Jan 08 22:00,0,0,6.625,16.175,-51.28004929,262.1201662,0,20.24060881,270,22.7196,75.8577,15.9,0,54,0,1,0
Year 1 Jan 08 23:00,0,0,6.75,15.375,-65.0324088,265.5537477,0,19.51551791,270,22.7196,75.8577,15.2,0,57,0,1,0
Year 1 Jan 09 00:00,0,0,6.8,14.225,-78.84985138,269.7295383,0.225,18.35508816,270,22.7196,75.8577,13.9,0,62,0,1,0
Year 1 Jan 09 01:00,0,0,6.8,13.225,-86.45794421,73.29486619,0.75,17.21330448,270,22.7196,75.8577,13,0,66,0,1,0
Year 1 Jan 09 02:00,0,0,6.65,11.95,-73.53085103,91.64139091,1.05,16.11587711,270,22.7196,75.8577,11.6,0,72,0,0,0
Year 1 Jan 09 03:00,0,0,6.675,11.075,-59.72741296,95.50587828,1.325,15.34851333,270,22.7196,75.8577,10.9,0,75,0,0,0
Year 1 Jan 09 04:00,0,0,6.4,10.225,-46.0060539,99.01963655,1.25,14.48026202,270,22.7196,75.8577,10,0,78,0,0,0
Year 1 Jan 09 05:00,0,0,7.575,10.45,-32.42101085,102.7130081,0.3,14.07123918,270,22.7196,75.8577,10.6,0,84,0,0,0
Year 1 Jan 09 06:00,0,0,8.15,10.075,-19.04467446,106.8370166,0.075,13.89680022,270,22.7196,75.8577,9.9,0,89,0,0,0
Year 1 Jan 09 07:00,0,0,8.575,10.65,-5.983004963,111.6553079,0.85,13.61132407,270,22.7196,75.8577,10.9,0,86,0,1,0
Year 1 Jan 09 08:00,13.5,30,8.625,12.175,6.599222472,117.5260789,1.55,13.96991977,270,22.7196,75.8577,12.6,0,77,0,1,0
Year 1 Jan 09 09:00,45.5,355.5,8.975,15.525,18.43319493,124.9729762,2.6,16.19622669,270,22.7196,75.8577,16.5,74,62,120,1,54
Year 1 Jan 09 10:00,15,1071.5,8.95,19.275,29.06715415,134.7464807,3.125,18.69990746,270,22.7196,75.8577,20.2,405,48,1062,0,20
Year 1 Jan 09 11:00,28.25,1022.25,9.2,23.2,37.75222213,147.7520572,3.275,21.37450779,270,22.7196,75.8577,24.2,699,39,1100,0,0
Year 1 Jan 09 12:00,116.75,789.25,8.775,25.625,43.38558098,164.4693457,2.4,24.43907141,270,22.7196,75.8577,26.1,616,33,789,0,113
Year 1 Jan 09 13:00,143.75,742.25,8.075,27.15,44.82506298,183.6762564,1.425,27.42601505,270,22.7196,75.8577,27.5,680,29,790,0,128
Year 1 Jan 09 14:00,192.5,577.75,7.15,27.125,41.70096323,202.2404663,0.3,33.47093668,270,22.7196,75.8577,27,612,28,599,1,191
Year 1 Jan 09 15:00,199.75,464,6.825,26.85,34.77162396,217.5804967,0.075,38.09178187,270,22.7196,75.8577,26.8,530,28,514,3,197
Year 1 Jan 09 16:00,184,246.5,6.575,25.825,25.24075235,229.2666426,0.175,37.3952517,270,22.7196,75.8577,25.5,377,30,314,5,208
Year 1 Jan 09 17:00,98.75,52.5,6.95,24.825,14.08539069,238.0605051,0.875,31.8369072,270,22.7196,75.8577,24.6,129,33,44,5,112
Year 1 Jan 09 18:00,29.5,39,6.875,23.025,1.92849182,244.8384522,1.175,29.66514683,270,22.7196,75.8577,22.5,74,36,78,2,59
Year 1 Jan 09 19:00,0,0,7.25,21.3,-10.85904178,250.2616941,1.575,24.692954,270,22.7196,75.8577,20.9,0,42,0,1,0
Year 1 Jan 09 20:00,0,0,7.325,19.325,-24.0547325,254.7828987,1.7,22.62272203,270,22.7196,75.8577,18.8,0,47,0,0,0
Year 1 Jan 09 21:00,0,0,7.75,18.125,-37.51993258,258.7165756,2.225,21.26862073,270,22.7196,75.8577,17.9,0,52,0,1,0
Year 1 Jan 09 22:00,0,0,7.9,16.925,-51.16357699,262.3094489,2.475,20.04930709,270,22.7196,75.8577,16.6,0,57,0,1,0
Year 1 Jan 09 23:00,0,0,8.05,16.15,-64.92168599,265.8503823,2.725,18.95651465,270,22.7196,75.8577,16,0,59,0,3,0
Year 1 Jan 10 00:00,0,0,7.5,14.875,-78.7424126,270.4452181,2.125,18.18092253,270,22.7196,75.8577,14.5,0,62,0,3,0
Year 1 Jan 10 01:00,0,0,7.075,13.9,-86.41898396,70.71643903,1.375,17.30305327,270,22.7196,75.8577,13.7,0,64,0,3,0
Year 1 Jan 10 02:00,0,0,6.625,12.575,-73.61171458,91.08723979,0.3,16.50402378,270,22.7196,75.8577,12.2,0,68,0,1,0
Year 1 Jan 10 03:00,0,0,6.8,11.9,-59.8030025,95.19903691,0,15.84679233,270,22.7196,75.8577,11.8,0,72,0,0,0
Year 1 Jan 10 04:00,0,0,7.125,11.05,-46.07400181,98.79340263,0,15.04313939,270,22.7196,75.8577,10.8,0,78,0,0,0
Year 1 Jan 10 05:00,0,0,8.025,11.7,-32.47977775,102.5229742,0,14.84438788,270,22.7196,75.8577,12,0,78,0,1,0
Year 1 Jan 10 06:00,0,0,8,11.475,-19.09246946,106.6636848,0,14.48698987,270,22.7196,75.8577,11.3,0,80,0,1,0
Year 1 Jan 10 07:00,0,0,7.825,12.125,-6.017403194,111.4873041,0,14.66930344,270,22.7196,75.8577,12.4,0,73,0,2,0
Year 1 Jan 10 08:00,10.5,125,7.65,13.75,6.581659739,117.3553013,0,15.21758575,270,22.7196,75.8577,14.2,0,64,0,2,0
Year 1 Jan 10 09:00,34.5,650,7.75,17.2,18.43738449,124.7932957,1.05,17.25590185,270,22.7196,75.8577,18.2,127,51,500,2,42
Year 1 Jan 10 10:00,9.5,1100,7.875,20.975,29.09985653,134.5551454,2.375,19.61523046,270,22.7196,75.8577,21.9,424,40,1100,2,12
Year 1 Jan 10 11:00,3,1100,8.05,24.675,37.82135814,147.555433,3.6,22.184482,270,22.7196,75.8577,25.6,679,33,1100,3,2
Year 1 Jan 10 12:00,26.25,1055.75,7.8,26.575,43.49618412,164.2919833,4.05,24.52327732,270,22.7196,75.8577,26.9,814,30,1100,5,6
Year 1 Jan 10 13:00,104.5,868,7.475,27.35,44.9717664,183.5556144,4.025,27.53556243,270,22.7196,75.8577,27.5,734,28,923,7,87
Year 1 Jan 10 14:00,168.5,651.5,7.025,26.675,41.86733319,202.1939384,3.475,32.61922683,270,22.7196,75.8577,26.4,652,29,703,8,157
Year 1 Jan 10 15:00,204.25,452.25,7.2,26.1,34.9413701,217.5932101,3.075,36.04136227,270,22.7196,75.8577,26,526,30,497,10,203
Year 1 Jan 10 16:00,187.75,325,7.675,25.175,25.40499866,229.315951,2.7,37.03182289,270,22.7196,75.8577,24.9,381,34,318,10,208
Year 1 Jan 10 17:00,111.25,290,8.25,24.825,14.24105318,238.1317277,2.75,37.14199035,270,22.7196,75.8577,24.8,261,35,346,8,127
Year 1 Jan 10 18:00,32,61,8.25,23.9,2.075122724,244.925268,2.725,31.23185221,270,22.7196,75.8577,23.6,88,37,122,7,64
Year 1 Jan 10 19:00,0,0,8.125,23.15,-10.72099183,250.3634774,2.85,25.8943408,270,22.7196,75.8577,23,0,38,0,7,0
Year 1 Jan 10 20:00,0,0,7.725,21.8,-23.92460633,254.9035728,2.825,23.92827288,270,22.7196,75.8577,21.4,0,41,0,7,0
Year 1 Jan 10 21:00,0,0,7.675,20.8,-37.39708764,258.8659287,2.875,22.84589342,270,22.7196,75.8577,20.6,0,43,0,7,0
Year 1 Jan 10 22:00,0,0,7.55,19.4,-51.04739101,262.5095078,2.825,21.48545175,270,22.7196,75.8577,19,0,47,0,7,0
Year 1 Jan 10 23:00,0,0,7.875,18.25,-64.81130336,266.16194,2.8,20.28691646,270,22.7196,75.8577,18,0,52,0,7,0
Year 1 Jan 11 00:00,0,0,8.225,16.5,-78.63448093,271.1853403,2.5,19.16710602,270,22.7196,75.8577,16,0,60,0,6,0
Year 1 Jan 11 01:00,0,0,8.525,15.175,-86.37341651,68.38920681,2.25,18.39600921,270,22.7196,75.8577,14.9,0,66,0,5,0
Year 1 Jan 11 02:00,0,0,8.675,13.775,-73.68856189,90.50178807,1.825,17.39832038,270,22.7196,75.8577,13.4,0,73,0,3,0
Year 1 Jan 11 03:00,0,0,8.7,13.175,-59.87508224,94.8771118,1.4,16.49818381,270,22.7196,75.8577,13.1,0,75,0,2,0
Year 1 Jan 11 04:00,0,0,8.475,12.35,-46.13839168,98.55698591,0.7,16.09446047,270,22.7196,75.8577,12.1,0,78,0,1,0
Year 1 Jan 11 05:00,0,0,8.25,12.775,-32.53477839,102.3250274,1.775,15.62004838,270,22.7196,75.8577,13,0,73,0,10,0
Year 1 Jan 11 06:00,0,0,7.975,11.95,-19.13620109,106.4836836,1.525,14.94125482,270,22.7196,75.8577,11.6,0,78,0,8,0
Year 1 Jan 11 07:00,0,0,8.2,11.75,-6.047366847,111.3133768,1.525,14.35911209,270,22.7196,75.8577,11.8,0,79,0,6,0
Year 1 Jan 11 08:00,13,63.75,8.675,12.85,6.568979505,117.1790964,1.225,14.63913032,270,22.7196,75.8577,13.2,0,75,0,5,0
Year 1 Jan 11 09:00,52.75,388.25,9.925,15.675,18.44698742,124.6086193,1.7,16.72287444,270,22.7196,75.8577,16.5,95,67,255,3,52
Year 1 Jan 11 10:00,59,806.25,11.2,19.125,29.13857764,134.3594231,1.6,19.5562104,270,22.7196,75.8577,20,342,58,788,3,55
Year 1 Jan 11 11:00,67,897.5,12.1,22.7,37.89712266,147.3556257,1.65,22.32582101,270,22.7196,75.8577,23.6,523,49,861,2,71
Year 1 Jan 11 12:00,100,871.5,11.775,25.175,43.61380497,164.1137897,0.65,24.32821526,270,22.7196,75.8577,25.7,700,41,1007,2,55
Year 1 Jan 11 13:00,255,400,10.925,26.675,45.12527027,183.4375649,0.3,27.73224352,270,22.7196,75.8577,27,562,36,465,2,235
Year 1 Jan 11 14:00,275.75,315.25,9.275,27,42.03953264,202.1530285,0.075,32.80554947,270,22.7196,75.8577,27,459,32,205,2,315
Year 1 Jan 11 15:00,161,599.75,8.35,26.925,35.11560763,217.6130154,1.275,39.05994115,270,22.7196,75.8577,26.9,580,31,646,1,158
Year 1 Jan 11 16:00,160,436.5,8.275,26.225,25.57247095,229.3726643,2.15,40.41706926,270,22.7196,75.8577,26,421,33,461,1,170
Year 1 Jan 11 17:00,113.25,297.75,9.125,25.4,14.39891028,238.2102545,3.05,38.44519545,270,22.7196,75.8577,25.2,271,37,363,1,130
Year 1 Jan 11 18:00,31.5,51,9.775,23.925,2.223143775,245.0192973,2.4,31.66039599,270,22.7196,75.8577,23.5,84,42,102,1,63
Year 1 Jan 11 19:00,0,0,10.125,22.225,-10.58217652,250.4725861,1.575,26.57873365,270,22.7196,75.8577,21.8,0,48,0,0,0
Year 1 Jan 11 20:00,0,0,9.75,20.15,-23.79420011,255.0320153,0.35,24.65937243,270,22.7196,75.8577,19.6,0,53,0,0,0
Year 1 Jan 11 21:00,0,0,9.3,18.475,-37.27432924,259.0240117,0.6,22.83449496,270,22.7196,75.8577,18.1,0,56,0,0,0
Year 1 Jan 11 22:00,0,0,8.375,17.2,-50.93152893,262.7201937,1.325,21.53736429,270,22.7196,75.8577,16.9,0,56,0,0,0
Year 1 Jan 11 23:00,0,0,7.95,16.675,-64.70125404,266.4881332,2.85,20.16009882,270,22.7196,75.8577,16.6,0,57,0,0,0
Year 1 Jan 12 00:00,0,0,7.825,16.375,-78.5259291,271.9487934,3.45,19.05522919,270,22.7196,75.8577,16.3,0,57,0,3,0
Year 1 Jan 12 01:00,0,0,8.1,16.525,-86.32108176,66.23020836,3.8,18.62287744,270,22.7196,75.8577,16.6,0,57,0,6,0
Year 1 Jan 12 02:00,0,0,8.275,16.3,-73.76109182,89.88525585,3.075,18.13140003,270,22.7196,75.8577,16.2,0,60,0,10,0
Year 1 Jan 12 03:00,0,0,8.6,15.825,-59.94347386,94.54025036,2.8,17.59927243,270,22.7196,75.8577,15.7,0,63,0,10,0
Year 1 Jan 12 04:00,0,0,8.55,14.65,-46.19909175,98.31050754,2.2,16.93003129,270,22.7196,75.8577,14.3,0,68,0,10,0
Year 1 Jan 12 05:00,0,0,8.875,13.325,-32.58590995,102.1192745,1.775,16.14240668,270,22.7196,75.8577,13,0,77,0,0,0
Year 1 Jan 12 06:00,0,0,9.225,12.25,-19.17578939,106.297112,1.25,15.47955393,270,22.7196,75.8577,12,0,84,0,0,0
Year 1 Jan 12 07:00,0,0,9.825,12.525,-6.072836719,111.1336201,0.575,15.57312983,270,22.7196,75.8577,12.7,0,84,0,0,0
Year 1 Jan 12 08:00,13.5,48,9.7,13.825,6.561220347,116.9975554,0.1,16.15918453,270,22.7196,75.8577,14.2,0,74,0,0,0
Year 1 Jan 12 09:00,52.5,354.5,10.725,16.975,18.46202096,124.4190342,0,18.20834672,270,22.7196,75.8577,17.9,86,65,192,0,54
Year 1 Jan 12 10:00,54.75,842,11.7,20.45,29.18331301,134.159393,0.225,20.65673362,270,22.7196,75.8577,21.3,354,55,842,1,48
Year 1 Jan 12 11:00,99.5,777.75,13.325,23.925,37.97949105,147.1527028,0.9,23.51163587,270,22.7196,75.8577,24.8,518,50,842,1,75
Year 1 Jan 12 12:00,163.75,630.5,13.125,25.85,43.7384019,163.9348307,1.925,26.00560368,270,22.7196,75.8577,26.2,548,44,585,1,173
Year 1 Jan 12 13:00,156.75,705.25,12.225,26.95,45.28551437,183.3221975,2.95,28.03410544,270,22.7196,75.8577,27.2,676,39,767,2,136
Year 1 Jan 12 14:00,199,568.25,9.75,26.9,42.21747714,202.1178417,3.725,32.65590673,270,22.7196,75.8577,26.8,588,33,520,2,219
Year 1 Jan 12 15:00,149.25,641.5,8.175,27.1,35.29423181,217.6399954,4.05,37.72919213,270,22.7196,75.8577,27.2,606,30,713,2,139
Year 1 Jan 12 16:00,159.75,458.5,6.4,26.825,25.74305586,229.4368265,4.1,39.51275205,270,22.7196,75.8577,26.7,413,26,427,1,180
Year 1 Jan 12 17:00,85.75,420.5,6.275,26.475,14.55884998,238.2960948,3.95,40.20257866,270,22.7196,75.8577,26.4,316,28,553,1,99
Year 1 Jan 12 18:00,23,11.5,5.575,24.825,2.372450408,245.1205224,3.9,29.98069335,270,22.7196,75.8577,24.3,50,29,23,1,46
Year 1 Jan 12 19:00,0,0,5.9,22.8,-10.44268919,250.5889793,3.825,26.24832848,270,22.7196,75.8577,22.3,0,35,0,0,0
Year 1 Jan 12 20:00,0,0,5.575,19.975,-23.66359273,255.1681617,3.875,23.71989886,270,22.7196,75.8577,19.2,0,40,0,0,0
Year 1 Jan 12 21:00,0,0,6.225,17.85,-37.15171768,259.1907284,3.825,21.47727767,270,22.7196,75.8577,17.4,0,49,0,0,0
Year 1 Jan 12 22:00,0,0,5.675,15.975,-50.81602471,262.9413559,3.65,19.67738099,270,22.7196,75.8577,15.5,0,51,0,0,0
Year 1 Jan 12 23:00,0,0,4.95,15.275,-64.59152647,266.8286748,3.375,18.69198178,270,22.7196,75.8577,15.2,0,50,0,0,0
Year 1 Jan 13 00:00,0,0,2.625,14.6,-78.41662587,272.7344746,3.15,17.77492456,270,22.7196,75.8577,14.4,0,42,0,0,0
Year 1 Jan 13 01:00,0,0,1.15,14.625,-86.26172753,64.1858942,2.95,17.25612839,270,22.7196,75.8577,14.7,0,39,0,0,0
Year 1 Jan 13 02:00,0,0,0.3,14.325,-73.82899767,89.23796463,2.825,16.92370149,270,22.7196,75.8577,14.2,0,38,0,0,0
Year 1 Jan 13 03:00,0,0,2.8,14.35,-60.00799836,94.18862227,2.575,16.55584989,270,22.7196,75.8577,14.4,0,48,0,0,0
Year 1 Jan 13 04:00,0,0,5.425,13.65,-46.25597124,98.05409889,2.275,15.99995764,270,22.7196,75.8577,13.4,0,61,0,0,0
Year 1 Jan 13 05:00,0,0,5.7,12.8,-32.63307151,101.9058284,2.65,15.3615013,270,22.7196,75.8577,12.6,0,62,0,0,0
Year 1 Jan 13 06:00,0,0,5.9,11.85,-19.21115685,106.1040725,2.35,14.64689427,270,22.7196,75.8577,11.6,0,68,0,0,0
Year 1 Jan 13 07:00,0,0,6.525,11.675,-6.093756524,110.948131,1.975,14.48376183,270,22.7196,75.8577,11.7,0,72,0,0,0
Year 1 Jan 13 08:00,13.5,43.5,7.45,12.075,6.558417612,116.8107708,1.75,14.52139147,270,22.7196,75.8577,12.2,0,74,0,0,0
Year 1 Jan 13 09:00,59.75,290.75,8.75,13.925,18.48249895,124.2246277,2.075,16.02973312,270,22.7196,75.8577,14.5,84,70,174,0,54
Year 1 Jan 13 10:00,81.25,670.25,10.075,16.375,29.23405473,133.9551332,2.5,18.20081882,270,22.7196,75.8577,17,310,65,641,0,77
Year 1 Jan 13 11:00,84,821.75,11.225,19.4,38.06843546,146.9467301,3.125,20.36450507,270,22.7196,75.8577,20.2,493,58,758,0,94
Year 1 Jan 13 12:00,52.5,1026.25,11.575,21.775,43.86993046,163.7551709,3.3,22.1754497,270,22.7196,75.8577,22.3,705,51,1013,0,54
Year 1 Jan 13 13:00,61.5,1020,11.45,23.725,45.45243586,183.209602,3.3,25.09896693,270,22.7196,75.8577,24.2,800,45,1066,1,48
Year 1 Jan 13 14:00,114,831.5,10.8,24.65,42.40107952,202.0884842,2.925,31.91151588,270,22.7196,75.8577,24.8,728,41,882,1,102
Year 1 Jan 13 15:00,154.75,628.25,10.375,25.25,35.47713543,217.674232,2.8,37.26002476,270,22.7196,75.8577,25.4,597,39,680,1,150
Year 1 Jan 13 16:00,160.75,433.25,9.925,25.1,25.91663838,229.5084795,2.575,39.11309548,270,22.7196,75.8577,25,429,38,473,1,169
Year 1 Jan 13 17:00,118.75,267,9.95,24.55,14.72075961,238.389255,2.725,37.2039809,270,22.7196,75.8577,24.4,260,40,314,1,136
Year 1 Jan 13 18:00,33.5,63,9.7,23.125,2.522938332,245.2289222,2.65,31.06805598,270,22.7196,75.8577,22.7,92,44,126,1,67
Year 1 Jan 13 19:00,0,0,9.525,21.425,-10.30262203,250.712613,2.825,25.2699466,270,22.7196,75.8577,21,0,48,0,0,0
Year 1 Jan 13 20:00,0,0,9.125,19.35,-23.53286117,255.3119443,2.825,23.19826181,270,22.7196,75.8577,18.8,0,53,0,0,0
Year 1 Jan 13 21:00,0,0,8.85,17.675,-37.02931053,259.3659801,3.025,21.46452521,270,22.7196,75.8577,17.3,0,57,0,0,0
Year 1 Jan 13 22:00,0,0,8.275,16.1,-50.70090874,263.1728415,3.1,19.79525458,270,22.7196,75.8577,15.7,0,61,0,0,0
Year 1 Jan 13 23:00,0,0,7.8,15.175,-64.48210454,267.1832779,3.25,18.48172439,270,22.7196,75.8577,15,0,62,0,0,0
Year 1 Jan 14 00:00,0,0,7.1,14.25,-78.30643659,273.5412874,3.075,17.58351258,270,22.7196,75.8577,14,0,62,0,0,0
Year 1 Jan 14 01:00,0,0,6.45,13.925,-86.19504959,62.22098847,3,16.86761895,270,22.7196,75.8577,13.9,0,60,0,0,0
Year 1 Jan 14 02:00,0,0,5.85,13.525,-73.89196833,88.56034457,2.85,16.48731269,270,22.7196,75.8577,13.4,0,60,0,0,0
Year 1 Jan 14 03:00,0,0,5.625,13.475,-60.06847643,93.82242004,2.95,15.93255676,270,22.7196,75.8577,13.5,0,59,0,0,0
Year 1 Jan 14 04:00,0,0,5.3,13.125,-46.3089006,97.78790159,2.85,15.35883371,270,22.7196,75.8577,13,0,59,0,0,0
Year 1 Jan 14 05:00,0,0,6.475,12.1,-32.67616419,101.6848079,2.8,14.7650827,270,22.7196,75.8577,11.8,0,72,0,0,0
Year 1 Jan 14 06:00,0,0,6.6,11.425,-19.2422286,105.9046716,2.725,14.0892479,270,22.7196,75.8577,11.3,0,72,0,0,0
Year 1 Jan 14 07:00,0,0,6.35,11.975,-6.110072994,110.7570085,2.55,14.01688156,270,22.7196,75.8577,12.2,0,67,0,0,0
Year 1 Jan 14 08:00,13.25,57.5,6.3,12.8,6.560603352,116.6188364,2.725,14.45459236,270,22.7196,75.8577,13,0,64,0,0,0
Year 1 Jan 14 09:00,70.5,249.75,6.9,14.95,18.50843176,124.0254873,2.875,16.32219465,270,22.7196,75.8577,15.6,92,57,230,0,53
Year 1 Jan 14 10:00,102,487.75,7.925,17.4,29.29079145,133.7467214,3.125,18.73166336,270,22.7196,75.8577,18,236,53,309,0,123
Year 1 Jan 14 11:00,42,1024.75,9.325,20.25,38.16392484,146.7377718,3.275,20.65592565,270,22.7196,75.8577,21,579,49,1024,0,39
Year 1 Jan 14 12:00,74.5,956.25,10.375,22.125,44.00834338,163.5748734,3.45,22.57242921,270,22.7196,75.8577,22.5,712,47,1027,0,51
Year 1 Jan 14 13:00,143.75,748.75,11.2,23.775,45.62596929,183.0998683,3.425,25.26771829,270,22.7196,75.8577,24.2,671,45,744,1,145
Year 1 Jan 14 14:00,173,655.75,11.55,24.5,42.59024992,202.0650623,3.325,31.0597287,270,22.7196,75.8577,24.6,684,44,763,1,140
Year 1 Jan 14 15:00,241.75,388.25,11.675,25.275,35.66420892,217.7158065,3.075,34.91868263,270,22.7196,75.8577,25.5,493,42,334,1,272
Year 1 Jan 14 16:00,144,517.75,11.55,25.125,26.09310194,229.5876622,2.925,39.4837829,270,22.7196,75.8577,25,455,43,551,1,151
Year 1 Jan 14 17:00,98.25,314.25,11.35,24.55,14.88452591,238.4897382,2.825,37.64889121,270,22.7196,75.8577,24.4,290,44,418,1,123
Year 1 Jan 14 18:00,12,1.5,10.7,22.675,2.674503637,245.3444725,2.875,27.45864286,270,22.7196,75.8577,22.1,25,48,3,1,24
Year 1 Jan 14 19:00,0,0,10.35,20.75,-10.16206601,250.8434402,2.825,24.4704312,270,22.7196,75.8577,20.3,0,53,0,0,0
Year 1 Jan 14 20:00,0,0,9.85,18.575,-23.40208039,255.4632926,2.8,22.21588853,270,22.7196,75.8577,18,0,58,0,0,0
Year 1 Jan 14 21:00,0,0,9.475,17.475,-36.90716262,259.5496656,2.5,20.78513279,270,22.7196,75.8577,17.3,0,60,0,0,0
Year 1 Jan 14 22:00,0,0,9.025,16.475,-50.5862079,263.4144962,2.325,19.69065244,270,22.7196,75.8577,16.2,0,62,0,0,0
Year 1 Jan 14 23:00,0,0,8.6,16.05,-64.37296773,267.5516557,2.225,18.76958051,270,22.7196,75.8577,16,0,61,0,0,0
Year 1 Jan 15 00:00,0,0,7.975,14.95,-78.19522385,274.3681401,2.5,17.76486501,270,22.7196,75.8577,14.6,0,64,0,0,0
Year 1 Jan 15 01:00,0,0,7.5,14.075,-86.1207171,60.31210749,2.825,16.85822056,270,22.7196,75.8577,13.9,0,65,0,0,0
Year 1 Jan 15 02:00,0,0,7.175,12.775,-73.94968962,87.85294109,3.2,15.88022133,270,22.7196,75.8577,12.4,0,70,0,0,0
Year 1 Jan 15 03:00,0,0,7.1,12.25,-60.124729,93.44185953,3.3,15.13384646,270,22.7196,75.8577,12.2,0,71,0,0,0
Year 1 Jan 15 04:00,0,0,6.95,11.675,-46.35775179,97.51206755,3.225,14.4392038,270,22.7196,75.8577,11.5,0,74,0,0,0
Year 1 Jan 15 05:00,0,0,7.125,12.775,-32.71509138,101.4563374,0.8,14.82568744,270,22.7196,75.8577,13.2,0,67,0,0,0
Year 1 Jan 15 06:00,0,0,6.825,13.125,-19.2689325,105.6990193,0,14.96310515,270,22.7196,75.8577,13.1,0,65,0,2,0
Year 1 Jan 15 07:00,0,0,6.85,13.4,-6.121735966,110.5603538,0,14.95885347,270,22.7196,75.8577,13.5,0,65,0,3,0
Year 1 Jan 15 08:00,8.25,3.5,7.875,14.175,6.56780627,116.4218471,0,15.29456915,270,22.7196,75.8577,14.4,0,66,0,6,0
Year 1 Jan 15 09:00,50,131.75,9.325,15.75,18.53982629,123.8217009,0.45,16.79232667,270,22.7196,75.8577,16.2,35,66,14,6,33
Year 1 Jan 15 10:00,91,592.25,10.825,18,29.3535084,133.534234,0.825,19.31816609,270,22.7196,75.8577,18.6,279,62,485,6,101
Year 1 Jan 15 11:00,69.75,898.75,11.575,20.85,38.26592496,146.5258904,1.5,21.41193769,270,22.7196,75.8577,21.6,543,53,914,6,61
Year 1 Jan 15 12:00,91,880.75,11.55,23.7,44.15359064,163.3939997,1.925,23.51354229,270,22.7196,75.8577,24.4,647,44,853,6,96
Year 1 Jan 15 13:00,66,998,10.825,26.2,45.80604665,182.9930865,2.675,26.47544541,270,22.7196,75.8577,26.8,760,36,964,6,76
Year 1 Jan 15 14:00,64.5,996,10.075,27.7,42.78489586,202.0476834,3.2,33.89251406,270,22.7196,75.8577,28,834,32,1100,7,36
Year 1 Jan 15 15:00,168.25,550.5,9.825,28.075,35.85534041,217.7647989,3.9,37.19976451,270,22.7196,75.8577,28.1,603,32,684,6,150
Year 1 Jan 15 16:00,203.75,177.5,10.1,27.275,26.27232852,229.6744116,3.95,34.90385837,270,22.7196,75.8577,27,307,35,150,6,223
Year 1 Jan 15 17:00,121.75,201.5,10.875,25.5,15.05003519,238.5975446,3.45,34.99863816,270,22.7196,75.8577,25,250,42,260,3,146
Year 1 Jan 15 18:00,24.5,13,11.55,23.125,2.827042907,245.4671459,2.175,27.97625425,270,22.7196,75.8577,22.5,55,50,26,2,49
Year 1 Jan 15 19:00,0,0,11.55,20.85,-10.02111076,250.9814107,1.05,24.65637278,270,22.7196,75.8577,20.3,0,57,0,0,0
Year 1 Jan 15 20:00,0,0,10.75,18.875,-23.27132329,255.6221336,0.2,23.03157616,270,22.7196,75.8577,18.4,0,60,0,0,0
Year 1 Jan 15 21:00,0,0,9.525,17.575,-36.78532601,259.7416811,0.525,21.48514952,270,22.7196,75.8577,17.3,0,59,0,0,0
Year 1 Jan 15 22:00,0,0,8.3,16.7,-50.47194554,263.6661639,1.3,20.08629905,270,22.7196,75.8577,16.5,0,57,0,0,0
Year 1 Jan 15 23:00,0,0,7.7,16.125,-64.2640913,267.9335216,2.475,18.98369847,270,22.7196,75.8577,16,0,58,0,0,0
Year 1 Jan 16 00:00,0,0,7.825,15.55,-78.08284805,275.2139442,2.875,18.10353425,270,22.7196,75.8577,15.4,0,61,0,1,0
