Date/Time,[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Dewpoint Temperature  (C),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Site Solar Altitude Angle  (deg),[1] Site Solar Azimuth Angle  (deg),[1] Site Wind Speed  (m/s),[1] Surface Outside Face Temperature  (C),Orientation,Lats,Longs,[1] Dry Bulb Temperature (C),[1] Global Horizontal Radiation (Wh/m2),[1] Relative Humidity (),DNR,SC,hdi
Year 1 Oct 10 04:00,0,0,15.675,22.575,-36.7094495,80.59442454,0,25.78791107,270,22.7196,75.8577,22.5,0,65,0,8,0
Year 1 Oct 10 05:00,0,0,17.25,19.425,-22.96127619,87.2933883,2.475,23.59191037,270,22.7196,75.8577,18.4,0,96,0,10,0
Year 1 Oct 10 06:00,0,0,17.95,18.4,-9.135744808,93.12380615,3.525,22.12872883,270,22.7196,75.8577,18.4,0,98,0,8,0
Year 1 Oct 10 07:00,1.5,0,17.7,18.475,4.614531987,98.9089624,3.375,21.59060008,270,22.7196,75.8577,18.5,0,95,0,8,0
Year 1 Oct 10 08:00,34.25,84.25,18.125,19.925,18.13380473,105.3434819,3.75,22.60367974,270,22.7196,75.8577,20.4,6,88,0,8,6
Year 1 Oct 10 09:00,146.75,310.25,17.925,20.925,31.1856138,113.3160489,3.525,24.74307425,270,22.7196,75.8577,21.1,241,82,337,8,119
Year 1 Oct 10 10:00,236.25,279.5,17.35,22.15,43.31611404,124.2978549,3.625,26.70031023,270,22.7196,75.8577,22.5,360,72,230,10,230
Year 1 Oct 10 11:00,258.25,452.25,16.9,22.575,53.5422483,140.8289047,3.4,27.89134345,270,22.7196,75.8577,22.6,563,70,428,10,255
Year 1 Oct 10 12:00,286.75,411.25,17.025,23.425,59.84310838,165.6185621,4.05,28.68191535,270,22.7196,75.8577,23.7,700,67,525,10,268
Year 1 Oct 10 13:00,345.25,74,17.325,23.55,59.73166175,195.2892573,4.3,29.92541498,270,22.7196,75.8577,23.5,404,69,70,8,343
Year 1 Oct 10 14:00,353,113.75,17.7,23.875,53.26431156,219.813537,4.825,32.1424199,270,22.7196,75.8577,24,425,68,86,7,352
Year 1 Oct 10 15:00,334,184.75,17.8,23.175,42.95336883,236.1189009,4.475,34.87517571,270,22.7196,75.8577,22.9,509,73,197,7,356
Year 1 Oct 10 16:00,242.75,136.5,17.95,22.675,30.782597,246.9728799,4.225,34.57598801,270,22.7196,75.8577,22.6,363,75,148,7,268
Year 1 Oct 10 17:00,142.5,88.75,17.85,21.7,17.71069021,254.8784548,3.525,32.23361106,270,22.7196,75.8577,21.4,213,80,102,8,167
Year 1 Oct 10 18:00,51.75,36.75,18.025,21.475,4.181135849,261.2806055,3.525,28.50081044,270,22.7196,75.8577,21.5,81,81,49,10,69
Year 1 Oct 10 19:00,0,0,18.1,20.9,-9.573719487,267.0567322,3.15,25.37066606,270,22.7196,75.8577,20.7,0,85,0,10,0
Year 1 Oct 10 20:00,0,0,18.325,20.775,-23.39932036,272.9003719,2.85,24.39255716,270,22.7196,75.8577,20.8,0,86,0,8,0
Year 1 Oct 10 21:00,0,0,18.475,19.975,-37.14189137,279.6454432,1.6,23.49941097,270,22.7196,75.8577,19.7,0,93,0,7,0
Year 1 Oct 10 22:00,0,0,18.425,20.075,-50.54601264,288.8318155,0.825,23.49304406,270,22.7196,75.8577,20.2,0,90,0,6,0
Year 1 Oct 10 23:00,0,0,18.1,20.35,-62.93913136,304.3833629,0.175,23.48182557,270,22.7196,75.8577,20.4,0,86,0,5,0
Year 1 Oct 11 00:00,0,0,17.85,21.9,-71.90508309,336.5461361,0.975,23.56624324,270,22.7196,75.8577,22.4,0,75,0,5,0
Year 1 Oct 11 01:00,0,0,17.35,23,-72.04655698,25.50501544,1.975,23.54609928,270,22.7196,75.8577,23.2,0,69,0,6,0
Year 1 Oct 11 02:00,0,0,17.125,23.8,-62.76541437,57.02307526,3.475,23.67607693,270,22.7196,75.8577,24,0,65,0,7,0
Year 1 Oct 11 03:00,0,0,17.1,22.65,-50.2517333,72.09899523,3.9,23.37581621,270,22.7196,75.8577,22.2,0,73,0,8,0
Year 1 Oct 11 04:00,0,0,17.325,21.075,-36.8009875,81.06275922,4.125,22.55317354,270,22.7196,75.8577,20.7,0,81,0,10,0
Year 1 Oct 11 05:00,0,0,16.425,17.775,-23.04209287,87.70326128,1.05,21.42906807,270,22.7196,75.8577,16.8,0,96,0,7,0
Year 1 Oct 11 06:00,0,0,16.475,17.1,-9.217189512,93.50563731,0.3,20.73694047,270,22.7196,75.8577,17.2,0,96,0,6,0
Year 1 Oct 11 07:00,9.75,15.5,17.275,18.1,4.523309437,99.28478176,0.175,21.0657462,270,22.7196,75.8577,18.4,0,94,0,6,0
Year 1 Oct 11 08:00,60.25,120.25,18.025,20.05,18.02307615,105.731995,0.025,22.51464754,270,22.7196,75.8577,20.6,47,86,62,6,39
Year 1 Oct 11 09:00,118.75,409.5,18.575,22.4,31.04261596,113.734255,0,25.12332473,270,22.7196,75.8577,23,231,77,295,6,124
Year 1 Oct 11 10:00,106.5,774.25,18.4,24.875,43.12229496,124.7545456,0,27.38005613,270,22.7196,75.8577,25.5,525,65,753,6,103
Year 1 Oct 11 11:00,113,865.5,17.25,27.075,53.27344324,141.2880419,0,29.48134871,270,22.7196,75.8577,27.6,716,52,838,5,117
Year 1 Oct 11 12:00,121.75,902.25,15.325,28.875,59.491278,165.9131172,0.75,30.98352541,270,22.7196,75.8577,29.3,878,41,948,3,101
Year 1 Oct 11 13:00,198.25,727.75,13.3,30.05,59.35032716,195.2354859,1.3,35.52784047,270,22.7196,75.8577,30.3,846,34,765,2,184
Year 1 Oct 11 14:00,231.75,620.25,11.675,30.825,52.92069939,219.5301961,1.625,42.45018479,270,22.7196,75.8577,31,763,30,616,2,241
Year 1 Oct 11 15:00,220.25,542.75,11.3,31,42.66047096,235.7789956,1.1,47.96452793,270,22.7196,75.8577,31,691,30,633,2,204
Year 1 Oct 11 16:00,244.25,273.25,11.825,30.7,30.5285488,246.6363092,0.525,47.6292255,270,22.7196,75.8577,30.6,442,32,272,3,269
Year 1 Oct 11 17:00,147.5,239.25,12.825,29.85,17.4827643,254.5525009,0.1,46.83330047,270,22.7196,75.8577,29.6,296,36,277,3,170
Year 1 Oct 11 18:00,60,94.5,13.775,28.55,3.969449583,260.9577321,0.6,39.89659569,270,22.7196,75.8577,28.2,111,42,126,3,80
Year 1 Oct 11 19:00,0,0,14.675,26.775,-9.777245758,266.724641,1.625,32.81410564,270,22.7196,75.8577,26.3,0,50,0,3,0
Year 1 Oct 11 20:00,0,0,15.35,24.875,-23.60260647,272.5430477,2.95,29.80367207,270,22.7196,75.8577,24.4,0,58,0,2,0
Year 1 Oct 11 21:00,0,0,16.1,23.125,-37.35485736,279.2412621,3.75,27.74662541,270,22.7196,75.8577,22.7,0,67,0,1,0
Year 1 Oct 11 22:00,0,0,17.05,21.8,-50.78447298,288.3531056,3.9,25.94340029,270,22.7196,75.8577,21.5,0,77,0,1,0
Year 1 Oct 11 23:00,0,0,17.9,20.975,-63.23199373,303.8338781,3.075,24.97725678,270,22.7196,75.8577,20.8,0,85,0,1,0
Year 1 Oct 12 00:00,0,0,18.475,20.575,-72.27566895,336.3084164,2.05,24.28889528,270,22.7196,75.8577,20.5,0,89,0,3,0
Year 1 Oct 12 01:00,0,0,18.525,20.125,-72.36123391,26.17372671,0.825,24.03492134,270,22.7196,75.8577,20,0,91,0,5,0
Year 1 Oct 12 02:00,0,0,18.05,19.55,-62.95056285,57.76116796,0.125,23.6490912,270,22.7196,75.8577,19.4,0,91,0,7,0
Year 1 Oct 12 03:00,0,0,17.3,18.575,-50.3709562,72.6721574,0,22.85135041,270,22.7196,75.8577,18.3,0,93,0,8,0
Year 1 Oct 12 04:00,0,0,16.5,17.625,-36.8919991,81.52944064,0,22.19255576,270,22.7196,75.8577,17.4,0,93,0,8,0
Year 1 Oct 12 05:00,0,0,15.625,17.1,-23.12321891,88.11124834,0,21.50111206,270,22.7196,75.8577,17,0,90,0,0,0
Year 1 Oct 12 06:00,0,0,15.55,17.6,-9.299588007,93.88542185,0.525,21.39145939,270,22.7196,75.8577,17.8,0,87,0,0,0
Year 1 Oct 12 07:00,10.75,32.25,14.925,19.525,4.430600213,99.65826541,1,21.94481109,270,22.7196,75.8577,20.1,0,71,0,1,0
Year 1 Oct 12 08:00,43.25,312.25,15.15,21.825,17.91040584,106.1175927,1.55,23.49060578,270,22.7196,75.8577,22.4,60,64,129,2,43
Year 1 Oct 12 09:00,40.75,916.5,13.425,24.725,30.89732298,114.1483843,1.7,25.87242684,270,22.7196,75.8577,25.5,355,45,862,3,44
Year 1 Oct 12 10:00,27.5,1085,11.6,27.15,42.92609294,125.2048582,2,27.80097612,270,22.7196,75.8577,27.7,633,36,1080,3,31
Year 1 Oct 12 11:00,27.25,1093.25,7.975,29.275,53.00294791,141.7371094,2.175,29.48201798,270,22.7196,75.8577,29.8,875,24,1100,3,17
Year 1 Oct 12 12:00,100.25,970.25,6.3,30.4,59.13976967,166.1971259,2.65,31.34947297,270,22.7196,75.8577,30.6,935,21,1073,3,58
Year 1 Oct 12 13:00,216,684.75,4.9,31.35,58.97088353,195.1796404,2.8,35.90509141,270,22.7196,75.8577,31.6,798,18,662,3,227
Year 1 Oct 12 14:00,175,758,6.075,31.75,52.57886025,219.2499863,2.8,42.87892982,270,22.7196,75.8577,31.8,819,21,753,3,183
Year 1 Oct 12 15:00,155,728.5,6.225,32.25,42.36914957,235.4420637,2.275,49.44842097,270,22.7196,75.8577,32.4,744,19,773,3,151
Year 1 Oct 12 16:00,168.25,485.25,7.975,31.65,30.27621084,246.3017464,1.95,50.26701867,270,22.7196,75.8577,31.4,543,24,595,3,167
Year 1 Oct 12 17:00,140.75,120.5,8.375,30.35,17.25684964,254.227823,1.75,43.10327135,270,22.7196,75.8577,30,243,26,156,2,172
Year 1 Oct 12 18:00,35.25,10.5,9.725,27.6,3.760151412,260.6355947,2.225,35.1308819,270,22.7196,75.8577,26.8,50,35,14,1,47
Year 1 Oct 12 19:00,0,0,9.075,24.775,-9.977952982,266.3927863,2.85,30.5927969,270,22.7196,75.8577,24.1,0,38,0,1,0
Year 1 Oct 12 20:00,0,0,8.475,22.225,-23.80257923,272.1853089,3.675,27.44930011,270,22.7196,75.8577,21.6,0,43,0,0,0
Year 1 Oct 12 21:00,0,0,5.475,21.225,-37.56393424,278.8354827,3.825,25.67258223,270,22.7196,75.8577,21.1,0,34,0,0,0
Year 1 Oct 12 22:00,0,0,4.275,21.1,-51.01841971,287.8699994,3.5,24.99946029,270,22.7196,75.8577,21.1,0,33,0,0,0
Year 1 Oct 12 23:00,0,0,4.05,21.775,-63.52014227,303.272587,2.5,24.99144772,270,22.7196,75.8577,22,0,31,0,0,0
Year 1 Oct 13 00:00,0,0,8.275,21.7,-72.64355589,336.0572486,1.6,24.72889022,270,22.7196,75.8577,21.6,0,47,0,1,0
Year 1 Oct 13 01:00,0,0,12.4,21.075,-72.67286636,26.85657113,0.65,24.0738028,270,22.7196,75.8577,20.9,0,62,0,1,0
Year 1 Oct 13 02:00,0,0,16.225,19.475,-63.13256478,58.50316134,0.1,23.42522478,270,22.7196,75.8577,19,0,89,0,1,0
Year 1 Oct 13 03:00,0,0,17.2,18.1,-50.48854246,73.24441528,0,22.66538755,270,22.7196,75.8577,17.8,0,96,0,1,0
Year 1 Oct 13 04:00,0,0,16.075,16.9,-36.9825375,81.9943069,0,21.79522719,270,22.7196,75.8577,16.6,0,95,0,0,0
Year 1 Oct 13 05:00,0,0,8.575,16.6,-23.20470132,88.51721598,0,20.95744466,270,22.7196,75.8577,16.6,0,50,0,0,0
Year 1 Oct 13 06:00,0,0,6.725,17.125,-9.382976808,94.26303502,0.9,20.57557156,270,22.7196,75.8577,17.3,0,50,0,1,0
Year 1 Oct 13 07:00,10.25,91.5,7.125,18.65,4.336382223,100.0292861,2.175,20.90253233,270,22.7196,75.8577,19.1,0,46,0,1,0
Year 1 Oct 13 08:00,33.25,549.5,7.2,21.575,17.79579195,106.5001369,3.1,22.59521386,270,22.7196,75.8577,22.4,89,38,366,2,41
Year 1 Oct 13 09:00,12.25,1100,6.75,24.65,30.74976309,114.5582855,3.825,24.81453842,270,22.7196,75.8577,25.4,424,30,1100,2,10
Year 1 Oct 13 10:00,17.5,1100,6.375,27.65,42.72758144,125.6486495,4.075,27.15425951,270,22.7196,75.8577,28.4,658,25,1100,3,19
Year 1 Oct 13 11:00,21.5,1100,5.775,29.6,52.73088971,142.1760823,4.325,29.22092818,270,22.7196,75.8577,30,884,21,1100,3,13
Year 1 Oct 13 12:00,76.25,1027.25,5.525,30.9,58.78872063,166.4707506,4.55,31.07181276,270,22.7196,75.8577,31.2,948,20,1100,5,47
Year 1 Oct 13 13:00,154.75,829,5.2,31.275,58.5934503,195.1216809,4.675,35.13427288,270,22.7196,75.8577,31.3,859,19,809,5,164
Year 1 Oct 13 14:00,139.75,840.75,5.25,31.375,52.23893401,218.9727731,4.475,41.37482167,270,22.7196,75.8577,31.4,875,19,889,5,127
Year 1 Oct 13 15:00,198.75,596.25,5.375,30.95,42.0795491,235.1080544,3.95,45.48532233,270,22.7196,75.8577,30.8,709,20,696,3,178
Year 1 Oct 13 16:00,233,319,5.7,30.5,30.0257196,245.9691974,2.825,45.4322253,270,22.7196,75.8577,30.4,448,21,297,2,261
Year 1 Oct 13 17:00,131.5,329.75,6.25,29.5,17.03307383,253.9044559,1.45,46.79968068,270,22.7196,75.8577,29.2,321,24,385,0,149
Year 1 Oct 13 18:00,59.25,123,7.15,28.375,3.553362145,260.3142467,0.275,40.00624984,270,22.7196,75.8577,28.1,117,27,164,0,79
Year 1 Oct 13 19:00,0,0,7.775,26.45,-10.17572431,266.0612379,0,32.80532176,270,22.7196,75.8577,25.9,0,32,0,0,0
Year 1 Oct 13 20:00,0,0,8.2,24.325,-23.99912179,271.8272455,0,30.14844766,270,22.7196,75.8577,23.8,0,37,0,0,0
Year 1 Oct 13 21:00,0,0,7.925,21.925,-37.76899794,278.4282205,1.05,27.94277404,270,22.7196,75.8577,21.3,0,42,0,0,0
Year 1 Oct 13 22:00,0,0,7.2,20.4,-51.24770515,287.3826251,2.3,25.87829863,270,22.7196,75.8577,20.1,0,43,0,0,0
Year 1 Oct 13 23:00,0,0,6.1,19.575,-63.80337487,302.6993914,3.125,24.16182849,270,22.7196,75.8577,19.4,0,41,0,0,0
Year 1 Oct 14 00:00,0,0,5.05,19.925,-73.00857517,335.7918077,2.925,23.40919849,270,22.7196,75.8577,20.1,0,36,0,0,0
Year 1 Oct 14 01:00,0,0,4.275,20.25,-72.98135884,27.55371441,1.9,23.23753344,270,22.7196,75.8577,20.3,0,34,0,0,0
Year 1 Oct 14 02:00,0,0,4.175,20.375,-63.31142697,59.24871478,0.4,23.307587,270,22.7196,75.8577,20.4,0,34,0,0,0
Year 1 Oct 14 03:00,0,0,4.5,19.425,-50.6045431,73.81553683,0,22.67204924,270,22.7196,75.8577,19.1,0,38,0,0,0
Year 1 Oct 14 04:00,0,0,5.275,18.125,-37.07265646,82.45719669,0,22.02036462,270,22.7196,75.8577,17.8,0,44,0,0,0
Year 1 Oct 14 05:00,0,0,7.375,17.95,-23.28658655,88.92103102,2.925,21.00949644,270,22.7196,75.8577,18,0,52,0,5,0
Year 1 Oct 14 06:00,0,0,8.825,18.525,-9.467391083,94.63835232,4.2,20.56337597,270,22.7196,75.8577,18.7,0,54,0,6,0
Year 1 Oct 14 07:00,10.25,54.75,9.925,20.05,4.240635435,100.3977168,4.3,21.12087791,270,22.7196,75.8577,20.5,0,52,0,6,0
Year 1 Oct 14 08:00,45.5,352.25,10.275,21.925,17.6792354,106.8794909,4,22.84451531,270,22.7196,75.8577,22.4,69,46,219,6,41
Year 1 Oct 14 09:00,65.5,770.25,10.3,24.5,30.59996782,114.9638095,3.825,25.25482542,270,22.7196,75.8577,25.2,327,39,752,6,59
Year 1 Oct 14 10:00,67,893.75,9.85,26.85,42.5268372,126.0857823,4.025,27.57893847,270,22.7196,75.8577,27.4,541,33,825,6,85
Year 1 Oct 14 11:00,18,1100,9.25,29.05,52.45739756,142.6049431,4.775,29.15662138,270,22.7196,75.8577,29.6,881,28,1100,6,13
Year 1 Oct 14 12:00,94,959.75,8.575,30.2,58.43826779,166.7341511,5.6,30.82298375,270,22.7196,75.8577,30.4,970,25,1100,6,33
Year 1 Oct 14 13:00,241.75,620.25,8.25,31,58.2181466,195.0615708,6.1,34.78182958,270,22.7196,75.8577,31.2,738,24,539,6,277
Year 1 Oct 14 14:00,189,702.5,7.975,31.05,51.90105935,218.6984275,5.75,39.78575512,270,22.7196,75.8577,31,860,24,864,6,136
Year 1 Oct 14 15:00,325.5,197.75,7.75,31.15,41.79181278,234.7769181,4.625,40.01687734,270,22.7196,75.8577,31.2,514,23,218,6,348
Year 1 Oct 14 16:00,230,201,7.475,30.6,29.7772104,245.6386684,3.1,41.70952965,270,22.7196,75.8577,30.4,343,24,137,6,258
Year 1 Oct 14 17:00,128,319,7.325,29.65,16.81156323,253.5824351,1.95,45.02948376,270,22.7196,75.8577,29.4,320,25,393,6,146
Year 1 Oct 14 18:00,37,48.5,7.15,27.675,3.349201059,259.9937424,1.7,36.7589192,270,22.7196,75.8577,27.1,96,28,97,5,74
Year 1 Oct 14 19:00,0,0,7.475,25.6,-10.37044482,265.7300679,2.75,30.47478625,270,22.7196,75.8577,25.1,0,33,0,5,0
Year 1 Oct 14 20:00,0,0,8.125,23.375,-24.19211972,271.4689508,4.525,27.60472458,270,22.7196,75.8577,22.8,0,39,0,3,0
Year 1 Oct 14 21:00,0,0,8.975,21.975,-37.96992733,278.0195975,6.425,25.34536955,270,22.7196,75.8577,21.7,0,45,0,3,0
Year 1 Oct 14 22:00,0,0,9.725,20.875,-51.47218487,286.8911245,7.5,23.72725981,270,22.7196,75.8577,20.6,0,50,0,2,0
Year 1 Oct 14 23:00,0,0,9.825,20.45,-64.0814901,302.1142179,7.325,22.89261692,270,22.7196,75.8577,20.4,0,51,0,2,0
Year 1 Oct 15 00:00,0,0,9.275,19.725,-73.3705547,335.5112272,6.075,22.13042614,270,22.7196,75.8577,19.5,0,51,0,1,0
Year 1 Oct 15 01:00,0,0,8.2,19.05,-73.28661808,28.26531947,4.425,21.65520057,270,22.7196,75.8577,18.9,0,49,0,0,0
Year 1 Oct 15 02:00,0,0,7.15,18.075,-63.48716113,59.99747836,3.1,20.93879285,270,22.7196,75.8577,17.8,0,49,0,0,0
Year 1 Oct 15 03:00,0,0,6.675,17.65,-50.71901132,74.38529018,2.65,20.63060395,270,22.7196,75.8577,17.6,0,48,0,1,0
Year 1 Oct 15 04:00,0,0,6.825,17.375,-37.16241015,82.91794934,2.975,20.13133323,270,22.7196,75.8577,17.3,0,50,0,2,0
Year 1 Oct 15 05:00,0,0,11.1,17.675,-23.36892045,89.32256071,7,19.43983499,270,22.7196,75.8577,17.8,0,71,0,1,0
Year 1 Oct 15 06:00,0,0,13.85,18.175,-9.55286457,95.01124954,9.275,19.32281507,270,22.7196,75.8577,18.3,0,78,0,2,0
Year 1 Oct 15 07:00,10.25,35.25,14.9,19.35,4.143341948,100.7634313,9.9,19.94539616,270,22.7196,75.8577,19.7,0,75,0,2,0
Year 1 Oct 15 08:00,46.25,287.75,15.625,21.425,17.56073985,107.2555188,10,21.87479236,270,22.7196,75.8577,22,59,68,141,3,41
Year 1 Oct 15 09:00,70.5,739.5,14.975,23.95,30.44797196,115.3648098,9.625,24.572472,270,22.7196,75.8577,24.6,320,54,728,3,62
Year 1 Oct 15 10:00,90.25,823.5,13.275,26.55,42.32394013,126.5161247,8.375,27.18816134,270,22.7196,75.8577,27.2,522,41,774,3,96
Year 1 Oct 15 11:00,71.75,988.75,10.7,28.55,52.18260187,143.0236807,7.025,29.15090658,270,22.7196,75.8577,29,760,31,972,3,73
Year 1 Oct 15 12:00,89,987.25,8.725,29.9,58.08854763,166.9874845,5.05,30.48991224,270,22.7196,75.8577,30.2,908,26,1039,3,68
Year 1 Oct 15 13:00,179.25,762.5,7.1,30.5,57.84509127,194.9992767,3.45,34.51859447,270,22.7196,75.8577,30.6,862,22,832,5,152
Year 1 Oct 15 14:00,254.25,549.5,6.55,30.75,51.56537367,218.426826,2.05,41.01984537,270,22.7196,75.8577,30.8,723,22,554,5,261
Year 1 Oct 15 15:00,241.5,460.5,5.9,30.725,41.50608252,234.4486068,1.7,45.20737765,270,22.7196,75.8577,30.7,639,21,536,5,234
Year 1 Oct 15 16:00,228.75,300.5,6,30.4,29.53081736,245.3101666,1.55,45.62103983,270,22.7196,75.8577,30.3,409,22,234,5,264
Year 1 Oct 15 17:00,111,426.75,5.725,29.625,16.59244281,253.2617971,2.025,48.48636505,270,22.7196,75.8577,29.4,344,22,500,5,123
Year 1 Oct 15 18:00,37.5,103.5,6.35,28.275,3.147785778,259.6741379,2.125,39.53425684,270,22.7196,75.8577,27.9,122,26,207,5,75
Year 1 Oct 15 19:00,0,0,6.825,26.175,-10.56200164,265.3993508,2.4,31.83964615,270,22.7196,75.8577,25.6,0,30,0,5,0
Year 1 Oct 15 20:00,0,0,7.8,23.65,-24.38146113,271.1105223,2.275,29.0497723,270,22.7196,75.8577,23,0,38,0,5,0
Year 1 Oct 15 21:00,0,0,8.025,21.125,-38.16660448,277.6097423,2.5,26.52977888,270,22.7196,75.8577,20.5,0,45,0,5,0
Year 1 Oct 15 22:00,0,0,8.45,19.225,-51.69171799,286.3956536,2.375,24.74176078,270,22.7196,75.8577,18.8,0,52,0,5,0
Year 1 Oct 15 23:00,0,0,8.45,18.2,-64.35428755,301.5170198,2.225,23.35441356,270,22.7196,75.8577,18,0,54,0,5,0
Year 1 Oct 16 00:00,0,0,9,18.075,-73.72931894,335.214597,1.525,23.04717736,270,22.7196,75.8577,18.1,0,56,0,5,0
Year 1 Oct 16 01:00,0,0,9.425,18.4,-73.58855315,28.99154612,1.375,22.45285441,270,22.7196,75.8577,18.5,0,56,0,3,0
Year 1 Oct 16 02:00,0,0,10.1,18.725,-63.65978379,60.74909328,1.625,22.14234076,270,22.7196,75.8577,18.8,0,58,0,2,0
Year 1 Oct 16 03:00,0,0,10.375,18.65,-50.83200237,74.95344382,3.2,21.64549879,270,22.7196,75.8577,18.6,0,59,0,1,0
Year 1 Oct 16 04:00,0,0,11.3,18.225,-37.25185308,83.37640485,5.2,20.76420892,270,22.7196,75.8577,18.1,0,66,0,1,0
Year 1 Oct 16 05:00,0,0,10.175,17.275,-23.4517481,89.72167267,1.425,20.3540885,270,22.7196,75.8577,17,0,62,0,3,0
Year 1 Oct 16 06:00,0,0,11.275,17.6,-9.639429482,95.3816028,0.6,20.50245841,270,22.7196,75.8577,17.8,0,68,0,3,0
Year 1 Oct 16 07:00,9.25,17.75,12.4,19.075,4.04448606,101.1263035,1.625,20.76954589,270,22.7196,75.8577,19.5,0,65,0,2,0
Year 1 Oct 16 08:00,36.5,284.75,13.275,21.225,17.4403118,107.6280858,2.575,22.29820489,270,22.7196,75.8577,21.8,46,59,71,2,37
Year 1 Oct 16 09:00,30.75,969.5,12.45,23.825,30.29381358,115.7611427,3.325,24.57057166,270,22.7196,75.8577,24.5,361,46,926,1,35
Year 1 Oct 16 10:00,21.75,1100,10.675,26.375,42.11897323,126.9395507,3.725,26.59876921,270,22.7196,75.8577,27,652,35,1100,1,18
Year 1 Oct 16 11:00,60.25,1031.75,7.875,28.5,51.90663439,143.432291,3.875,28.7124477,270,22.7196,75.8577,29,825,25,1100,1,33
Year 1 Oct 16 12:00,160.75,788.5,6.275,29.825,57.73969619,167.2309058,3.9,30.80024841,270,22.7196,75.8577,30.1,809,22,827,1,142
Year 1 Oct 16 13:00,195,724.25,5.475,30.475,57.47440278,194.9347684,4.05,34.90531094,270,22.7196,75.8577,30.6,789,20,673,1,217
Year 1 Oct 16 14:00,138.75,836.75,6.35,30.6,51.23201313,218.1578501,4.325,41.26199963,270,22.7196,75.8577,30.6,859,22,878,1,129
Year 1 Oct 16 15:00,190.75,600.25,6.925,30.375,41.22249888,234.1230744,4.7,44.78067373,270,22.7196,75.8577,30.3,705,23,713,0,168
Year 1 Oct 16 16:00,231,289.25,7.6,29.85,29.2866733,244.9836998,4.65,42.69507044,270,22.7196,75.8577,29.7,421,25,262,0,259
Year 1 Oct 16 17:00,128.75,315,7.425,29.025,16.37583611,252.9425795,4.075,43.19016584,270,22.7196,75.8577,28.8,309,26,371,0,147
Year 1 Oct 16 18:00,37,73.5,7.675,27.75,2.949232169,259.3554909,2.925,36.66418778,270,22.7196,75.8577,27.4,107,29,147,0,74
Year 1 Oct 16 19:00,0,0,7.35,26.05,-10.75028409,265.0691632,1.55,31.05831788,270,22.7196,75.8577,25.6,0,31,0,0,0
Year 1 Oct 16 20:00,0,0,7.425,24.1,-24.56703688,270.7520606,0.3,29.12933002,270,22.7196,75.8577,23.6,0,36,0,0,0
Year 1 Oct 16 21:00,0,0,6.825,22.25,-38.35891478,277.1987902,0,27.55207666,270,22.7196,75.8577,21.8,0,37,0,0,0
Year 1 Oct 16 22:00,0,0,6.975,20.6,-51.90616746,285.8963828,0,26.21663468,270,22.7196,75.8577,20.2,0,43,0,0,0
Year 1 Oct 16 23:00,0,0,6.95,19.45,-64.62156829,300.9077795,0,24.89668461,270,22.7196,75.8577,19.2,0,45,0,0,0
Year 1 Oct 17 00:00,0,0,7.725,18.675,-74.0846887,334.9009618,0.225,24.06457869,270,22.7196,75.8577,18.5,0,50,0,1,0
Year 1 Oct 17 01:00,0,0,8.075,18.2,-73.88707563,29.73255086,0.3,23.25580674,270,22.7196,75.8577,18.1,0,52,0,3,0
Year 1 Oct 17 02:00,0,0,8.625,17.725,-63.82931629,61.50319227,0.075,22.44026203,270,22.7196,75.8577,17.6,0,56,0,5,0
Year 1 Oct 17 03:00,0,0,8.425,17.3,-50.94357339,75.51976678,0,21.74589102,270,22.7196,75.8577,17.2,0,56,0,5,0
Year 1 Oct 17 04:00,0,0,8.825,16.975,-37.34103992,83.83240398,0,21.33396597,270,22.7196,75.8577,16.9,0,60,0,5,0
Year 1 Oct 17 05:00,0,0,7.725,15.775,-23.53511374,90.11823498,0,20.68473307,270,22.7196,75.8577,15.4,0,59,0,0,0
Year 1 Oct 17 06:00,0,0,7.975,16.825,-9.727116418,95.74928856,0.9,20.47788034,270,22.7196,75.8577,17.3,0,55,0,0,0
Year 1 Oct 17 07:00,10,47,8.65,19.55,3.944054336,101.486208,2.025,20.92894678,270,22.7196,75.8577,20.3,0,48,0,0,0
Year 1 Oct 17 08:00,32,416,9.025,22.625,17.3179606,107.9970583,3.05,23.02776614,270,22.7196,75.8577,23.4,63,40,188,0,40
Year 1 Oct 17 09:00,16,1082,8.875,25.5,30.13753402,116.1526674,3.675,25.37220625,270,22.7196,75.8577,26.2,420,33,1100,0,8
Year 1 Oct 17 10:00,38.5,1046,8.575,27.7,41.91202251,127.3559396,4.175,27.49492528,270,22.7196,75.8577,28.2,601,29,1028,0,40
Year 1 Oct 17 11:00,47,1070.5,8.35,29.1,51.62962804,143.8307755,4.375,29.20707998,270,22.7196,75.8577,29.4,818,27,1100,0,34
Year 1 Oct 17 12:00,165.5,804.75,8.6,29.85,57.39184906,167.4645672,4.7,30.86527436,270,22.7196,75.8577,30,874,27,982,0,86
Year 1 Oct 17 13:00,339.75,412.25,9.15,30.375,57.10619918,194.8680188,4.95,34.69839269,270,22.7196,75.8577,30.5,635,27,273,0,404
Year 1 Oct 17 14:00,147.5,813.75,9.825,30.725,50.9011126,217.8913867,5,40.57386015,270,22.7196,75.8577,30.8,834,28,830,0,147
