1,"Building 1.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Apr 06 18:00","151.25","262.75","29.275","31.9672007567934","32.9903323488341","168.535912885316"
"Year 1 Apr 06 19:00","62.25","90.75","27.775","32.0688036342974","30.1455661602278","168.115307868544"
"Year 1 Apr 06 20:00","0","0","26.2","31.9952640211827","28.06889275979","152.477709269767"
"Year 1 Apr 06 21:00","0","0","25.2","31.765030574784","27.0014632036451","124.673758120263"
"Year 1 Apr 06 22:00","0","0","24.7","31.4371929421777","26.2581480875031","89.2705233745966"
"Year 1 Apr 06 23:00","0","0","24.75","31.0669502848432","26.0901368738483","52.785572980404"
"Year 1 Apr 07 00:00","0","0","24.8","30.6973435597327","26.1278912498009","18.7388616078067"
"Year 1 Apr 07 01:00","0","0","24.95","30.3550624885789","26.1105460116499","-9.38113333541093"
"Year 1 Apr 07 02:00","0","0","24.7","30.05226998067","25.8406212594487","-31.4361297896234"
"Year 1 Apr 07 03:00","0","0","24.45","29.7804508405088","25.7510320696225","-47.8024493965515"
"Year 1 Apr 07 04:00","0","0","23.95","29.5353433548129","25.3886334477911","-61.5298479515684"
"Year 1 Apr 07 05:00","0","0","24.4","29.310729864962","25.1560327466684","-72.9934376989136"
"Year 1 Apr 07 06:00","0","0","24.525","29.1019058861977","25.1562457338867","-84.0717992134439"
"Year 1 Apr 07 07:00","0","0","24.725","28.904872320945","25.2816165921444","-92.7519230639574"
"Year 1 Apr 07 08:00","23.25","14","25.4","28.7298802606884","25.9210507394066","-99.828497575998"
"Year 1 Apr 07 09:00","104","186.25","26.65","28.5911468289072","28.5768289511253","-104.453462168197"
"Year 1 Apr 07 10:00","136","629","28.05","28.5384382795553","33.3169982357448","-102.563951335689"
"Year 1 Apr 07 11:00","142","787","29.45","28.6603034749504","37.1255032006841","-85.5600307686197"
"Year 1 Apr 07 12:00","243.75","662.25","30.4","29.0064911970963","39.3898757408772","-50.5062838357933"
"Year 1 Apr 07 13:00","434.5","333.25","30.75","29.5376115797922","39.6892788881453","-3.07401345242179"
"Year 1 Apr 07 14:00","361.75","434.75","30.5","30.1546501345797","40.0688599139997","46.4251463519567"
"Year 1 Apr 07 15:00","428.75","168.75","29.95","30.746815321878","38.049290282777","96.8178127826599"
"Year 1 Apr 07 16:00","358","173.25","29.125","31.247194811351","36.5220057936545","136.289340565097"
"Year 1 Apr 07 17:00","264.25","182","28.375","31.6018126477322","34.5858902619824","160.563277621083"
"Year 1 Apr 07 18:00","156.5","129.75","27.6","31.8055229877273","32.2014067300199","169.102245770584"
"Year 1 Apr 07 19:00","62.25","87.75","26.875","31.8541461045381","29.9987206535927","163.071143050429"
"Year 1 Apr 07 20:00","0","0","26.175","31.7544195104456","28.0966715149592","144.382983436543"
"Year 1 Apr 07 21:00","0","0","25.625","31.5297588315771","27.3088163204692","115.912555777806"
"Year 1 Apr 07 22:00","0","0","25.125","31.2252571341462","26.7774719865354","82.8311840403856"
"Year 1 Apr 07 23:00","0","0","24.85","30.8901882646237","26.2909066650627","50.2676565497781"
"Year 1 Apr 08 00:00","0","0","24.725","30.5563400672914","26.0123702091049","20.1656511512644"
"Year 1 Apr 08 01:00","0","0","24.775","30.23612341812","26.036514681581","-6.08371192355487"
"Year 1 Apr 08 02:00","0","0","24.8","29.9413186306316","26.1282223673149","-27.84480148519"
"Year 1 Apr 08 03:00","0","0","24.875","29.6790043019214","25.7180502230579","-44.2941372514405"
"Year 1 Apr 08 04:00","0","0","24.75","29.4472712735587","25.4089527244042","-57.7186477777236"
"Year 1 Apr 08 05:00","0","0","23.875","29.2296837931443","24.9694470112507","-69.1741690898953"
"Year 1 Apr 08 06:00","0","0","23.975","29.0149569758958","24.9501366158588","-78.8823172140735"
"Year 1 Apr 08 07:00","4.75","3.75","24.625","28.8116164586646","25.274085940271","-89.0497368928904"
"Year 1 Apr 08 08:00","37.5","119.25","25.7","28.6321644533492","26.2207086659219","-97.3106705426747"
"Year 1 Apr 08 09:00","106","460.25","27.05","28.5014172007067","29.5036867550547","-102.07648321476"
"Year 1 Apr 08 10:00","150.5","580","28.675","28.4775191416352","33.0775184501397","-98.0797633860819"
"Year 1 Apr 08 11:00","202.5","630","30.225","28.6269690418539","35.7846038870156","-79.7940801906711"
"Year 1 Apr 08 12:00","258.75","595.5","31.575","28.9594324911349","38.356147622903","-47.5539399538209"
"Year 1 Apr 08 13:00","123","956.25","32.425","29.4377845154502","41.4459016833506","-6.17325828507099"
"Year 1 Apr 08 14:00","204.25","779.75","32.6","30.0521779979781","41.6858470462243","42.412442130626"
"Year 1 Apr 08 15:00","330","437","32","30.7196110587967","40.1320051674833","97.2567710269238"
"Year 1 Apr 08 16:00","358.75","173","30.9","31.3232486969636","37.4814307085348","146.026077311338"
"Year 1 Apr 08 17:00","264.5","178","29.55","31.7699647968704","35.2283166555051","178.318764889295"
"Year 1 Apr 08 18:00","154.75","117.75","28.3","32.0243932372863","32.5348961891537","191.019762926708"
"Year 1 Apr 08 19:00","54.75","40.5","27.25","32.0912441829399","29.9590157160188","185.296415213369"
"Year 1 Apr 08 20:00","0","0","26.55","31.9848420889241","28.2623171119126","164.120095187488"
"Year 1 Apr 08 21:00","0","0","25.95","31.7405092306688","27.6369424055077","132.00387437178"
"Year 1 Apr 08 22:00","0","0","25.5","31.4202220278809","26.9415625992344","95.9663770574938"
"Year 1 Apr 08 23:00","0","0","25.1","31.0749425634286","26.6059190093617","61.4910332387859"
"Year 1 Apr 09 00:00","0","0","24.775","30.7320533529195","26.3986259917511","30.0634149412626"
"Year 1 Apr 09 01:00","0","0","24.4","30.408779775075","26.1495268823738","3.16743723217088"
"Year 1 Apr 09 02:00","0","0","24.075","30.1098738689941","25.5514832830074","-19.0052495833478"
"Year 1 Apr 09 03:00","0","0","23.775","29.8284769726476","25.1959737116326","-37.6851283619856"
"Year 1 Apr 09 04:00","0","0","23.625","29.552744956918","24.9370053610417","-53.6920306330698"
"Year 1 Apr 09 05:00","0","0","23.75","29.2903357471965","24.7633765270357","-68.7671293865744"
"Year 1 Apr 09 06:00","0","0","23.725","29.0452197860503","24.617345392356","-82.2416988309047"
"Year 1 Apr 09 07:00","5","4.25","24.45","28.8176131717496","24.8707777559277","-93.5455057237431"
"Year 1 Apr 09 08:00","26","216","26.125","28.6196421658026","26.3406957346373","-103.67754048974"
"Year 1 Apr 09 09:00","43.75","860.75","28.85","28.4841582770122","30.7394963761832","-110.087417999414"
"Year 1 Apr 09 10:00","43.75","1022.75","31.7","28.4964963654693","35.3692679367445","-105.682002744724"
"Year 1 Apr 09 11:00","38.75","1084.25","34.05","28.7387822384004","39.655282236146","-82.1434085459637"
"Year 1 Apr 09 12:00","129","902.5","35.125","29.2260094801242","41.8808675967788","-38.4463080351859"
"Year 1 Apr 09 13:00","470.25","299.75","35","29.8946264473266","41.5929082210782","19.677289113133"
"Year 1 Apr 09 14:00","476.5","285","33.925","30.6278047374924","40.729748462006","77.3005417342558"
"Year 1 Apr 09 15:00","432.75","297.25","32.625","31.2804618624103","39.3926952100211","131.398141353778"
"Year 1 Apr 09 16:00","363.25","207.25","31.325","31.802739356569","36.9579894160337","170.933209593301"
"Year 1 Apr 09 17:00","265","254.5","30.4","32.1594069692095","35.0973098064418","192.850831327767"
"Year 1 Apr 09 18:00","159","209","29.45","32.3461537797897","32.8684190966151","196.837405156983"
"Year 1 Apr 09 19:00","63","84.75","28.525","32.3761001409525","30.9982279225719","186.548050569719"
"Year 1 Apr 09 20:00","0","0","27.325","32.268802007081","29.5763750964375","164.959857456599"
"Year 1 Apr 09 21:00","0","0","26.1","32.0538294318692","28.7798928241916","136.982790650851"
"Year 1 Apr 09 22:00","0","0","24.975","31.7755167207491","27.8443452196519","106.059911382827"
"Year 1 Apr 09 23:00","0","0","24.325","31.464929911694","26.8784475497858","75.4558093137768"
"Year 1 Apr 10 00:00","0","0","24.05","31.1383564220292","26.2150469540592","44.6297975226192"
"Year 1 Apr 10 01:00","0","0","24.225","30.8016607892524","25.7368675675677","15.1362722098213"
"Year 1 Apr 10 02:00","0","0","24.375","30.4677083721044","25.6837824316876","-12.1152196900368"
"Year 1 Apr 10 03:00","0","0","24.475","30.1478295126086","25.51033520783","-35.2939053531576"
"Year 1 Apr 10 04:00","0","0","24.2","29.8519809104171","25.4080353320378","-53.6030142420232"
"Year 1 Apr 10 05:00","0","0","23.725","29.5839129204622","24.9536590411017","-68.8657027388236"
"Year 1 Apr 10 06:00","0","0","23.675","29.3370449409532","24.6114574687536","-81.6091924904962"
"Year 1 Apr 10 07:00","5","3.75","24","29.1017155090601","24.6987501910624","-93.4749024916216"
"Year 1 Apr 10 08:00","40.25","108.75","24.775","28.8818300405147","25.6597462618764","-104.082108514979"
"Year 1 Apr 10 09:00","103","468.75","26.125","28.7043077858168","28.9459924787846","-111.564211362745"
"Year 1 Apr 10 10:00","112.75","733.5","27.775","28.6362106010173","33.1914291341702","-110.234290307234"
"Year 1 Apr 10 11:00","114.75","865.75","29.55","28.7582085678695","37.3955551247564","-92.847856276599"
"Year 1 Apr 10 12:00","93.75","997.75","31.05","29.1092574370795","40.8881379949325","-57.2962240070189"
"Year 1 Apr 10 13:00","206.5","804.25","31.925","29.6756150456556","42.3336038516579","-7.02018443782633"
"Year 1 Apr 10 14:00","440.25","358.5","32.025","30.3847078354204","41.9030327634715","49.9460603922643"
"Year 1 Apr 10 15:00","329","454.5","31.475","31.0917316647221","41.2500685010143","109.004323595627"
"Year 1 Apr 10 16:00","365.25","196.25","30.475","31.714799998755","38.508785364801","159.18741966755"
"Year 1 Apr 10 17:00","267","185.75","29.3","32.1851960542187","35.9046579866836","193.059639121093"
"Year 1 Apr 10 18:00","160.75","157.5","28.175","32.4591022068388","32.8497428201771","206.470122457709"
"Year 1 Apr 10 19:00","63.75","90","27.3","32.5305710346366","30.1599559471095","199.847365784437"
"Year 1 Apr 10 20:00","0","0","26.575","32.4119917493445","28.6986888814881","175.889522612265"
"Year 1 Apr 10 21:00","0","0","26.025","32.1507610234854","27.8098420376098","141.41555774001"
"Year 1 Apr 10 22:00","0","0","25.6","31.8166118434768","27.1093780232842","103.121094660519"
"Year 1 Apr 10 23:00","0","0","25.125","31.4536279040432","26.6631806123659","66.4230309621716"
"Year 1 Apr 11 00:00","0","0","24.625","31.0900496223571","26.1604580672139","33.0539649685668"
"Year 1 Apr 11 01:00","0","0","24.2","30.7397746244418","25.856838365908","3.85999875945608"
"Year 1 Apr 11 02:00","0","0","23.875","30.4066302795441","25.5661586671758","-21.2090313263803"
"Year 1 Apr 11 03:00","0","0","23.725","30.0938987174128","25.3928662111945","-42.1807901246907"
"Year 1 Apr 11 04:00","0","0","23.625","29.8010975090295","24.9207207555247","-59.2605764753958"
"Year 1 Apr 11 05:00","0","0","21.65","29.5275393359073","24.294533628984","-74.0931460389025"
"Year 1 Apr 11 06:00","0","0","21.3","29.2510863924969","23.7743215398563","-85.8896458059065"
"Year 1 Apr 11 07:00","6","7","22.45","28.9814197608911","23.8001383435545","-99.8978389664207"
"Year 1 Apr 11 08:00","47","63.25","24.15","28.7249502563016","25.0507810778645","-113.95994823982"
"Year 1 Apr 11 09:00","114.25","304.5","26.25","28.5172314228137","27.7785058443032","-124.604221478713"
"Year 1 Apr 11 10:00","102.5","771.25","28.075","28.4202407916314","31.2211625590299","-126.033055902467"
"Year 1 Apr 11 11:00","113.75","892","29.625","28.4894765513694","34.7302543791324","-112.509616854645"
"Year 1 Apr 11 12:00","272.5","605.25","30.675","28.7495169070924","37.2425211490381","-83.093238314631"
"Year 1 Apr 11 13:00","382.25","460.25","31.725","29.1815711169487","38.7020723400534","-41.2287269407674"
"Year 1 Apr 11 14:00","109.75","989.5","32.75","29.7304954881937","39.9370721297823","5.5763777252956"
"Year 1 Apr 11 15:00","97.25","996","33.825","30.3352580203978","39.9551669141618","51.5271640519338"
"Year 1 Apr 11 16:00","105.25","908.5","34.25","30.9246078578421","38.8914665868447","96.4584788741601"
"Year 1 Apr 11 17:00","151.75","626.75","33.775","31.4374645754993","36.8759269866318","133.859127954127"
"Year 1 Apr 11 18:00","129.25","368.5","32.025","31.8187282371972","34.6934179470103","158.752593551243"
"Year 1 Apr 11 19:00","61.5","68.25","29.625","32.0311348504358","31.8832936252281","169.118867700207"
"Year 1 Apr 11 20:00","0","0","26.9","32.0648184982381","29.0342701015472","164.157995899038"
"Year 1 Apr 11 21:00","0","0","24.925","31.915749967761","27.1884854186855","144.851194583958"
"Year 1 Apr 11 22:00","0","0","23.75","31.6231575925622","26.1550699528295","112.991267004608"
"Year 1 Apr 11 23:00","0","0","23.575","31.2466067331302","25.7784662897938","75.0749339975698"
"Year 1 Apr 12 00:00","0","0","23.675","30.8475664394646","25.6309942354763","36.7505294112204"
"Year 1 Apr 12 01:00","0","0","23.7","30.46253289333","25.5311734476754","3.45505707567288"
"Year 1 Apr 12 02:00","0","0","23.175","30.1095274549967","25.2000885276634","-23.5394342349964"
"Year 1 Apr 12 03:00","0","0","22.4","29.7863748058946","24.9657494278014","-44.4819098457157"
"Year 1 Apr 12 04:00","0","0","21.45","29.4849383140781","24.1625514724586","-61.072699482546"
"Year 1 Apr 12 05:00","0","0","20.15","29.1932732289601","23.3028770369605","-75.1534652538898"
"Year 1 Apr 12 06:00","0","0","20.55","28.8943742220594","22.8931066434156","-89.6629562586123"
"Year 1 Apr 12 07:00","7","12.25","22.15","28.5958004273982","23.5252618482077","-106.520225109443"
"Year 1 Apr 12 08:00","48","114.25","24.7","28.3244403536804","25.031342911777","-122.410491643358"
"Year 1 Apr 12 09:00","106.75","417.25","27.275","28.1302780263257","28.0627393353819","-133.171455518043"
"Year 1 Apr 12 10:00","115","740.25","29.55","28.0661492776167","31.9506836662657","-132.400421521238"
"Year 1 Apr 12 11:00","142.25","790.75","31.075","28.1874054854653","35.2416632851465","-115.258304892965"
"Year 1 Apr 12 12:00","169.5","827.75","32.15","28.508556478323","37.3046841724623","-81.0682285465823"
"Year 1 Apr 12 13:00","336.25","510.5","32.55","28.987625258775","38.3994987629399","-36.0200164989795"
"Year 1 Apr 12 14:00","381.25","436.5","32.6","29.5501659173057","38.4737485222841","12.4903307006314"
"Year 1 Apr 12 15:00","443","262.75","32.15","30.1280451681091","38.015451860886","57.060153933178"
"Year 1 Apr 12 16:00","366.5","226.25","31.475","30.6363860974457","36.6744370850849","98.1101660480591"
"Year 1 Apr 12 17:00","263.5","282.75","30.325","31.0405979389675","34.4683961754254","127.841701344886"
"Year 1 Apr 12 18:00","159.5","228","29.1","31.3054221271725","32.6276619251658","144.347461243036"
"Year 1 Apr 12 19:00","64.5","96.75","27.6","31.4160770117487","30.0955767015946","146.017275755664"
"Year 1 Apr 12 20:00","0","0","26.3","31.3728349200594","28.0938813609815","135.002363108698"
"Year 1 Apr 12 21:00","0","0","25.1","31.1882083657452","26.8902624412797","112.179291256105"
"Year 1 Apr 12 22:00","0","0","24.425","30.9034766405376","26.0233584820847","82.4628111244342"
"Year 1 Apr 12 23:00","0","0","24.075","30.5677652837892","25.6923846490342","49.8397752698471"
"Year 1 Apr 13 00:00","0","0","24.075","30.2180214652171","25.3600863396616","18.5478460731681"
"Year 1 Apr 13 01:00","0","0","23.725","29.8805774687929","25.1639194336006","-9.01175550542144"
"Year 1 Apr 13 02:00","0","0","23","29.5613949000408","24.8026619101437","-31.5281661930662"
"Year 1 Apr 13 03:00","0","0","21.75","29.2613081550031","24.228443241642","-49.6331653857732"
"Year 1 Apr 13 04:00","0","0","20.575","28.9690341457759","23.4712839304621","-64.4422965961631"
"Year 1 Apr 13 05:00","0","0","21.575","28.6778845820859","23.3186526368302","-79.1589561640666"
"Year 1 Apr 13 06:00","0","0","22.6","28.3988064112448","23.4044050528547","-95.998991663826"
"Year 1 Apr 13 07:00","6.75","9.5","23.85","28.1401218013098","24.1904777213203","-110.045876215583"
"Year 1 Apr 13 08:00","49.75","79","25.4","27.9273461842249","25.599350206346","-120.876943287771"
"Year 1 Apr 13 09:00","121","308.75","26.925","27.7907782604833","27.8906966437741","-125.229291244269"
"Year 1 Apr 13 10:00","148.25","620.5","28.2","27.7635221164361","30.7546842014927","-120.033438267382"
"Year 1 Apr 13 11:00","187","664.75","29.175","27.8756740562009","33.0958378350126","-102.797483990379"
"Year 1 Apr 13 12:00","146","870","29.925","28.1325720479182","35.4098262240283","-74.0759147247194"
"Year 1 Apr 13 13:00","172.5","849.5","30.55","28.5143820550156","37.2786679384924","-37.3408576042015"
"Year 1 Apr 13 14:00","206","781.25","31.075","28.998836288361","37.9356406826706","4.2230164753979"
"Year 1 Apr 13 15:00","250","646.25","31.35","29.5378527451406","37.6271665160819","45.6301628475524"
"Year 1 Apr 13 16:00","229.25","580.75","31.1","30.0483541064943","36.0635217756118","85.9919732646204"
"Year 1 Apr 13 17:00","207.25","343","30.25","30.4695831892483","33.6809453940358","117.386212245112"
"Year 1 Apr 13 18:00","120.25","35.25","28.725","30.741613726903","31.3909655887014","134.649257713237"
"Year 1 Apr 13 19:00","48","22.5","26.95","30.8394305978591","29.2728629469608","136.501968428955"
"Year 1 Apr 13 20:00","0","0","25.375","30.776263257155","27.4089926192182","124.998210121707"
"Year 1 Apr 13 21:00","0","0","24.325","30.5805965362064","26.3625739108954","102.717655138589"
"Year 1 Apr 13 22:00","0","0","23.875","30.2978603760384","25.9202359267779","73.6199333776455"
"Year 1 Apr 13 23:00","0","0","23.95","29.9789433377817","25.6595105129659","42.734619261783"
"Year 1 Apr 14 00:00","0","0","24.075","29.661392312488","25.2531882142946","14.2865576214617"
"Year 1 Apr 14 01:00","0","0","23.95","29.358517543511","24.899231884733","-10.0810784688869"
"Year 1 Apr 14 02:00","0","0","23.375","29.0690493211942","24.422502402954","-30.5187110050592"
"Year 1 Apr 14 03:00","0","0","22.6","28.7882780350299","24.1758713747554","-47.5152815954418"
"Year 1 Apr 14 04:00","0","0","22.025","28.5143590545503","23.9500876694681","-62.0540700690587"
"Year 1 Apr 14 05:00","0","0","19.725","28.2550445007332","22.8352687731714","-75.082433709531"
"Year 1 Apr 14 06:00","0","0","19.9","27.9873938787665","22.3850000801866","-85.5421136214844"
"Year 1 Apr 14 07:00","4.75","2.75","21.475","27.7169822122251","22.6826122540248","-100.417030517313"
"Year 1 Apr 14 08:00","31.75","168.25","23.625","27.461246871856","24.1783896294478","-115.001190574653"
"Year 1 Apr 14 09:00","77.25","670.5","25.7","27.2660605731639","26.9038091723511","-125.415101714759"
"Year 1 Apr 14 10:00","93.25","815.5","27.775","27.1901553122321","30.2548996780877","-125.243928342844"
"Year 1 Apr 14 11:00","81.25","977.5","29.575","27.282681190013","33.7103738062544","-110.95961835845"
"Year 1 Apr 14 12:00","97.25","990.25","31.2","27.5638865350372","36.7625122313697","-81.4195340831176"
"Year 1 Apr 14 13:00","194.75","840.5","32.425","28.0258587992162","38.9129024194555","-39.332773575205"
"Year 1 Apr 14 14:00","426.5","404.25","33.075","28.6222596018291","40.0917000879557","10.9757220032023"
"Year 1 Apr 14 15:00","286.5","549.75","32.825","29.2909368939271","39.4588082562336","62.3816254535106"
"Year 1 Apr 14 16:00","368.75","212.75","31.95","29.9303664055919","37.3932922432958","113.457126849987"
"Year 1 Apr 14 17:00","269.25","233.25","30.425","30.4487364452141","34.9253100696141","152.765968503997"
"Year 1 Apr 14 18:00","162.75","165","28.875","30.7894049916371","32.3880862461364","174.767772016899"
"Year 1 Apr 14 19:00","63","69.75","27.45","30.9393157057315","30.0935994395516","177.799829774019"
"Year 1 Apr 14 20:00","0","0","26.575","30.9110664898678","28.3054846566137","164.471932160571"
"Year 1 Apr 14 21:00","0","0","25.95","30.7425248755182","27.2682274780399","138.958106904257"
"Year 1 Apr 14 22:00","0","0","25.65","30.4818808141813","26.7291666814965","107.610282348479"
"Year 1 Apr 14 23:00","0","0","25.15","30.1814170080008","26.1298313726066","75.0998522327529"
"Year 1 Apr 15 00:00","0","0","24.475","29.8685861844982","25.8560067495394","45.8015580225138"
"Year 1 Apr 15 01:00","0","0","23.25","29.5603659381774","25.1008905652058","19.6586823357528"
"Year 1 Apr 15 02:00","0","0","21.775","29.2573080775181","24.0179738191986","-2.49586251252711"
"Year 1 Apr 15 03:00","0","0","20.2","28.9440963903996","23.0626133632746","-23.2036189185627"
"Year 1 Apr 15 04:00","0","0","19.2","28.607961143866","22.2978197494493","-43.7701439140157"
"Year 1 Apr 15 05:00","0","0","20.8","28.2538930594336","22.5055975368586","-64.6861310994976"
"Year 1 Apr 15 06:00","0","0","20.875","27.9135727010502","22.3286050291389","-86.4411313511107"
"Year 1 Apr 15 07:00","6.5","7.75","22.5","27.6032648986156","23.0229374728326","-103.434066195766"
"Year 1 Apr 15 08:00","29.5","240.75","24.525","27.3489417968336","24.4945812103701","-119.163216244907"
"Year 1 Apr 15 09:00","47.5","874.75","28","27.1770113838466","27.8302408651666","-127.8201665166"
"Year 1 Apr 15 10:00","83.25","874.75","29.6","27.1480316319316","31.5863196482456","-126.857846525058"
"Year 1 Apr 15 11:00","190.25","654.75","29.95","27.2973955356098","34.2492214719394","-105.818712342437"
"Year 1 Apr 15 12:00","386.25","107","27.3","27.6245941477687","33.1909738197065","-68.6634904221136"
"Year 1 Apr 15 13:00","320.75","45.5","24.975","28.0221826980039","30.9846918709916","-24.9205919884644"
"Year 1 Apr 15 14:00","244.25","44.5","23.225","28.3579573348691","28.7390775629222","8.12291813167809"
"Year 1 Apr 15 15:00","365.75","350","24.975","28.5378345277953","32.1706088241885","26.4287345908524"
"Year 1 Apr 15 16:00","95.25","958.25","27.875","28.6744694835639","33.1489881696938","32.7184477565827"
"Year 1 Apr 15 17:00","38.5","1052","31.45","28.8734514054235","33.0302652960696","41.459162221591"
"Year 1 Apr 15 18:00","55","834.75","32.1","29.1137682454158","32.5097559646827","52.2251126046879"
"Year 1 Apr 15 19:00","41.25","461.25","31.1","29.3246736872822","31.3058861665311","65.9125506604503"
"Year 1 Apr 15 20:00","0","0","27.8","29.4704012737989","28.8289219187632","75.2101736401948"
"Year 1 Apr 15 21:00","0","0","25.6","29.4953873381989","27.0860692959015","78.7213920562669"
"Year 1 Apr 15 22:00","0","0","23.85","29.3938455711226","25.6795494908402","69.3728574097616"
"Year 1 Apr 15 23:00","0","0","24.15","29.1914660111996","25.3736405024371","50.6204915738464"
"Year 1 Apr 16 00:00","0","0","23.95","28.9405343265264","25.0428996149504","25.6455144794437"
"Year 1 Apr 16 01:00","0","0","24.325","28.6729013847112","25.0312372130621","3.42935038728036"
"Year 1 Apr 16 02:00","0","0","23.375","28.417673183563","24.40497909331","-16.5887828586819"
"Year 1 Apr 16 03:00","0","0","23","28.1702237724003","23.8819053066722","-31.9120588613008"
"Year 1 Apr 16 04:00","0","0","21.575","27.923634168233","22.9632226490505","-46.4141252848544"
"Year 1 Apr 16 05:00","0","0","20.425","27.6610016054644","22.185653162871","-59.1962918777173"
"Year 1 Apr 16 06:00","0","0","20.875","27.3814570943898","21.9862366013416","-74.1922202045733"
"Year 1 Apr 16 07:00","8.5","23.75","22.3","27.1012930192277","22.5304871989266","-90.9700837900928"
"Year 1 Apr 16 08:00","44","227.5","24.425","26.8510502210391","24.314659092599","-106.357015243392"
"Year 1 Apr 16 09:00","103","568.5","26.35","26.678633088955","27.0261279257763","-115.972687970783"
"Year 1 Apr 16 10:00","192","453.5","28.075","26.6344521492321","30.4002757390874","-113.938475651028"
"Year 1 Apr 16 11:00","188.5","669.75","29.325","26.7599188596624","33.7715803013716","-97.3229324074935"
"Year 1 Apr 16 12:00","163","833.5","30.65","27.0720282949231","36.8945567728694","-65.6581165601286"
"Year 1 Apr 16 13:00","170.25","856.5","31.75","27.5603979216852","38.9771991232082","-22.5963331376503"
"Year 1 Apr 16 14:00","180.25","837.25","32.75","28.1823225180562","40.1102810887205","27.9731614147057"
"Year 1 Apr 16 15:00","268","610","33.075","28.8755118592958","39.836686335739","79.2049782726569"
"Year 1 Apr 16 16:00","351","326.25","32.875","29.5358023625904","38.6755896006626","131.098214223289"
"Year 1 Apr 16 17:00","212.75","422.25","31.75","30.1031352405229","35.5641890690965","172.124354657731"
"Year 1 Apr 16 18:00","159.25","220.25","30.275","30.5062523712167","33.1788985330368","197.432089091588"
"Year 1 Apr 16 19:00","61.5","60","28.475","30.7088191893632","30.5460157127282","202.973859559664"
"Year 1 Apr 16 20:00","0","0","27.1","30.7207124986814","28.793174605716","191.539917127291"
"Year 1 Apr 16 21:00","0","0","26.05","30.5787568654994","27.7285809818101","166.635050927836"
"Year 1 Apr 16 22:00","0","0","25.725","30.3387000449461","27.0076800437202","135.226834098572"
"Year 1 Apr 16 23:00","0","0","25.625","30.0538290385612","26.4942962588827","101.523655245007"
"Year 1 Apr 17 00:00","0","0","25.675","29.7560087982427","26.5171525216553","69.6633695164034"
"Year 1 Apr 17 01:00","0","0","25.1","29.4686241038821","26.2321980274568","41.9310493578138"
"Year 1 Apr 17 02:00","0","0","24.075","29.2025488060721","25.5594552356235","19.9302991985241"
"Year 1 Apr 17 03:00","0","0","22.45","28.9487802026721","24.5415597276378","1.39158601315748"
"Year 1 Apr 17 04:00","0","0","21.1","28.6838827813473","23.4999793990246","-15.4785246859456"
"Year 1 Apr 17 05:00","0","0","21.25","28.3964643747636","23.3146735024663","-33.7525813783694"
"Year 1 Apr 17 06:00","0","0","22.3","28.0966172219036","23.7976054268647","-52.7117403323372"
"Year 1 Apr 17 07:00","5","2.75","23.725","27.8222972659947","24.2152423214113","-70.1905331354876"
"Year 1 Apr 17 08:00","43.25","98","25.525","27.6045035817197","25.6339375113436","-84.0318662790634"
"Year 1 Apr 17 09:00","128.25","386","27.125","27.4619350049551","28.2026875356649","-92.0051740953445"
"Year 1 Apr 17 10:00","169.25","535.75","28.55","27.4351179060888","30.922339610384","-89.5933489925822"
"Year 1 Apr 17 11:00","186","695","29.725","27.5569074053679","33.9439513700617","-74.636538612297"
"Year 1 Apr 17 12:00","298.75","532.5","30.975","27.8380240555779","36.0510243110681","-47.4293887852472"
"Year 1 Apr 17 13:00","345.75","497.5","32.05","28.2633264821708","38.4244155364545","-10.9857315379587"
"Year 1 Apr 17 14:00","288.25","619.75","32.825","28.7972369504241","39.3540610501164","31.4080787068305"
"Year 1 Apr 17 15:00","268","590.5","32.775","29.3976614256566","39.1160450829063","76.1953599235111"
"Year 1 Apr 17 16:00","370","196.5","32.025","29.9739409910541","37.6409399233066","121.601008240459"
"Year 1 Apr 17 17:00","270.5","180","30.45","30.4590400940627","34.5519067098128","157.386645361854"
"Year 1 Apr 17 18:00","153","117.25","28.725","30.7819824726296","31.9626011801793","177.831549053006"
"Year 1 Apr 17 19:00","36","7.5","27.025","30.9075438987125","29.3235103278823","178.932579386301"
"Year 1 Apr 17 20:00","0","0","25.85","30.845955185465","27.9735295785717","163.282083111133"
"Year 1 Apr 17 21:00","0","0","25.15","30.6427498793442","27.0478191010065","135.8355268568"
"Year 1 Apr 17 22:00","0","0","25.075","30.3636687305038","26.626315035901","103.230081615909"
"Year 1 Apr 17 23:00","0","0","25.025","30.0573694960179","26.2819542237723","70.37964795934"
"Year 1 Apr 18 00:00","0","0","24.925","29.7526793118691","25.9472790427261","41.1759389060129"
"Year 1 Apr 18 01:00","0","0","24.375","29.4633295661376","25.3861142358361","15.8307153503861"
