1,"Building 1.eso"

"Date/Time","[1] Surface Outside Face Temperature  (C)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)"
,"BLOCK1:ZONE1_WALL_3_0_0","Environment","BLOCK1:ZONE1_WALL_3_0_0","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Jan 11 09:00","16.7228744372876","15.675","19.9881987467477","388.25","52.75","-101.0122679888"
"Year 1 Jan 11 10:00","19.5562103989516","19.125","19.7500275100304","806.25","59","-116.860172268889"
"Year 1 Jan 11 11:00","22.3258210057672","22.7","19.665739954804","897.5","67","-121.179417306356"
"Year 1 Jan 11 12:00","24.3282152639892","25.175","19.7635864672258","871.5","100","-111.79580293845"
"Year 1 Jan 11 13:00","27.7322435184714","26.675","20.0180634241181","400","255","-88.8378330052365"
"Year 1 Jan 11 14:00","32.8055494701074","27","20.4095220553397","315.25","275.75","-54.4893720187037"
"Year 1 Jan 11 15:00","39.0599411464998","26.925","20.9797038601027","599.75","161","-5.81490898217866"
"Year 1 Jan 11 16:00","40.4170692601886","26.225","21.8104659884962","436.5","160","57.1694383261197"
"Year 1 Jan 11 17:00","38.4451954456499","25.4","22.8050078557465","297.75","113.25","137.704093511572"
"Year 1 Jan 11 18:00","31.6603959904453","23.925","23.7735104292091","51","31.5","215.045322214074"
"Year 1 Jan 11 19:00","26.5787336500806","22.225","24.4899761515277","0","0","267.127660660338"
"Year 1 Jan 11 20:00","24.6593724278397","20.15","24.8047886152157","0","0","278.569538429096"
"Year 1 Jan 11 21:00","22.8344949563323","18.475","24.7968883089769","0","0","260.91029494168"
"Year 1 Jan 11 22:00","21.5373642942918","17.2","24.600705389851","0","0","227.865003261925"
"Year 1 Jan 11 23:00","20.1600988249068","16.675","24.2949494115089","0","0","188.748800293603"
"Year 1 Jan 12 00:00","19.0552291857994","16.375","23.9340851837751","0","0","146.734919663243"
"Year 1 Jan 12 01:00","18.6228774427095","16.525","23.5387732986724","0","0","105.428018926505"
"Year 1 Jan 12 02:00","18.1314000320982","16.3","23.1343022487076","0","0","66.7767789186556"
"Year 1 Jan 12 03:00","17.5992724276898","15.825","22.7415261297283","0","0","33.3527776191725"
"Year 1 Jan 12 04:00","16.9300312934302","14.65","22.3658108213451","0","0","4.5939460644446"
"Year 1 Jan 12 05:00","16.142406680999","13.325","21.9990822955975","0","0","-19.6237126486832"
"Year 1 Jan 12 06:00","15.4795539345204","12.25","21.6346979568633","0","0","-41.456214187774"
"Year 1 Jan 12 07:00","15.5731298305427","12.525","21.2680127839125","0","0","-61.6764917301549"
"Year 1 Jan 12 08:00","16.1591845296857","13.825","20.9170522640527","48","13.5","-80.8938913866467"
"Year 1 Jan 12 09:00","18.2083467189501","16.975","20.6232536427711","354.5","52.5","-98.7322978105123"
"Year 1 Jan 12 10:00","20.6567336222294","20.45","20.4350593308602","842","54.75","-111.317308292792"
"Year 1 Jan 12 11:00","23.5116358698017","23.925","20.393189652831","777.75","99.5","-112.662943669318"
"Year 1 Jan 12 12:00","26.0056036768374","25.85","20.5194809156412","630.5","163.75","-101.417627471947"
"Year 1 Jan 12 13:00","28.0341054418771","26.95","20.7998791465442","705.25","156.75","-75.62552289887"
"Year 1 Jan 12 14:00","32.6559067337875","26.9","21.2030599742189","568.25","199","-40.4078859071172"
"Year 1 Jan 12 15:00","37.7291921262384","27.1","21.7457467454629","641.5","149.25","5.28861780937982"
"Year 1 Jan 12 16:00","39.5127520460162","26.825","22.4976734999176","458.5","159.75","61.2183127100128"
"Year 1 Jan 12 17:00","40.2025786620756","26.475","23.3895667857592","420.5","85.75","131.841605293729"
"Year 1 Jan 12 18:00","29.9806933521921","24.825","24.3111608281232","11.5","23","204.771699371583"
"Year 1 Jan 12 19:00","26.2483284773112","22.8","24.9868893404543","0","0","254.474992264228"
"Year 1 Jan 12 20:00","23.7198988612059","19.975","25.245353298417","0","0","262.352609395464"
"Year 1 Jan 12 21:00","21.4772776664067","17.85","25.1764045384477","0","0","242.303834076583"
"Year 1 Jan 12 22:00","19.677380991246","15.975","24.9037188205213","0","0","205.652199070657"
"Year 1 Jan 12 23:00","18.6919817770987","15.275","24.5021255304818","0","0","161.577602770643"
"Year 1 Jan 13 00:00","17.7749245579258","14.6","24.0407907042423","0","0","114.064556357357"
"Year 1 Jan 13 01:00","17.2561283925736","14.625","23.5571813686049","0","0","69.8493044067296"
"Year 1 Jan 13 02:00","16.9237014854305","14.325","23.0849838897062","0","0","28.629662560006"
"Year 1 Jan 13 03:00","16.5558498865733","14.35","22.6345135284822","0","0","-5.91405927546483"
"Year 1 Jan 13 04:00","15.9999576374238","13.65","22.2165328829007","0","0","-35.0670300253492"
"Year 1 Jan 13 05:00","15.361501304301","12.8","21.8194566686314","0","0","-58.2429552375728"
"Year 1 Jan 13 06:00","14.6468942728845","11.85","21.4333928963436","0","0","-77.8727756356914"
"Year 1 Jan 13 07:00","14.4837618316965","11.675","21.0581754264559","0","0","-97.1848810136872"
"Year 1 Jan 13 08:00","14.5213914723194","12.075","20.6964769779641","43.5","13.5","-115.664158136107"
"Year 1 Jan 13 09:00","16.0297331201942","13.925","20.3664634392533","290.75","59.75","-132.095873661544"
"Year 1 Jan 13 10:00","18.2008188182621","16.375","20.1089238487762","670.25","81.25","-144.98666271265"
"Year 1 Jan 13 11:00","20.364505069948","19.4","19.9707104782054","821.75","84","-148.779960560186"
"Year 1 Jan 13 12:00","22.1754497022371","21.775","19.9788087226756","1026.25","52.5","-141.978351007444"
"Year 1 Jan 13 13:00","25.0989669341795","23.725","20.1181995110863","1020","61.5","-124.212812637735"
"Year 1 Jan 13 14:00","31.9115158783325","24.65","20.3857375386893","831.5","114","-97.51799149902"
"Year 1 Jan 13 15:00","37.2600247639419","25.25","20.85950940596","628.25","154.75","-53.5899105763405"
"Year 1 Jan 13 16:00","39.1130954760249","25.1","21.6166868097546","433.25","160.75","9.62481633437197"
"Year 1 Jan 13 17:00","37.2039809016973","24.55","22.5859331740409","267","118.75","83.0937710476214"
"Year 1 Jan 13 18:00","31.0680559814749","23.125","23.5251647916902","63","33.5","161.806127389359"
"Year 1 Jan 13 19:00","25.2699465993932","21.425","24.2372345213529","0","0","216.387329077449"
"Year 1 Jan 13 20:00","23.1982618135609","19.35","24.5491810811114","0","0","231.392637715421"
"Year 1 Jan 13 21:00","21.4645252057347","17.675","24.5207065815224","0","0","215.751555732122"
"Year 1 Jan 13 22:00","19.79525457729","16.1","24.2910097663395","0","0","184.300475210972"
"Year 1 Jan 13 23:00","18.4817243850476","15.175","23.9432216040306","0","0","146.217245840678"
"Year 1 Jan 14 00:00","17.5835125843562","14.25","23.5296412952712","0","0","104.860573400442"
"Year 1 Jan 14 01:00","16.8676189490216","13.925","23.0815231047473","0","0","64.6141028342866"
"Year 1 Jan 14 02:00","16.4873126941469","13.525","22.6314573647703","0","0","26.3649697950498"
"Year 1 Jan 14 03:00","15.9325567641512","13.475","22.1922069543622","0","0","-6.9643157702611"
"Year 1 Jan 14 04:00","15.3588337055176","13.125","21.7757486785741","0","0","-35.8165762105276"
"Year 1 Jan 14 05:00","14.7650827009513","12.1","21.3727714917074","0","0","-59.6904262720944"
"Year 1 Jan 14 06:00","14.0892479047511","11.425","20.9766627413475","0","0","-79.7536312387706"
"Year 1 Jan 14 07:00","14.0168815630732","11.975","20.5963123091377","0","0","-100.199322326961"
"Year 1 Jan 14 08:00","14.4545923633987","12.8","20.236865230332","57.5","13.25","-119.8789960037"
"Year 1 Jan 14 09:00","16.322194650859","14.95","19.9187670743204","249.75","70.5","-136.10123848681"
"Year 1 Jan 14 10:00","18.7316633618706","17.4","19.6923236204793","487.75","102","-147.267269100745"
"Year 1 Jan 14 11:00","20.6559256533404","20.25","19.6008792783839","1024.75","42","-147.402450313039"
"Year 1 Jan 14 12:00","22.5724292077703","22.125","19.6582642045237","956.25","74.5","-136.713747529454"
"Year 1 Jan 14 13:00","25.2677182886787","23.775","19.8385865295579","748.75","143.75","-115.336085174273"
"Year 1 Jan 14 14:00","31.0597286984645","24.5","20.1419635856823","655.75","173","-86.4381073312416"
"Year 1 Jan 14 15:00","34.9186826267011","25.275","20.621354550492","388.25","241.75","-42.9312587469018"
"Year 1 Jan 14 16:00","39.4837829022178","25.125","21.3252192883651","517.75","144","14.1041247876445"
"Year 1 Jan 14 17:00","37.6488912128772","24.55","22.2403702358057","314.25","98.25","82.9977018793723"
"Year 1 Jan 14 18:00","27.4586428564115","22.675","23.1843363703435","1.5","12","161.885767212761"
"Year 1 Jan 14 19:00","24.4704312037293","20.75","23.8408736552568","0","0","212.263578860352"
"Year 1 Jan 14 20:00","22.2158885261237","18.575","24.0749937819846","0","0","220.584313552401"
"Year 1 Jan 14 21:00","20.7851327872053","17.475","24.0020265422252","0","0","202.085381249926"
"Year 1 Jan 14 22:00","19.6906524371692","16.475","23.755403387551","0","0","168.708823205057"
"Year 1 Jan 14 23:00","18.7695805118907","16.05","23.4168319348321","0","0","131.384567775736"
"Year 1 Jan 15 00:00","17.7648650141444","14.95","23.0400246605663","0","0","93.4772663110787"
"Year 1 Jan 15 01:00","16.8582205640684","14.075","22.638627555185","0","0","58.9800635012492"
"Year 1 Jan 15 02:00","15.880221332621","12.775","22.2284053311724","0","0","25.7263071294393"
"Year 1 Jan 15 03:00","15.1338464639246","12.25","21.8068411947823","0","0","-4.52912875557396"
"Year 1 Jan 15 04:00","14.4392038041566","11.675","21.3825870399792","0","0","-33.6266622881926"
"Year 1 Jan 15 05:00","14.8256874433552","12.775","20.9575995756546","0","0","-59.5393790613402"
"Year 1 Jan 15 06:00","14.9631051545912","13.125","20.5597083833324","0","0","-83.3067493020938"
"Year 1 Jan 15 07:00","14.9588534682942","13.4","20.2156649361399","0","0","-102.047653615479"
"Year 1 Jan 15 08:00","15.2945691472332","14.175","19.9235780811588","3.5","8.25","-116.415115513004"
"Year 1 Jan 15 09:00","16.7923266654551","15.75","19.6813547023709","131.75","50","-127.254434539829"
"Year 1 Jan 15 10:00","19.3181660877113","18","19.5133303125787","592.25","91","-133.47868362899"
"Year 1 Jan 15 11:00","21.4119376857002","20.85","19.4679184410031","898.75","69.75","-131.1532491548"
"Year 1 Jan 15 12:00","23.5135422878522","23.7","19.5674491911505","880.75","91","-119.039394765897"
"Year 1 Jan 15 13:00","26.4754454080744","26.2","19.8038200526955","998","66","-98.2186952839081"
"Year 1 Jan 15 14:00","33.8925140565429","27.7","20.1677255650671","996","64.5","-67.9496588108192"
"Year 1 Jan 15 15:00","37.1997645072112","28.075","20.7404752596401","550.5","168.25","-19.9332260571376"
"Year 1 Jan 15 16:00","34.903858366927","27.275","21.5673350147583","177.5","203.75","45.5151959016611"
"Year 1 Jan 15 17:00","34.9986381628639","25.5","22.4585929133661","201.5","121.75","113.185447695558"
"Year 1 Jan 15 18:00","27.9762542488476","23.125","23.2334215362457","13","24.5","175.732546168124"
"Year 1 Jan 15 19:00","24.6563727817145","20.85","23.7623013270381","0","0","213.90224499485"
"Year 1 Jan 15 20:00","23.0315761602155","18.875","23.952306597359","0","0","218.95449364886"
"Year 1 Jan 15 21:00","21.4851495168073","17.575","23.8905816334438","0","0","201.37146440454"
"Year 1 Jan 15 22:00","20.0862990521661","16.7","23.6817951485248","0","0","172.348596863228"
"Year 1 Jan 15 23:00","18.983698468785","16.125","23.3842909889623","0","0","138.012813904697"
"Year 1 Jan 16 00:00","18.103534254314","15.55","23.0338619108184","0","0","101.878090599934"
"Year 1 Jan 16 01:00","17.5524835698429","15.025","22.6539059355481","0","0","67.0603700397934"
"Year 1 Jan 16 02:00","17.2159215100775","14.375","22.2678325684404","0","0","34.4223634227342"
"Year 1 Jan 16 03:00","16.7107749054561","13.9","21.8920263919502","0","0","5.78034262758521"
"Year 1 Jan 16 04:00","16.2426718919389","13.5","21.5353381142453","0","0","-19.065743319841"
"Year 1 Jan 16 05:00","15.1123126839266","12.35","21.1917166933996","0","0","-40.2806048919313"
"Year 1 Jan 16 06:00","14.3113587964672","11.25","20.844550857763","0","0","-58.6910932994413"
"Year 1 Jan 16 07:00","13.7909179836243","11.375","20.4796896811168","0","0","-76.834192170489"
"Year 1 Jan 16 08:00","14.3882396553298","12.475","20.1161593195608","27.5","13.25","-97.0696487499257"
"Year 1 Jan 16 09:00","16.3275498676323","15.05","19.7843305334581","332.5","46.5","-116.450652500143"
"Year 1 Jan 16 10:00","18.6532160089802","18.05","19.5472162849838","963","38.75","-130.607797598972"
"Year 1 Jan 16 11:00","21.2189685644881","21.05","19.450752601358","914","61.25","-133.645074573487"
"Year 1 Jan 16 12:00","22.520637782054","22.85","19.5141040610918","1090.75","29.5","-124.013694828281"
"Year 1 Jan 16 13:00","25.0131820114303","23.95","19.7077588590822","973","77","-102.812898896344"
"Year 1 Jan 16 14:00","30.9462984072127","24.05","20.005163442215","729.5","149","-74.0787055276617"
"Year 1 Jan 16 15:00","36.979203508883","24.15","20.4717646802856","764","118","-31.6377860320998"
"Year 1 Jan 16 16:00","39.2547619638617","23.825","21.2073731719009","530.75","137","27.4369744394826"
"Year 1 Jan 16 17:00","36.1469100878694","23.325","22.1573575260826","232","129.25","101.956177391953"
"Year 1 Jan 16 18:00","31.4913270506363","21.925","23.0807596267029","110","35","177.386368941565"
"Year 1 Jan 16 19:00","24.5427430334592","20.075","23.7863333284293","0","0","231.122257512347"
"Year 1 Jan 16 20:00","21.8704579658886","17.65","24.0930437818423","0","0","245.645599948674"
"Year 1 Jan 16 21:00","19.667411015703","15.65","24.0321384239493","0","0","227.469002937347"
"Year 1 Jan 16 22:00","18.197210708618","14","23.7379253795748","0","0","191.249627360802"
"Year 1 Jan 16 23:00","17.0466096074854","13.3","23.3162644035133","0","0","146.175168203745"
"Year 1 Jan 17 00:00","16.5553456318037","12.975","22.8377863354912","0","0","99.2313879098782"
"Year 1 Jan 17 01:00","16.4742234629758","13.275","22.3484582003679","0","0","54.8642361686864"
"Year 1 Jan 17 02:00","16.1513884782689","13.4","21.8875242538953","0","0","15.9330246543675"
"Year 1 Jan 17 03:00","15.7557976385961","13.475","21.4663502187744","0","0","-15.4530149899028"
"Year 1 Jan 17 04:00","15.2082448091747","12.9","21.079578764773","0","0","-40.9614422213162"
"Year 1 Jan 17 05:00","14.5863775052596","11.125","20.7113120073245","0","0","-61.1216322933193"
"Year 1 Jan 17 06:00","14.1568385308701","10.825","20.3489526375954","0","0","-77.9743507481364"
"Year 1 Jan 17 07:00","14.0850379039519","12.025","20.005133204846","0","0","-96.1680573043567"
"Year 1 Jan 17 08:00","14.7332576220317","13.6","19.687312944406","129","10.5","-113.807360610115"
"Year 1 Jan 17 09:00","16.8246532494071","16.175","19.4151862165857","628.25","39.5","-128.387907275577"
"Year 1 Jan 17 10:00","18.9163872697997","18.85","19.2406399941682","963.75","37","-137.113299668254"
"Year 1 Jan 17 11:00","21.0173276284202","21.825","19.1993036150342","995","44.25","-135.21265129243"
"Year 1 Jan 17 12:00","22.9089540546716","23.95","19.30131583665","1024.5","48","-123.275747872805"
"Year 1 Jan 17 13:00","26.4500333107567","25.6","19.5249880331525","841","115.75","-101.565415688414"
"Year 1 Jan 17 14:00","33.3343774516815","26.3","19.8789371665266","911","91","-70.036161721916"
"Year 1 Jan 17 15:00","38.4752802022719","26.775","20.4483840580094","686.25","141","-21.0980595249371"
"Year 1 Jan 17 16:00","39.8885543038578","26.225","21.2992422024432","468.75","154.5","45.7707522901274"
"Year 1 Jan 17 17:00","36.7200096078993","25.4","22.3257617666734","218.75","130.25","125.621067351602"
"Year 1 Jan 17 18:00","31.3153082206714","23.7","23.2857640569653","68.5","35.5","202.805903540054"
"Year 1 Jan 17 19:00","25.6455658080932","22.15","23.9866624553404","0","0","253.927168560036"
"Year 1 Jan 17 20:00","23.7252892978175","20.6","24.2968683939916","0","0","264.861137129338"
"Year 1 Jan 17 21:00","22.3028292399474","19.825","24.2837266074812","0","0","245.860394996259"
"Year 1 Jan 17 22:00","21.1646007833977","18.95","24.0902184401793","0","0","211.573066229384"
"Year 1 Jan 17 23:00","20.1752800856498","18.175","23.7992035808843","0","0","173.41111740126"
"Year 1 Jan 18 00:00","18.7773023417963","16.425","23.4584541493234","0","0","135.621698854155"
"Year 1 Jan 18 01:00","17.4930728686863","14.55","23.0786885724166","0","0","100.66536226017"
"Year 1 Jan 18 02:00","16.0029149400187","12.375","22.6633337127745","0","0","66.3390028096712"
"Year 1 Jan 18 03:00","15.1624351112092","11.125","22.2146020763518","0","0","32.1432816495211"
"Year 1 Jan 18 04:00","14.5161329554745","10.3","21.7448966201149","0","0","-2.60597587445841"
"Year 1 Jan 18 05:00","14.966762729367","13.625","21.276019164749","0","0","-35.5066329427833"
"Year 1 Jan 18 06:00","15.2210389589443","14.5","20.8458263927141","0","0","-65.8504661778333"
"Year 1 Jan 18 07:00","15.5052862917483","15.375","20.4751773273468","0","0","-88.147253391161"
"Year 1 Jan 18 08:00","16.3281758927937","16.675","20.1767812920899","140.5","9.75","-106.078005585802"
"Year 1 Jan 18 09:00","18.804390108299","19.55","19.952670712245","692","33.75","-118.297252825073"
"Year 1 Jan 18 10:00","21.2042617671202","22.575","19.8468200989068","1086.5","13.5","-124.145445917674"
"Year 1 Jan 18 11:00","23.7309286218756","25.925","19.8919563521604","1100","3.5","-118.291278950621"
"Year 1 Jan 18 12:00","25.8736827882613","27.85","20.0961500727748","1100","17","-101.92583856919"
"Year 1 Jan 18 13:00","28.7017621226595","29.1","20.4275945325378","978.75","67.75","-72.4385194899369"
"Year 1 Jan 18 14:00","33.8193248040439","29.1","20.8733886138391","674","170.25","-34.757954532391"
"Year 1 Jan 18 15:00","38.0697948922442","29.075","21.479119149239","671","132.5","15.0403167619273"
"Year 1 Jan 18 16:00","35.3076366087645","28.05","22.2932253943858","176.25","203.75","75.0597866091092"
"Year 1 Jan 18 17:00","36.3762924668404","26.875","23.140333263664","234.25","112.5","141.477722780804"
"Year 1 Jan 18 18:00","28.0705242610024","24.5","23.8956856591478","0.75","15.75","199.142208299211"
"Year 1 Jan 18 19:00","25.3708945102614","22.375","24.4015917531961","0","0","234.044836149973"
"Year 1 Jan 18 20:00","23.1648574093718","20.175","24.5722528013318","0","0","235.043065723254"
"Year 1 Jan 18 21:00","21.8890111437944","19.375","24.4888091358502","0","0","214.050840859218"
"Year 1 Jan 18 22:00","21.1829425650168","18.85","24.2598613700922","0","0","179.615209373236"
"Year 1 Jan 18 23:00","20.5444113541223","18.925","23.9580823450892","0","0","142.841705272346"
"Year 1 Jan 19 00:00","19.6785349930267","18.1","23.6371835366685","0","0","106.864972275772"
"Year 1 Jan 19 01:00","19.0982342069131","17.35","23.3036508594446","0","0","75.6639086593164"
"Year 1 Jan 19 02:00","18.1858543719375","16","22.9667479482864","0","0","46.832100590148"
"Year 1 Jan 19 03:00","17.4111280932471","15.375","22.6256177762663","0","0","20.9850111491562"
"Year 1 Jan 19 04:00","16.9145084066563","14.7","22.2816191681281","0","0","-4.55790032741086"
"Year 1 Jan 19 05:00","16.7655396811061","15.475","21.9347635488129","0","0","-27.9133125532648"
"Year 1 Jan 19 06:00","16.4545886326326","15.65","21.601767565484","0","0","-49.137498318822"
"Year 1 Jan 19 07:00","16.6677070096529","16.35","21.2909956355777","0","0","-67.2322497533957"
"Year 1 Jan 19 08:00","17.5177589531082","17.95","21.0182835333736","148.75","9","-84.1170765686252"
"Year 1 Jan 19 09:00","19.7335540469865","20.425","20.8059817539989","699.75","33.5","-97.4106647972681"
"Year 1 Jan 19 10:00","21.9569035638892","22.975","20.6976889913518","1035.5","24.25","-103.815968423976"
"Year 1 Jan 19 11:00","24.0479224530814","25.25","20.7272623697862","1100","21","-99.3974647124281"
"Year 1 Jan 19 12:00","25.7849909981609","26.625","20.895591832418","1080.75","35.5","-84.2782558718949"
"Year 1 Jan 19 13:00","28.0487661146152","27.275","21.1746626104134","983.5","73.25","-59.1552168295101"
"Year 1 Jan 19 14:00","33.2648094804448","27.25","21.5468174958139","857.5","109.5","-26.9367786073988"
"Year 1 Jan 19 15:00","38.0022073565717","27.05","22.0670918035387","796","111.75","15.6166813328427"
"Year 1 Jan 19 16:00","39.7762235152015","26.475","22.8053959946343","574.5","130","70.8528705343144"
"Year 1 Jan 19 17:00","36.4723490961975","25.625","23.68295116289","246","131.5","141.685927999929"
"Year 1 Jan 19 18:00","31.7514874588905","24.05","24.5139085781645","150.75","54.75","207.20432463564"
"Year 1 Jan 19 19:00","25.5364850698391","22.175","25.1180296595964","0","0","250.130852051492"
"Year 1 Jan 19 20:00","23.08752764685","19.975","25.3509370558739","0","0","256.147430363674"
"Year 1 Jan 19 21:00","21.2683895421991","18.2","25.2539411655251","0","0","232.706809715568"
