1,"eplusout.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Convection Heat Transfer Coefficient  (W/m2-K)","[1] Surface Outside Face Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Nov 20 01:00","0","0","19.075","23.6339220769218","7.81770431067473","20.0331622910076","18.9744193849632"
"Year 1 Nov 20 02:00","0","0","18.225","23.4005916760768","7.99489935501185","19.4973346651681","1.82065419773926"
"Year 1 Nov 20 03:00","0","0","17.775","23.1546690030379","7.86813096264924","18.8370815296541","-14.6325665423223"
"Year 1 Nov 20 04:00","0","0","17.475","22.9002476241351","8.2104152337565","18.3709115618163","-30.8248049133158"
"Year 1 Nov 20 05:00","0","0","17.85","22.6366772767188","7.09057830353377","18.5227572390871","-45.9559854419358"
"Year 1 Nov 20 06:00","0","0","17.775","22.3856446961637","6.54321543281335","18.4830405145632","-60.8745783601793"
"Year 1 Nov 20 07:00","0","0","17.7","22.1594127189195","6.78222312840556","18.3361527496307","-72.4987467849858"
"Year 1 Nov 20 08:00","21.5","24.25","17.775","21.9573504865963","8.56903681771077","18.5690456307196","-81.915228131031"
"Year 1 Nov 20 09:00","107.75","119.5","17.875","21.7788905593102","9.66336546628359","19.7190383443458","-89.0391997341376"
"Year 1 Nov 20 10:00","188","166.75","17.9","21.646459781401","10.2622919191813","20.8198941915505","-91.886356223779"
"Year 1 Nov 20 11:00","238.25","95.75","17.825","21.582493213317","13.3451227719408","21.2030461857287","-88.6788221421807"
"Year 1 Nov 20 12:00","261","66.75","17.725","21.5783613971254","13.4253468241593","21.5222014084071","-80.7387272527176"
"Year 1 Nov 20 13:00","284.5","78.5","17.85","21.6090180452914","12.4898878767365","22.0478167342621","-70.6260797139412"
"Year 1 Nov 20 14:00","288.5","134.25","18.275","21.6639341393275","10.5622052858865","22.7522331588689","-59.9128619749137"
"Year 1 Nov 20 15:00","256.25","268","18.925","21.7448198023067","9.00210131089047","23.1353686922328","-48.5697232734153"
"Year 1 Nov 20 16:00","171","275","19.625","21.8518102895208","9.052371333843","22.7524424748086","-36.58042951676"
"Year 1 Nov 20 17:00","89.75","56.25","19.95","21.9601913701839","9.42956959628152","21.8775479892717","-25.748470480255"
"Year 1 Nov 20 18:00","13","6","19.7","22.0336175387847","11.2481088334712","20.6433527537844","-18.3323679838529"
"Year 1 Nov 20 19:00","0","0","18.85","22.0415122171112","12.4328067957844","19.7205517548282","-15.5828395358871"
"Year 1 Nov 20 20:00","0","0","17.7","21.972777782044","11.5627225904596","18.686258034405","-17.805466479896"
"Year 1 Nov 20 21:00","0","0","16.65","21.837101810257","9.39774584801095","17.7887060305415","-24.4975877436898"
"Year 1 Nov 20 22:00","0","0","16.1","21.6449917378553","7.31998677732958","17.2993091005328","-34.8792373804849"
"Year 1 Nov 20 23:00","0","0","16.15","21.4145084444226","5.70710106897976","17.1508760192129","-47.2198729812842"
"Year 1 Nov 21 00:00","0","0","16.725","21.1765078146387","6.0524079319376","17.2402694775659","-60.8432336345363"
"Year 1 Nov 21 01:00","0","0","17.575","20.9556314526057","7.36357031122208","17.3929646329204","-73.6685867643477"
"Year 1 Nov 21 02:00","0","0","18.25","20.7644038038656","8.69312110091747","17.7312542818395","-84.0315616533815"
"Year 1 Nov 21 03:00","0","0","18.55","20.606842402038","8.91982608279428","17.9564043379908","-90.8724927692969"
"Year 1 Nov 21 04:00","0","0","18.45","20.4825542098583","8.41268378474833","17.8534489918718","-94.0237581014267"
"Year 1 Nov 21 05:00","0","0","14.95","20.3747176998756","6.97377294429925","16.3273071573793","-93.5297633381292"
"Year 1 Nov 21 06:00","0","0","13.95","20.2343482321845","5.79854238784352","15.7489358552862","-90.4995423430283"
"Year 1 Nov 21 07:00","0","0","14.675","20.0619840617983","4.06875088327503","15.9397336709795","-96.1152242303131"
"Year 1 Nov 21 08:00","22","79","16.025","19.8758671530034","3.0420848382348","16.671735932152","-103.829873771173"
"Year 1 Nov 21 09:00","92.5","387.25","18.275","19.7180584286848","3.38715331655435","19.0076677515946","-110.675784682884"
"Year 1 Nov 21 10:00","91.5","704.75","20.925","19.6485894668627","6.22002050692588","21.3745041882653","-112.403927659656"
"Year 1 Nov 21 11:00","48.25","1026.25","23.7","19.7122979632362","10.2743384949735","23.4887988503895","-104.485982791225"
"Year 1 Nov 21 12:00","54","1043.75","25.975","19.9185969310116","14.8913942362526","25.5663279578905","-87.2713357946564"
"Year 1 Nov 21 13:00","108.25","881.5","27.55","20.2436913256695","17.7911567299386","27.1265915345272","-60.6375689845363"
"Year 1 Nov 21 14:00","217","518","28.125","20.6568731354601","18.4676102645278","28.50336574495","-27.1043139279016"
"Year 1 Nov 21 15:00","182.25","512.75","27.975","21.1258371353794","15.965843026072","28.4053791453831","9.64240185149236"
"Year 1 Nov 21 16:00","150.25","385","27.075","21.6088701176432","12.313741379846","27.6735835750192","44.2008375862725"
"Year 1 Nov 21 17:00","98","119","25.75","22.0402831246582","8.61335045250092","26.3057112471539","73.4232494879475"
"Year 1 Nov 21 18:00","10","2.5","24.05","22.3631447292671","7.06590517378401","24.080357506058","95.6379947412042"
"Year 1 Nov 21 19:00","0","0","22.4","22.5476534447245","7.20080861977351","22.6747862798824","106.024937620313"
"Year 1 Nov 21 20:00","0","0","20.8","22.5901488533682","7.90689675068088","21.6018193893137","104.371115271346"
"Year 1 Nov 21 21:00","0","0","19.5","22.5231087355818","9.12721618368777","20.6659112778103","94.320568009893"
"Year 1 Nov 21 22:00","0","0","18.225","22.3798658349008","8.67756374569597","19.7093599305395","79.4384192251313"
"Year 1 Nov 21 23:00","0","0","17.225","22.1832121068077","7.07757672703163","18.9138772188075","61.7661863621293"
"Year 1 Nov 22 00:00","0","0","16.175","21.9494177226309","5.64317586833985","18.2338433117444","42.1188290674204"
"Year 1 Nov 22 01:00","0","0","15.375","21.6908312217081","4.70945998602263","17.7116459121515","22.144039644037"
"Year 1 Nov 22 02:00","0","0","14.6","21.4197602162304","5.13063870680652","17.1607353644944","2.56149106895893"
"Year 1 Nov 22 03:00","0","0","14.175","21.1426827475663","5.96032347375263","16.4363290944837","-15.6640512860269"
"Year 1 Nov 22 04:00","0","0","13.8","20.8607696193237","6.96524077175402","15.833756983942","-33.181187789585"
"Year 1 Nov 22 05:00","0","0","13.775","20.5690544967711","5.79863777490226","15.68384496313","-49.6318935889445"
"Year 1 Nov 22 06:00","0","0","13.8","20.2778464975393","4.84001038643455","15.5422746347025","-65.0283272315614"
"Year 1 Nov 22 07:00","0","0","14.925","20.0081974223238","4.01068436713647","15.6511015867888","-79.6782378772483"
"Year 1 Nov 22 08:00","13","160.75","16.725","19.7723728753073","4.12148320014664","16.4043399430003","-93.3661926436727"
"Year 1 Nov 22 09:00","45.5","746.75","19.825","19.5880810131438","5.05825805892937","19.1527693151297","-104.276878436589"
"Year 1 Nov 22 10:00","42.5","1000.5","22.95","19.5137486155152","7.38313690817776","21.8398654977279","-109.248536443176"
"Year 1 Nov 22 11:00","71.25","896","26.025","19.5958800948353","10.4350754730313","24.905648660509","-102.202969787161"
"Year 1 Nov 22 12:00","37.5","1032.75","27.7","19.8502764010995","11.120366200816","26.3737900536209","-82.0834111127524"
"Year 1 Nov 22 13:00","137.75","783.25","28.525","20.2322381611375","15.0950408385946","28.1698376519512","-49.2167143041117"
"Year 1 Nov 22 14:00","168.5","665","28.175","20.698527703767","19.1874347032954","28.4079609944029","-11.1498444745881"
"Year 1 Nov 22 15:00","136","669","27.7","21.1986143120505","19.0705527128359","28.0953521070225","27.606374864926"
"Year 1 Nov 22 16:00","151","384.5","26.55","21.6761646078009","13.0604475109838","27.4688248357449","59.7794192837823"
"Year 1 Nov 22 17:00","93","127.5","25.3","22.0744853101844","13.5282616227821","25.9712413380065","87.6271886924962"
"Year 1 Nov 22 18:00","0","0","23.275","22.3650918516053","13.2829218325376","23.7630516698315","106.363976374999"
"Year 1 Nov 22 19:00","0","0","21.425","22.5135870319523","11.0386967648275","22.1033934629495","114.186098368664"
"Year 1 Nov 22 20:00","0","0","19.5","22.5210066829052","9.32155531428191","20.7930821733462","109.802199516663"
"Year 1 Nov 22 21:00","0","0","18.475","22.4100922560857","7.67214365297536","19.9096919578325","96.9818492697861"
"Year 1 Nov 22 22:00","0","0","17.7","22.2247858626812","6.44072666211186","19.3550309771348","77.6801052815271"
"Year 1 Nov 22 23:00","0","0","17.425","21.9978624123062","5.5312454403087","18.7712413837124","56.6427477632775"
"Year 1 Nov 23 00:00","0","0","16.65","21.7558262802998","5.47846173893934","18.3556508314004","35.3367219373286"
"Year 1 Nov 23 01:00","0","0","15.95","21.5043187912787","5.69256069367582","17.7925760008997","16.2052903445584"
"Year 1 Nov 23 02:00","0","0","14.9","21.2514876431827","6.38046614556827","16.8134183632584","-1.60040356284481"
"Year 1 Nov 23 03:00","0","0","14.375","20.9860956439105","6.5978757845573","16.1589898800818","-18.2284683931205"
"Year 1 Nov 23 04:00","0","0","13.7","20.7039215845363","6.43507974728294","15.819699764102","-35.5383189299148"
"Year 1 Nov 23 05:00","0","0","14.025","20.4110998171092","6.55205437153072","15.7764528686101","-51.4934070814448"
"Year 1 Nov 23 06:00","0","0","14.725","20.1324368552072","6.30952661199841","15.7943450302443","-67.0814168294319"
"Year 1 Nov 23 07:00","1.75","0.25","16.025","19.8849311903583","7.1709587681873","16.2238511517834","-81.1255372079019"
"Year 1 Nov 23 08:00","25.75","89.25","17.6","19.6801178741447","8.59886665778429","17.2959956754192","-92.7638079455583"
"Year 1 Nov 23 09:00","74.25","490","19.8","19.5380846900037","10.2624267603005","19.5106716849728","-99.9084597467362"
"Year 1 Nov 23 10:00","48.75","933","22.05","19.5004990431372","11.3098071607101","21.703894967078","-100.196811959088"
"Year 1 Nov 23 11:00","56.75","995.75","24.4","19.5937605216302","9.59841116587791","23.8194361870506","-90.7600407391704"
"Year 1 Nov 23 12:00","94.5","896.5","26.275","19.8208385299882","9.03404056986994","25.9386324102092","-72.3658393702288"
"Year 1 Nov 23 13:00","87","938","27.675","20.1612011583412","8.27795192555831","27.30109520428","-44.6154361620228"
"Year 1 Nov 23 14:00","144.75","726.5","28.3","20.5858691094055","7.64685418621166","28.2827789600617","-11.253401385971"
"Year 1 Nov 23 15:00","201.25","442.25","28.4","21.0562869560535","8.05617158466196","28.9825756570013","23.8424170297997"
"Year 1 Nov 23 16:00","161.75","347.75","27.575","21.5442780939476","8.24992817654414","28.2474844168152","56.3072862412187"
"Year 1 Nov 23 17:00","97.75","177.75","26.175","21.9902995262883","8.82576464587033","26.6849302103284","87.2884613255578"
"Year 1 Nov 23 18:00","12.5","6","24.15","22.3340630432506","8.82544256094649","24.4045403789767","110.446130683995"
"Year 1 Nov 23 19:00","0","0","22.25","22.5320276004571","8.45983803765605","22.8581508646709","121.672959916512"
"Year 1 Nov 23 20:00","0","0","20.45","22.5813143197727","7.83785337167662","21.5488262355227","119.880974598259"
"Year 1 Nov 23 21:00","0","0","19.325","22.5113832251251","7.83924016106513","20.6774917501539","108.824793893794"
"Year 1 Nov 23 22:00","0","0","18.425","22.3613978035762","8.3644266961456","19.8599165982912","91.5006324089418"
"Year 1 Nov 23 23:00","0","0","17.75","22.1614323947934","9.6487177524431","19.1505295807345","71.6785201315935"
"Year 1 Nov 24 00:00","0","0","16.7","21.9298685047188","10.9418297642384","18.1784533790306","51.0580872054924"
"Year 1 Nov 24 01:00","0","0","15.65","21.6715205043849","11.7297093080521","17.0965122764104","30.6746287937388"
"Year 1 Nov 24 02:00","0","0","14.5","21.3844767133692","11.4029557801046","16.3289642428057","9.49181393086276"
"Year 1 Nov 24 03:00","0","0","13.9","21.0690152050701","10.1499397898884","15.606482628581","-11.9156167552762"
"Year 1 Nov 24 04:00","0","0","13.65","20.7390923974013","8.37008952196191","15.4655586876631","-33.4255970562128"
"Year 1 Nov 24 05:00","0","0","14.2","20.4064804300201","6.94683839722642","15.4967438662822","-52.8063058851042"
"Year 1 Nov 24 06:00","0","0","14.775","20.1015623923306","6.01009693607494","15.4192820391328","-70.8298172938858"
"Year 1 Nov 24 07:00","2.75","1.75","16.025","19.8339370099875","5.65790684634587","15.8883210449852","-86.0733937950166"
"Year 1 Nov 24 08:00","20.25","173.5","17.75","19.6126846065271","6.34616715516088","17.0858396154988","-98.8677110742675"
"Year 1 Nov 24 09:00","52.5","706","20.15","19.4608244030434","8.20527590248944","19.6546249507578","-106.853713052407"
"Year 1 Nov 24 10:00","52.5","878.75","22.675","19.4249435337062","11.1176645880626","21.8828428378663","-107.104081507697"
"Year 1 Nov 24 11:00","21.75","1086.25","25.175","19.5349998310776","14.0194147164369","23.9546729168251","-96.6236812451255"
"Year 1 Nov 24 12:00","89.25","931.25","27","19.7807928476174","12.2682755040647","26.2831225696273","-76.6038472318847"
"Year 1 Nov 24 13:00","177","667.75","28.15","20.1407974863071","12.5979787900324","28.1450164324139","-46.7703353904816"
"Year 1 Nov 24 14:00","126.5","783.5","28.4","20.5972365761376","12.2995211731029","28.5288944701977","-10.2000318253754"
"Year 1 Nov 24 15:00","212.5","354","28.1","21.1004524678724","10.4896279935634","28.8996687293528","27.9207775673827"
"Year 1 Nov 24 16:00","177.75","137.25","27.025","21.601427540758","9.29751068290382","28.1059244343343","61.7288594875066"
"Year 1 Nov 24 17:00","92.25","135","25.725","22.0397079210755","8.10717120473917","26.4218344008719","92.4191626073194"
"Year 1 Nov 24 18:00","0","0","24.05","22.3684184387484","7.55369320493043","24.3459479359616","113.890314808165"
"Year 1 Nov 24 19:00","0","0","22.625","22.5513305316214","7.50193363951001","23.1238234379688","122.912299560722"
"Year 1 Nov 24 20:00","0","0","21.325","22.6002680276252","7.65383033729255","22.1558904578689","119.913515554579"
"Year 1 Nov 24 21:00","0","0","20.55","22.549170350938","7.38511461470731","21.4730574457165","109.15091890402"
"Year 1 Nov 24 22:00","0","0","19.8","22.4358088746794","6.62329000945045","20.5612089226086","93.5554200422293"
"Year 1 Nov 24 23:00","0","0","19.15","22.2782490557455","5.59811632725327","20.0710203151054","76.4407754247084"
"Year 1 Nov 25 00:00","0","0","18.1","22.0895067865714","5.15658034062578","19.2380387831541","58.3319587771595"
"Year 1 Nov 25 01:00","0","0","16.975","21.8762375466997","5.42450662746263","18.375249855002","41.1879982326502"
"Year 1 Nov 25 02:00","0","0","15.725","21.639486201942","6.32825847799428","17.5988566115078","23.1665146255802"
"Year 1 Nov 25 03:00","0","0","14.875","21.3780592923706","7.07067697104336","16.8119966189792","4.92675297377532"
"Year 1 Nov 25 04:00","0","0","14.25","21.0976424003662","7.23116626739337","16.3571749618784","-13.9051788048392"
"Year 1 Nov 25 05:00","0","0","14.025","20.804556312665","6.75501328673579","15.9837445666418","-32.2478518501571"
"Year 1 Nov 25 06:00","0","0","14.15","20.5111835086796","5.9609906949092","15.7149840120014","-49.1168931861373"
"Year 1 Nov 25 07:00","1","0","15.1","20.2282953109125","6.80563007737001","15.8783664367791","-64.7173744453548"
"Year 1 Nov 25 08:00","21.5","82.5","16.9","19.9771061570762","6.78939752399874","16.7599070970771","-80.1158563644159"
"Year 1 Nov 25 09:00","60.75","520","19.5","19.782000483968","8.22486864031874","19.3822032841144","-92.4898845963602"
"Year 1 Nov 25 10:00","22","1092.5","22.15","19.6959150082947","9.0742742406797","21.4926768348793","-97.7072744061282"
"Year 1 Nov 25 11:00","65.75","971.5","24.6","19.7559071371045","9.86988574280016","23.7354583733879","-91.7148813771784"
"Year 1 Nov 25 12:00","159.5","684.75","26.25","19.9578371110938","9.6265565685614","26.2024452172347","-75.183904955784"
"Year 1 Nov 25 13:00","102.75","888.75","27.275","20.2848562580512","10.7411182866908","27.2684354392193","-47.4677551738183"
"Year 1 Nov 25 14:00","209","527.5","27.425","20.7038118525082","11.6541432344887","28.0882580512204","-13.4623560760175"
"Year 1 Nov 25 15:00","241.75","318","27.1","21.1630420084644","12.9720990927492","28.4134251699205","21.865554646508"
"Year 1 Nov 25 16:00","147.5","356.25","26.325","21.6262696119933","18.869400507291","27.1743993711934","53.5293607568374"
"Year 1 Nov 25 17:00","92","70.5","25.275","22.0285396919836","19.2904731555216","25.8147104668751","81.4220917264841"
"Year 1 Nov 25 18:00","19","28.5","23.875","22.3190786390007","16.3154346212663","24.056906331522","100.094403668736"
"Year 1 Nov 25 19:00","0","0","22.45","22.4803155315734","12.8706363858473","22.7588242023102","107.862347024588"
"Year 1 Nov 25 20:00","0","0","21.125","22.5166995783457","8.79271114294739","21.8627542373066","105.15969920066"
"Year 1 Nov 25 21:00","0","0","20.2","22.4588156573966","7.86604153783797","21.1961400878354","95.0833022097082"
"Year 1 Nov 25 22:00","0","0","19.55","22.3412550577538","7.91590976375668","20.6286852441948","80.7542734627077"
"Year 1 Nov 25 23:00","0","0","19.1","22.1880961651947","9.53487765603338","20.0295924663392","64.7758259826094"
"Year 1 Nov 26 00:00","0","0","18.475","22.013633661893","9.59531274650885","19.2002596443475","48.2010737476886"
"Year 1 Nov 26 01:00","0","0","17.775","21.8168535413788","9.28654825301932","18.6549985168247","31.9227482195939"
"Year 1 Nov 26 02:00","0","0","16.7","21.5997044754746","7.25310967743413","17.9222450754304","15.2739430141256"
"Year 1 Nov 26 03:00","0","0","15.65","21.3645198234323","6.60027208206417","17.3058514549165","-0.691729023193978"
"Year 1 Nov 26 04:00","0","0","14.65","21.1126747252689","5.64152563053936","16.5019061419508","-16.5840631450442"
"Year 1 Nov 26 05:00","0","0","16.05","20.8471536320665","9.06053309147598","16.6679520179558","-32.7849122135144"
"Year 1 Nov 26 06:00","0","0","17.05","20.586091408194","11.2320042722696","17.0452985926717","-49.6499960557214"
"Year 1 Nov 26 07:00","0","0","17.575","20.3596686968081","12.1039746176732","17.3784690112427","-63.6746966688877"
"Year 1 Nov 26 08:00","19.75","89.25","18.075","20.178227164757","11.6712656561766","17.7789086185112","-73.3663631508173"
"Year 1 Nov 26 09:00","92","380","18.725","20.0439797454572","10.9518112452693","19.3843561411082","-79.091691430767"
"Year 1 Nov 26 10:00","128","515","19.8","19.9765366345482","9.524284228277","21.0852458477936","-79.670740070205"
"Year 1 Nov 26 11:00","114.75","749.75","21.525","20.0059720218789","9.14539455983418","22.7620602606698","-73.5437345230096"
"Year 1 Nov 26 12:00","91","903.75","23.725","20.1438038537038","9.83141850537843","24.4696072055909","-61.1867336406321"
"Year 1 Nov 26 13:00","63","1016","25.95","20.384787961187","10.9292947134328","25.9718473295408","-43.3831583374014"
"Year 1 Nov 26 14:00","75.75","956.25","27.625","20.7080014492342","11.7951390622735","27.4171266637306","-19.6620037985475"
"Year 1 Nov 26 15:00","93.25","816","28.3","21.0940928983339","13.7344931180697","28.0746031663761","8.38997680620293"
"Year 1 Nov 26 16:00","154.25","378.25","27.8","21.5159040066783","14.5391400920364","27.9093592775517","37.9083291469662"
"Year 1 Nov 26 17:00","96.25","194.25","26.4","21.9326096676066","19.6433131112552","26.569092891038","64.818549992781"
"Year 1 Nov 26 18:00","14","9","24.65","22.2682804631485","16.2060467882653","24.5316940329467","88.7238343129357"
"Year 1 Nov 26 19:00","0","0","23","22.4815090587535","12.0442227803162","23.3055016156814","101.716054886746"
"Year 1 Nov 26 20:00","0","0","21.7","22.561920358299","7.72073462754326","22.1002004529776","103.177153667549"
"Year 1 Nov 26 21:00","0","0","20.8","22.5381652975113","5.66479077179772","21.4736728741533","95.7463611817138"
"Year 1 Nov 26 22:00","0","0","20.075","22.4410938670534","5.15716939693526","20.9045632933294","82.6652216274877"
"Year 1 Nov 26 23:00","0","0","19.225","22.3011239719646","6.23788349437709","20.3615874924282","67.7267509436358"
"Year 1 Nov 27 00:00","0","0","18.25","22.1340837283354","6.76684481261468","19.3719976019734","52.5176624610445"
"Year 1 Nov 27 01:00","0","0","17.25","21.941836677118","7.14630906183261","18.4844620068368","36.988558175635"
"Year 1 Nov 27 02:00","0","0","16.4","21.7191466911934","6.7660597067316","17.8164083346178","19.9487397841896"
"Year 1 Nov 27 03:00","0","0","15.975","21.4709621193239","7.09506360503366","17.3249126181924","1.91844617519121"
"Year 1 Nov 27 04:00","0","0","16.05","21.2095669166367","7.94103684808562","16.9818458391115","-16.1788370189462"
"Year 1 Nov 27 05:00","0","0","16.4","20.9473826270503","2.74504743684866","17.3564604636328","-33.2210212555272"
"Year 1 Nov 27 06:00","0","0","17.175","20.7015021246407","1.69089671469952","17.3199455090682","-47.5183657360322"
"Year 1 Nov 27 07:00","3","2.5","18.9","20.4997743575379","5.31280110962337","18.151612171158","-60.3811637705104"
"Year 1 Nov 27 08:00","17.5","206","21.35","20.3507457731261","8.78330803434337","19.7580629546223","-70.952500416231"
"Year 1 Nov 27 09:00","40.25","805.25","23.8","20.2869848495318","11.7306949941458","22.4838081764555","-76.2587008982699"
"Year 1 Nov 27 10:00","57.5","874.75","25.675","20.3489572162102","13.5850673732273","24.8226818210644","-72.2929357641214"
"Year 1 Nov 27 11:00","114","798","26.775","20.5507420846518","14.3456576102427","26.5401708042519","-55.3681181723061"
"Year 1 Nov 27 12:00","274","329","27.3","20.869975021554","13.9812691934144","28.3090988533829","-28.4730230041681"
"Year 1 Nov 27 13:00","204.5","575.5","27.625","21.279512926031","12.6146693512996","28.8321408732653","3.98818865629696"
"Year 1 Nov 27 14:00","194.75","572.75","27.925","21.7396421074546","11.2770908020424","29.1999278038801","37.28905360187"
"Year 1 Nov 27 15:00","161.5","577.75","28.225","22.2074048250381","10.770358636335","29.2588918472345","67.0365918304739"
"Year 1 Nov 27 16:00","132","471","28.225","22.6363602916105","13.2902435886044","28.8192297426973","95.3268698281134"
"Year 1 Nov 27 17:00","98.25","183.75","27.6","23.0101649764704","10.9136242386372","27.9254608888515","117.951644914643"
"Year 1 Nov 27 18:00","16.5","16.5","26.2","23.3053923097633","10.3629812135121","26.076277854471","134.087053958046"
"Year 1 Nov 27 19:00","0","0","24.3","23.4925928525893","9.81797286089371","24.4260872732038","141.68644310614"
"Year 1 Nov 27 20:00","0","0","22.3","23.5542429846934","7.4846486447095","23.0049463856922","139.347111018393"
"Year 1 Nov 27 21:00","0","0","20.75","23.5013875111324","4.99995193050264","21.9305119183155","128.28254404327"
"Year 1 Nov 27 22:00","0","0","20.1","23.3635721832526","3.20750541374102","21.3207452918215","110.4736720286"
"Year 1 Nov 27 23:00","0","0","20.15","23.1766144442264","2.89306916907606","21.0730784776965","88.7997479999215"
"Year 1 Nov 28 00:00","0","0","20.425","22.9749082221959","2.89793967820658","21.0786589816164","66.4737385038817"
"Year 1 Nov 28 01:00","0","0","20.425","22.7813012655939","3.22714969211623","20.930499854891","46.683399428651"
"Year 1 Nov 28 02:00","0","0","19.725","22.6039997056862","2.5973363240231","20.501281856821","30.8942034372266"
"Year 1 Nov 28 03:00","0","0","18.45","22.4336690149134","2.11130690464754","19.7599540330682","18.558274469017"
"Year 1 Nov 28 04:00","0","0","17.2","22.2564769659982","1.76032431360347","19.0501729586299","7.17540117986772"
"Year 1 Nov 28 05:00","0","0","18.325","22.0638817045122","1.6347024451755","19.1738232095185","-5.52397147707614"
"Year 1 Nov 28 06:00","0","0","18.95","21.8738822492851","3.33306997633989","19.2890818486749","-20.1197924370736"
"Year 1 Nov 28 07:00","0","0","19.6","21.6975433218609","5.00114116631905","19.3567001796399","-30.8491709747864"
"Year 1 Nov 28 08:00","20","59.25","21","21.551867915856","4.93297509726026","20.1163440900751","-40.4205738284575"
"Year 1 Nov 28 09:00","89.75","303","23.125","21.451210203125","4.59224564095942","22.5594772992857","-48.2033421452089"
"Year 1 Nov 28 10:00","124.5","531","25.725","21.4443808370666","3.69970475904472","24.9216607874744","-50.7436365958759"
"Year 1 Nov 28 11:00","142.25","643.5","28.35","21.5748074478024","4.90575818906007","27.5118265050725","-43.3624861150611"
"Year 1 Nov 28 12:00","126","784.5","30.425","21.8442007087537","7.57175214035386","29.7106940081507","-24.071554113028"
"Year 1 Nov 28 13:00","101.25","892","31.725","22.2427286198596","9.70602304884152","30.9169603245751","4.98999632197785"
"Year 1 Nov 28 14:00","222.75","463","32","22.730113742515","13.869136319658","32.149867411104","39.6077420552434"
"Year 1 Nov 28 15:00","245.25","243.25","31.325","23.2662310716826","17.3096839228678","32.1924010786333","74.813348287467"
"Year 1 Nov 28 16:00","158.5","334.25","29.9","23.7921609765169","16.5868245744378","30.8022937750044","111.215498649408"
"Year 1 Nov 28 17:00","93.75","116.5","28.075","24.2416547765678","13.4571659873216","28.7778839403209","141.906269979689"
"Year 1 Nov 28 18:00","6","0.5","26.025","24.5586648913995","8.23655197050666","26.524993013893","160.596911016292"
"Year 1 Nov 28 19:00","0","0","24.075","24.7138952059858","4.06168296818873","25.1057175008012","164.858728638062"
"Year 1 Nov 28 20:00","0","0","22.4","24.7230540507185","1.88495371999948","23.9435473850823","156.506266111265"
"Year 1 Nov 28 21:00","0","0","21.175","24.6261002453785","1.97237341971395","22.9522741793123","140.019438857387"
"Year 1 Nov 28 22:00","0","0","20.3","24.4584278234033","3.93016506689342","21.9683353299681","118.815850896956"
"Year 1 Nov 28 23:00","0","0","19.875","24.2434212198782","4.89303942920326","21.5068609310519","95.1917598665046"
"Year 1 Nov 29 00:00","0","0","19.65","24.0040289761381","4.99593152556523","21.0727485480256","70.5382570186534"
"Year 1 Nov 29 01:00","0","0","19.6","23.7582313293137","4.2949912595706","20.7072516067473","47.6647494408366"
"Year 1 Nov 29 02:00","0","0","19.45","23.5180462797244","1.70807558039481","20.6362659217447","26.6392397793906"
"Year 1 Nov 29 03:00","0","0","19.25","23.2901489306921","1.42951963138739","20.3687324295663","8.54162690348706"
"Year 1 Nov 29 04:00","0","0","18.975","23.0795435296604","1.40990615782961","20.1163524861182","-6.61978913197551"
"Year 1 Nov 29 05:00","0","0","16.575","22.8786331523832","3.53785238680189","19.0069434051035","-18.8601307719522"
"Year 1 Nov 29 06:00","0","0","16.1","22.6636797832708","6.17495940634275","18.1385012795258","-28.5639830419853"
"Year 1 Nov 29 07:00","0","0","17.175","22.4289142278314","7.04337152963008","18.1614381154255","-42.448617962831"
"Year 1 Nov 29 08:00","13","148.5","19.225","22.1850004755683","7.60428253381056","19.0129605873954","-57.4581135727472"
"Year 1 Nov 29 09:00","51.5","666.75","21.825","21.9835397386975","6.23139652565534","21.6167189298545","-72.2735885485339"
"Year 1 Nov 29 10:00","47.75","923.5","24.675","21.8852603880499","5.90625432416574","24.0834226768334","-79.8874811012452"
"Year 1 Nov 29 11:00","50.75","1012","27.2","21.9408063114437","6.43757349258734","26.2316460302003","-76.3067202092952"
"Year 1 Nov 29 12:00","86.5","916","29.225","22.1461862428594","10.1067957067358","28.2998908722299","-60.4685246257594"
"Year 1 Nov 29 13:00","136.75","774.25","30.45","22.4726715819973","11.0194961391209","29.819019400844","-34.0414019709088"
"Year 1 Nov 29 14:00","218","495.75","30.925","22.8899509772554","15.622043155548","31.2049339400192","-1.17675282199768"
"Year 1 Nov 29 15:00","181.75","495.5","30.55","23.3653058755838","17.1768508291617","30.9361123796094","34.3556132326162"
"Year 1 Nov 29 16:00","159.25","334.75","29.425","23.8532785323984","15.0492691448631","29.9821773587212","67.5156721361737"
"Year 1 Nov 29 17:00","94.5","129.75","27.525","24.271055230768","10.3331646707417","28.2662342012456","97.2033950157915"
"Year 1 Nov 29 18:00","7.5","1.5","25.2","24.5693755508176","6.93166647635064","25.8239256760522","117.49545213477"
