1,"Building 1.eso"

"Date/Time","[1] Surface Outside Face Temperature  (C)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)","[1] Surface Inside Face Temperature  (C)","[1] Site Outdoor Air Drybulb Temperature  (C)"
,"BLOCK1:ZONE1_WALL_3_0_0","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","Environment"
"Year 1 Nov 19 14:00","44.5125942300947","813.5","126.5","-41.0556298308712","28.1011792992994","31.6"
"Year 1 Nov 19 15:00","50.7833773867856","732.5","121.5","18.5172367435856","28.8060406971552","32.725"
"Year 1 Nov 19 16:00","52.3708626110243","539.75","117.25","98.142497404326","29.8166935382935","32.4"
"Year 1 Nov 19 17:00","46.4757342684852","224.25","87.5","201.540938514535","30.980236455626","31.6"
"Year 1 Nov 19 18:00","36.8174011177987","0","11.5","289.142653425584","32.0439033161866","30.8"
"Year 1 Nov 19 19:00","33.3753883464023","0","0","331.14894210018","32.6908064687531","27.975"
"Year 1 Nov 19 20:00","30.6387495656428","0","0","327.387154402028","32.8568141696042","24.4"
"Year 1 Nov 19 21:00","28.1731062276925","0","0","294.532957293217","32.6929619809118","20.875"
"Year 1 Nov 19 22:00","26.4676315146296","0","0","247.504808198057","32.3222102392075","19.4"
"Year 1 Nov 19 23:00","25.2145653388321","0","0","190.164005792031","31.8472751069086","18.6"
"Year 1 Nov 20 00:00","24.1259062442516","0","0","134.116933058578","31.31419106999","17.8"
"Year 1 Nov 20 01:00","23.1853986091429","0","0","81.121860910044","30.7648896053029","17.15"
"Year 1 Nov 20 02:00","22.3279397241552","0","0","33.0818004388782","30.21760425503","16.55"
"Year 1 Nov 20 03:00","21.5443224386101","0","0","-9.48367169021746","29.6803271691531","16.025"
"Year 1 Nov 20 04:00","20.9714125948909","0","0","-47.0127867330358","29.1570181110301","16.2"
"Year 1 Nov 20 05:00","20.5163236881861","0","0","-79.81008647419","28.6516954817247","16.6"
"Year 1 Nov 20 06:00","20.1752220555733","0","0","-107.582247831211","28.1672689342542","17.075"
"Year 1 Nov 20 07:00","20.2987600740651","0","9","-133.878905110746","27.7228537894736","17.95"
"Year 1 Nov 20 08:00","21.455312696273","43","60","-155.959876452863","27.3213193079585","18.95"
"Year 1 Nov 20 09:00","23.8428984973341","213","151.5","-171.271207809961","26.9878622452387","19.95"
"Year 1 Nov 20 10:00","27.0806979412624","374.5","216.5","-176.204308175652","26.7724316529255","22.525"
"Year 1 Nov 20 11:00","30.230501189923","513.5","238.5","-168.908050987703","26.7324295512858","25.55"
"Year 1 Nov 20 12:00","33.089441911751","586","248","-146.245388847753","26.8854719582586","28.625"
"Year 1 Nov 20 13:00","36.1157668982546","590","250","-110.221250921204","27.2163712563172","29.4"
"Year 1 Nov 20 14:00","41.6738976266722","580","226.75","-61.519025286468","27.6884663697502","29.475"
"Year 1 Nov 20 15:00","45.9643437724207","541.75","184.75","-2.25491050942004","28.3443666159033","29.5"
"Year 1 Nov 20 16:00","46.7587517848735","407.25","148.5","68.8186500587881","29.2145752966226","29.5"
"Year 1 Nov 20 17:00","42.2359532847854","180","91.25","151.809046009284","30.176563413987","29.575"
"Year 1 Nov 20 18:00","34.3545975274418","0","11.5","220.178930290201","31.0335961034726","29.6"
"Year 1 Nov 20 19:00","31.4994126549419","0","0","251.973672845481","31.5444475832585","27.275"
"Year 1 Nov 20 20:00","29.2209389802972","0","0","248.620086580498","31.6568597622421","24.25"
"Year 1 Nov 20 21:00","27.1696177216923","0","0","222.28691697009","31.4960519279311","21.175"
"Year 1 Nov 20 22:00","25.6075859709172","0","0","184.202565261558","31.1642361111036","19.575"
"Year 1 Nov 20 23:00","24.2673099472344","0","0","138.179060469771","30.7409306741817","18.4"
"Year 1 Nov 21 00:00","23.0047765242437","0","0","91.6355961922168","30.2628501582362","17.275"
"Year 1 Nov 21 01:00","22.0340328450691","0","0","46.5434804958106","29.7560469004885","16.625"
"Year 1 Nov 21 02:00","21.214916654472","0","0","3.97978628994926","29.2377589126585","16.05"
"Year 1 Nov 21 03:00","20.3516519319892","0","0","-34.3043714416638","28.718964694214","15.525"
"Year 1 Nov 21 04:00","19.9772627264366","0","0","-68.4818028089242","28.2068985347964","16.225"
"Year 1 Nov 21 05:00","19.9584919240807","0","0","-98.6683039348998","27.7104865175179","17.4"
"Year 1 Nov 21 06:00","20.0942859489934","0","0","-126.817175328728","27.2597830677676","18.525"
"Year 1 Nov 21 07:00","20.3006890809726","0","0","-149.487468439947","26.8631462996073","19.4"
"Year 1 Nov 21 08:00","21.6547558346936","96.5","61.5","-166.019194543255","26.523087517395","20.2"
"Year 1 Nov 21 09:00","24.2737634023301","375.25","141.75","-175.471973550953","26.2551804816658","21"
"Year 1 Nov 21 10:00","27.0971143565599","606.25","159.5","-174.36311074694","26.1080835820327","23.075"
"Year 1 Nov 21 11:00","29.5215998294503","786.75","126.75","-161.546154708495","26.1275839915423","25.5"
"Year 1 Nov 21 12:00","31.8916626757272","818.5","135.75","-136.334874722072","26.3102986170687","27.975"
"Year 1 Nov 21 13:00","35.1571566912378","770.5","161","-101.708632820259","26.634334752468","29.425"
"Year 1 Nov 21 14:00","40.7796763382248","573.75","221.25","-58.3004552966352","27.0869799539048","30.6"
"Year 1 Nov 21 15:00","42.9999420676743","345.25","249.25","-3.0306302218617","27.7244649731143","31.725"
"Year 1 Nov 21 16:00","45.5225491839304","389.25","151.75","61.2757705850524","28.5451781138413","31.25"
"Year 1 Nov 21 17:00","42.3635309029508","227.25","81","136.977624449708","29.4396117840648","30.25"
"Year 1 Nov 21 18:00","34.0816889220719","0","12","205.350010490182","30.2738284727966","29.25"
"Year 1 Nov 21 19:00","31.3719534277859","0","0","241.660540699278","30.8090081486585","27.35"
"Year 1 Nov 21 20:00","29.3531326510012","0","0","241.431310354867","30.9658372733007","25.15"
"Year 1 Nov 21 21:00","27.6122064379495","0","0","217.891317582311","30.8599144402621","22.95"
"Year 1 Nov 21 22:00","26.3543165653145","0","0","183.579285150142","30.5927161187555","21.875"
"Year 1 Nov 21 23:00","25.359783155554","0","0","142.21023910212","30.2441843498612","21.1"
"Year 1 Nov 22 00:00","24.4835725289178","0","0","101.755450062106","29.8494844660205","20.375"
"Year 1 Nov 22 01:00","23.7179758777749","0","0","62.9288310182396","29.4392709074087","19.825"
"Year 1 Nov 22 02:00","23.0235961114976","0","0","27.2210465043473","29.0268909556032","19.25"
"Year 1 Nov 22 03:00","22.2422085336765","0","0","-4.76304746948487","28.6178604507016","18.725"
"Year 1 Nov 22 04:00","21.6205173833629","0","0","-33.4592491279803","28.2136447739939","18.3"
"Year 1 Nov 22 05:00","21.0106988091791","0","0","-59.0333003074302","27.8126356380047","17.9"
"Year 1 Nov 22 06:00","20.4509421164176","0","0","-81.1802943996635","27.4140262798568","17.5"
"Year 1 Nov 22 07:00","20.3159975036993","0","0","-102.79682010424","27.0282548141953","18.3"
"Year 1 Nov 22 08:00","21.4841269829158","35.75","59.25","-123.787874959061","26.669090064181","19.5"
"Year 1 Nov 22 09:00","23.8909752050072","183.75","153.75","-139.737974011701","26.3625482897707","20.7"
"Year 1 Nov 22 10:00","26.6969071302517","316.5","218","-145.867010543454","26.1677254806599","22.875"
"Year 1 Nov 22 11:00","29.608463403268","349","282.25","-139.852551473367","26.1360991754775","25.45"
"Year 1 Nov 22 12:00","32.184567645228","376.75","317.5","-119.918820627876","26.2814665749465","27.975"
"Year 1 Nov 22 13:00","34.9902766630384","476","288","-87.8956872817411","26.5900904227751","29.2"
"Year 1 Nov 22 14:00","40.576794598837","552.75","230.25","-45.6445213547967","27.0345716415615","30"
"Year 1 Nov 22 15:00","45.8227762948081","537","189.75","7.60773703623554","27.6569989644591","30.8"
"Year 1 Nov 22 16:00","47.1701199108828","420.75","144.25","74.9703050561135","28.5124800435021","30.325"
"Year 1 Nov 22 17:00","42.4460086848242","195.75","87.5","159.94719768474","29.4915057404322","29.35"
"Year 1 Nov 22 18:00","33.7583165180131","0","11.5","233.181741355611","30.3838832236978","28.425"
"Year 1 Nov 22 19:00","30.7888421908956","0","0","267.940094207434","30.9205276944228","26.475"
"Year 1 Nov 22 20:00","28.6116287187499","0","0","262.591175336542","31.0409902783219","24.25"
"Year 1 Nov 22 21:00","26.7747120193236","0","0","232.570387694942","30.8802392462638","21.975"
"Year 1 Nov 22 22:00","25.5036856708858","0","0","191.749526902499","30.5516660333684","20.875"
"Year 1 Nov 22 23:00","24.4684298204263","0","0","144.614208988585","30.1432140232658","20.175"
"Year 1 Nov 23 00:00","23.5420603812506","0","0","99.2223555574307","29.6938191686943","19.4"
"Year 1 Nov 23 01:00","22.8233626318773","0","0","56.4957361292034","29.2332433394142","19.05"
"Year 1 Nov 23 02:00","22.2479406617179","0","0","17.2753074427132","28.7776837391025","18.85"
"Year 1 Nov 23 03:00","21.7857775242594","0","0","-17.1465816958243","28.3346596702864","18.65"
"Year 1 Nov 23 04:00","21.2894206256829","0","0","-46.6404214145374","27.9095074202125","18.375"
"Year 1 Nov 23 05:00","20.8394533747462","0","0","-71.0849230866077","27.501443617221","18.15"
"Year 1 Nov 23 06:00","20.3584479145298","0","0","-92.7234835685746","27.112817478764","17.875"
"Year 1 Nov 23 07:00","20.0264979412863","0","0","-112.626806690674","26.7457316431305","18.025"
"Year 1 Nov 23 08:00","20.776655992488","62","60","-130.525337666896","26.398609345554","18.25"
"Year 1 Nov 23 09:00","22.651463658055","292","145.25","-144.362680275118","26.0871300079227","18.525"
"Year 1 Nov 23 10:00","25.1023123028774","487","183","-150.833020593034","25.8623118564687","20.775"
"Year 1 Nov 23 11:00","27.7426289427585","574.75","211.75","-148.735304300224","25.7786519398219","23.6"
"Year 1 Nov 23 12:00","30.4519542959243","561.75","250.5","-134.089735840303","25.8541854823782","26.475"
"Year 1 Nov 23 13:00","32.9599062888721","410.75","308.75","-107.438484485695","26.0879778457135","27.65"
"Year 1 Nov 23 14:00","35.5138598721729","216.75","329","-69.0932990612325","26.4545076617383","28.25"
"Year 1 Nov 23 15:00","35.1771310249282","86","266.25","-24.3053252938986","26.9461419544438","28.85"
"Year 1 Nov 23 16:00","33.964149455178","45.5","187.75","20.103146838812","27.4959822617749","28.325"
"Year 1 Nov 23 17:00","30.7452884956422","10.5","87.5","59.7685432765855","27.9855342770873","27.5"
"Year 1 Nov 23 18:00","27.8405987247624","0","7","85.3490186848801","28.316756662011","26.625"
"Year 1 Nov 23 19:00","26.5167915314394","0","0","91.1216590026317","28.4406766518345","25.575"
"Year 1 Nov 23 20:00","25.5633066722249","0","0","81.7561783765596","28.3839143134219","24.55"
"Year 1 Nov 23 21:00","24.7401714907033","0","0","64.148250428275","28.214416540679","23.475"
"Year 1 Nov 23 22:00","23.8675478170952","0","0","43.0032899626424","27.9832015024771","22.225"
"Year 1 Nov 23 23:00","22.9755515364993","0","0","21.0583708311149","27.7147493234242","21"
"Year 1 Nov 24 00:00","22.0541951940477","0","0","-0.924531927571621","27.4185769864175","19.725"
"Year 1 Nov 24 01:00","21.3492793337009","0","0","-22.7762276439888","27.098543921692","19.025"
"Year 1 Nov 24 02:00","20.8072832391483","0","0","-44.6380085552066","26.7618691490822","18.6"
"Year 1 Nov 24 03:00","20.313987191182","0","0","-64.6115871720078","26.4148874404445","18.125"
"Year 1 Nov 24 04:00","19.7737943152878","0","0","-83.4181708811685","26.0695348519124","17.475"
"Year 1 Nov 24 05:00","19.2272154615344","0","0","-100.968465779075","25.7309691321652","16.85"
"Year 1 Nov 24 06:00","18.671264064651","0","0","-117.029438400689","25.3960887067918","16.175"
"Year 1 Nov 24 07:00","18.414091804488","0","0","-132.026856787363","25.0636041024807","16.45"
"Year 1 Nov 24 08:00","19.192332214375","5.25","46.5","-146.948357522248","24.7427674644509","17.05"
"Year 1 Nov 24 09:00","21.1594657606427","33.25","146.75","-158.509154259535","24.4539647030597","17.65"
"Year 1 Nov 24 10:00","23.9013178882751","79","234.75","-162.948431227076","24.25052174936","19.975"
"Year 1 Nov 24 11:00","26.7190694557396","107.5","297.25","-158.278265230684","24.1928181297873","22.8"
"Year 1 Nov 24 12:00","29.4413999996965","139.75","341.75","-140.491956813935","24.3029100986603","25.675"
"Year 1 Nov 24 13:00","32.2246686594989","256.75","352.25","-110.494970957088","24.5757638694565","26.55"
"Year 1 Nov 24 14:00","36.6380588247029","381","295.25","-68.1608469709679","24.9848126844271","26.675"
"Year 1 Nov 24 15:00","41.1758620143193","440","226","-16.5393326338079","25.5534191680863","26.85"
"Year 1 Nov 24 16:00","42.5948228036322","385.5","165.5","44.6746926849663","26.3172154924264","27.05"
"Year 1 Nov 24 17:00","40.055799722909","234","81.75","117.772128243546","27.1992208744652","27.175"
"Year 1 Nov 24 18:00","31.4501432799249","0","12","184.674946140016","28.0364269185022","27.35"
"Year 1 Nov 24 19:00","29.0631120713198","0","0","220.090274880933","28.5800982463665","26.5"
"Year 1 Nov 24 20:00","27.5227999043843","0","0","219.735172744708","28.7483158132723","25.375"
"Year 1 Nov 24 21:00","26.2898409727576","0","0","197.187169271444","28.6699649459296","24.2"
"Year 1 Nov 24 22:00","25.1873602568668","0","0","165.693263263865","28.4554152675851","23"
"Year 1 Nov 24 23:00","24.1974705657079","0","0","131.952262338046","28.165936604299","21.875"
"Year 1 Nov 25 00:00","23.2573042807139","0","0","97.8151861849918","27.8372681739365","20.7"
"Year 1 Nov 25 01:00","22.3275609052604","0","0","65.3911939957217","27.4834830591859","19.875"
"Year 1 Nov 25 02:00","21.4585359823435","0","0","33.6742669422646","27.1178994040737","19.25"
"Year 1 Nov 25 03:00","20.6319837141563","0","0","3.81044225228774","26.7419581149349","18.575"
"Year 1 Nov 25 04:00","19.9931912367141","0","0","-23.9335915323333","26.357392833434","18.025"
"Year 1 Nov 25 05:00","19.4411653653127","0","0","-49.3980133672876","25.9684542247791","17.45"
"Year 1 Nov 25 06:00","18.9363720628176","0","0","-71.556123634376","25.5787319712654","16.925"
"Year 1 Nov 25 07:00","18.8203121641449","0","0","-92.9743941181288","25.2021574549195","17.325"
"Year 1 Nov 25 08:00","19.9418194258138","84.75","56.5","-113.202003305526","24.8517605244719","18.1"
"Year 1 Nov 25 09:00","22.4046827294718","377.25","134","-128.449991967962","24.5529855585653","18.825"
"Year 1 Nov 25 10:00","25.0929489636449","619.25","149.5","-134.044654900849","24.365028693485","21.1"
"Year 1 Nov 25 11:00","27.5523736183931","773.25","132.75","-128.657223945282","24.3421775395937","23.9"
"Year 1 Nov 25 12:00","29.9220738550437","821.5","133.25","-110.491598686111","24.4866843500526","26.7"
"Year 1 Nov 25 13:00","33.067320245348","827.25","134.5","-81.9252068150773","24.7803995385782","27.775"
"Year 1 Nov 25 14:00","39.91372786216","809.5","124.25","-42.2706336548862","25.2031208729499","28.35"
"Year 1 Nov 25 15:00","46.0624818861644","729.75","118.5","11.16855286821","25.8344828853705","28.875"
"Year 1 Nov 25 16:00","47.8704048796217","533.75","120.5","82.8007023500027","26.7566607685312","28.7"
"Year 1 Nov 25 17:00","43.0852283715344","244.5","84","176.921872587119","27.8437080395328","28.225"
"Year 1 Nov 25 18:00","33.5299815803968","0","12","259.708605213886","28.8643981904484","27.725"
"Year 1 Nov 25 19:00","30.4772713831693","0","0","301.412582886984","29.5058999191289","26.025"
"Year 1 Nov 25 20:00","28.2735631287335","0","0","299.203735412596","29.6965416396092","23.85"
"Year 1 Nov 25 21:00","26.4069835391424","0","0","269.918356288198","29.58475450019","21.725"
"Year 1 Nov 25 22:00","24.7139826843771","0","0","228.915039888789","29.2937267279","19.625"
"Year 1 Nov 25 23:00","23.0740090735471","0","0","183.468893301297","28.8954981171222","17.45"
"Year 1 Nov 26 00:00","21.4846138745236","0","0","137.22646857553","28.4285716559672","15.325"
"Year 1 Nov 26 01:00","20.6561719043531","0","0","90.2848289532367","27.9174708613955","15.175"
"Year 1 Nov 26 02:00","20.2980970694633","0","0","42.2859346999961","27.3971285128739","15.75"
"Year 1 Nov 26 03:00","20.043973637592","0","0","-0.234288042301332","26.8891463480945","16.275"
"Year 1 Nov 26 04:00","19.6570747346619","0","0","-35.6802342893348","26.4139094942567","16.175"
"Year 1 Nov 26 05:00","19.1937750887058","0","0","-63.6966001359531","25.9722988207169","15.8"
"Year 1 Nov 26 06:00","18.7547933974774","0","0","-86.1437065030746","25.5570848749368","15.475"
"Year 1 Nov 26 07:00","18.6112165588822","0","0","-107.265054551589","25.172835060944","16.3"
"Year 1 Nov 26 08:00","19.7007753195588","83","55.25","-126.817024508476","24.8220548012051","17.5"
"Year 1 Nov 26 09:00","22.0426190640169","378","132","-141.488900395987","24.5241964022284","18.7"
"Year 1 Nov 26 10:00","24.6625047462404","628.25","146.25","-146.974542399181","24.335237099099","21.175"
"Year 1 Nov 26 11:00","27.1298126121415","794.25","124.25","-141.634394403237","24.3052468009019","24.15"
"Year 1 Nov 26 12:00","29.5357875145924","852","120","-123.904508268909","24.4395769362655","27.075"
"Year 1 Nov 26 13:00","32.8323119417641","857.75","121.75","-95.7293053831664","24.7233168195498","28.625"
"Year 1 Nov 26 14:00","39.9506116436731","835.5","115.5","-56.5827609905741","25.1426470260187","29.8"
"Year 1 Nov 26 15:00","46.7848864108145","750.75","113.5","-2.41727624979243","25.7800505587004","30.925"
"Year 1 Nov 26 16:00","48.8885160789018","546.5","121.75","71.7691040102731","26.7263893683475","30.525"
"Year 1 Nov 26 17:00","44.2129710708594","269.25","79","169.288437892029","27.8739618804631","29.55"
"Year 1 Nov 26 18:00","34.1017777710374","0","12.5","259.090503522617","28.9583480307855","28.625"
"Year 1 Nov 26 19:00","30.5122596974424","0","0","306.770949419797","29.6521505085108","25.775"
"Year 1 Nov 26 20:00","27.567308989222","0","0","308.742919085084","29.8594449587424","22.2"
"Year 1 Nov 26 21:00","24.8916711856257","0","0","280.091742805425","29.7216375222933","18.675"
"Year 1 Nov 26 22:00","23.2427419868868","0","0","235.484527965897","29.3593213601099","17.5"
"Year 1 Nov 26 23:00","22.1904182815515","0","0","178.512027072372","28.8837589832552","17.1"
"Year 1 Nov 27 00:00","21.327934649947","0","0","123.083794954359","28.3494188137421","16.7"
"Year 1 Nov 27 01:00","20.568610530162","0","0","71.3743994795798","27.8069716279383","16.3"
"Year 1 Nov 27 02:00","19.9022787895881","0","0","25.6255651153751","27.276662927466","15.9"
"Year 1 Nov 27 03:00","19.3034392014173","0","0","-14.0390659904346","26.7662235844413","15.5"
"Year 1 Nov 27 04:00","18.7014162515506","0","0","-47.9056461430307","26.2772723864649","15.025"
"Year 1 Nov 27 05:00","18.1354120101956","0","0","-76.2735905320544","25.806602051348","14.6"
"Year 1 Nov 27 06:00","17.5864771740731","0","0","-100.721413234574","25.3527968069392","14.125"
"Year 1 Nov 27 07:00","17.5360201693587","0","0","-124.266880191956","24.925127378372","15.275"
"Year 1 Nov 27 08:00","18.8224046702182","81.75","54.25","-146.708088894784","24.5335676470533","16.9"
"Year 1 Nov 27 09:00","21.501726619118","378.25","131","-163.31896354906","24.2046977201093","18.575"
"Year 1 Nov 27 10:00","24.4908100064979","625.25","145.75","-169.340777263372","24.0015278739569","21.325"
"Year 1 Nov 27 11:00","27.2709104532061","787.25","126","-162.302327757608","23.9768782122352","24.35"
"Year 1 Nov 27 12:00","29.9718178320073","842.75","123.5","-141.05346382973","24.1364886157929","27.425"
"Year 1 Nov 27 13:00","33.4042112128797","851","123.75","-108.262773161816","24.4631979604429","29.025"
"Year 1 Nov 27 14:00","40.311050901385","830","117.25","-63.6311003467619","24.9355298963789","30.05"
"Year 1 Nov 27 15:00","46.0875523389259","757.25","109.75","-4.41170421780818","25.6243612024674","31.125"
"Year 1 Nov 27 16:00","48.045138052556","577.25","108","71.5933831419658","26.5965811740388","30.8"
"Year 1 Nov 27 17:00","43.5320984249357","276","78.25","167.13128146085","27.7319414354716","30"
"Year 1 Nov 27 18:00","33.7576477333578","0","12.5","253.501814818515","28.7892656320773","29.2"
"Year 1 Nov 27 19:00","30.2299100931972","0","0","299.046622578713","29.4616415414461","26"
"Year 1 Nov 27 20:00","27.3067477399561","0","0","301.189302649805","29.6569062476867","22"
"Year 1 Nov 27 21:00","24.6464062847623","0","0","273.701263731817","29.5130046989563","18"
"Year 1 Nov 27 22:00","22.8331422293402","0","0","230.755593936349","29.1457716578636","16.325"
"Year 1 Nov 27 23:00","21.485660238822","0","0","175.623260586542","28.6609758188939","15.35"
"Year 1 Nov 28 00:00","20.3217918479075","0","0","120.37834362402","28.1089353416265","14.425"
"Year 1 Nov 28 01:00","19.7818626097408","0","0","67.0415649826042","27.5365593573944","15.025"
"Year 1 Nov 28 02:00","19.6096818976772","0","0","17.0671818888954","26.9787930598108","16.05"
"Year 1 Nov 28 03:00","19.6090471507203","0","0","-25.0434607649158","26.4557973912095","17.125"
"Year 1 Nov 28 04:00","19.3923969162163","0","0","-58.290809483725","25.9820112265926","17.175"
"Year 1 Nov 28 05:00","19.0053815120757","0","0","-82.6644267670157","25.55320629785","16.8"
"Year 1 Nov 28 06:00","18.6216983341007","0","0","-104.161258545734","25.172666487125","16.475"
"Year 1 Nov 28 07:00","18.550163497071","0","0","-122.086704928562","24.8210061061321","17"
"Year 1 Nov 28 08:00","19.7259132799544","78.5","53.25","-138.128725666067","24.5003972614758","17.8"
"Year 1 Nov 28 09:00","22.4350065465347","377.5","130","-149.22602466005","24.2309987596745","18.6"
"Year 1 Nov 28 10:00","25.3858775155873","625","145","-150.873217346508","24.0749009232722","21.125"
"Year 1 Nov 28 11:00","28.0059963875529","786","126","-141.402874466581","24.0919780755898","24.15"
"Year 1 Nov 28 12:00","30.3922426250339","840.5","123.75","-118.754673380792","24.2840774383433","27.225"
"Year 1 Nov 28 13:00","33.6691820941994","848.25","124.5","-86.0873117648981","24.629622191469","28.75"
"Year 1 Nov 28 14:00","40.4982229124481","828.25","117.25","-43.0281471980756","25.1054105584241","29.75"
"Year 1 Nov 28 15:00","46.0835150827401","754.5","110.25","13.6882837373668","25.7877813378388","30.75"
"Year 1 Nov 28 16:00","47.8900417702475","569","109.75","87.6003066465751","26.7437933870034","30.325"
"Year 1 Nov 28 17:00","43.4931072154165","269.25","79","181.390376093599","27.8482998076081","29.5"
"Year 1 Nov 28 18:00","33.8004353505352","0","12.5","264.773901343077","28.8774943424545","28.625"
"Year 1 Nov 28 19:00","30.1676189511159","0","0","307.9976708516","29.5283742988419","25.55"
"Year 1 Nov 28 20:00","27.0336068058004","0","0","308.004428492072","29.7089309925787","21.75"
"Year 1 Nov 28 21:00","24.077812183226","0","0","278.219404127114","29.5490195461754","17.95"
"Year 1 Nov 28 22:00","22.2418585800856","0","0","232.305692419141","29.1577188587959","16.175"
"Year 1 Nov 28 23:00","21.0932715610632","0","0","174.225980835775","28.6385596876728","15.15"
"Year 1 Nov 29 00:00","19.9717691097052","0","0","116.342410312351","28.0542428600411","14.075"
"Year 1 Nov 29 01:00","19.2924762493406","0","0","61.8414057823005","27.4562082459203","14.1"
"Year 1 Nov 29 02:00","18.8674998383721","0","0","11.785788407319","26.8740497067671","14.5"
"Year 1 Nov 29 03:00","18.5579697988579","0","0","-30.8892620673521","26.321207076947","14.9"
"Year 1 Nov 29 04:00","18.0586775728902","0","0","-65.6435879647721","25.8056433896401","14.475"
"Year 1 Nov 29 05:00","17.4708824165892","0","0","-92.5289122186542","25.320989634691","13.85"
"Year 1 Nov 29 06:00","16.8534764578619","0","0","-116.947038035973","24.8698068126848","13.175"
"Year 1 Nov 29 07:00","16.8293085742545","0","0","-138.89660604247","24.4414566187942","14.275"
"Year 1 Nov 29 08:00","18.2028228174174","71","54","-160.368675570292","24.0482870656863","16.05"
"Year 1 Nov 29 09:00","21.1295764382059","358","134","-176.122795133519","23.71913269321","17.775"
"Year 1 Nov 29 10:00","24.1622752329268","628.75","142.75","-180.668314574248","23.5212389228081","20.675"
"Year 1 Nov 29 11:00","26.9745874784305","792.75","122.75","-171.840531713405","23.5103025318669","23.9"
"Year 1 Nov 29 12:00","29.6894616156546","849.75","119.5","-148.708204732","23.6874265531805","27.175"
"Year 1 Nov 29 13:00","33.1529060499334","858.75","119.5","-114.187139356461","24.0324506171803","28.825"
"Year 1 Nov 29 14:00","40.1539965197173","840.5","112.5","-67.8352418518044","24.5216100296405","29.85"
"Year 1 Nov 29 15:00","45.8683063592357","757.75","110.75","-7.01638587778552","25.2277341613317","30.925"
"Year 1 Nov 29 16:00","47.5944435064812","550.75","120","70.2426549031925","26.2177042615806","30.525"
"Year 1 Nov 29 17:00","43.3258197887133","273","78.25","166.556983391792","27.3630284064348","29.55"
"Year 1 Nov 29 18:00","33.5895842881756","0","12.5","253.521047152824","28.4251985426374","28.625"
"Year 1 Nov 29 19:00","30.032882642947","0","0","300.002669219301","29.1049146917257","25.25"
"Year 1 Nov 29 20:00","27.1318147591243","0","0","303.460593094446","29.3075267120506","21.05"
"Year 1 Nov 29 21:00","24.4869356860372","0","0","277.364786124864","29.1688352078573","16.85"
"Year 1 Nov 29 22:00","22.6724987802729","0","0","235.484530365003","28.8064265703099","15.125"
"Year 1 Nov 29 23:00","21.3209671634992","0","0","181.020807379409","28.3270244749703","14.15"
"Year 1 Nov 30 00:00","20.1518850992239","0","0","126.181270392161","27.7804710961963","13.225"
"Year 1 Nov 30 01:00","19.354567203297","0","0","73.4683070307239","27.2111730176473","13.15"
"Year 1 Nov 30 02:00","18.7984180228576","0","0","24.5189860113829","26.6469945533001","13.35"
"Year 1 Nov 30 03:00","18.3487036107869","0","0","-18.0872901553014","26.1027012049164","13.55"
"Year 1 Nov 30 04:00","18.1483937760977","0","0","-54.1422749689895","25.5888960267454","14.425"
"Year 1 Nov 30 05:00","18.0689677487413","0","0","-83.5767345368568","25.1110982984553","15.45"
"Year 1 Nov 30 06:00","18.0601472373237","0","0","-109.400762535082","24.685380883016","16.525"
"Year 1 Nov 30 07:00","18.2274081949959","0","0","-130.761802253495","24.3140493438339","17.475"
"Year 1 Nov 30 08:00","19.3854082065057","71","53.75","-146.903757848512","23.9936751979613","18.3"
"Year 1 Nov 30 09:00","21.9624843512637","357.75","133.25","-156.792684542308","23.7381214670609","19.175"
"Year 1 Nov 30 10:00","24.7291241573733","627.25","142.75","-157.200799861921","23.5971961672832","21.575"
"Year 1 Nov 30 11:00","27.3616902818564","789","123","-146.975612224618","23.6211226516824","24.55"
"Year 1 Nov 30 12:00","29.8965144328759","844.5","120.5","-124.445999264711","23.8131943633863","27.475"
"Year 1 Nov 30 13:00","33.3811605788128","856.25","120.25","-91.8282882215692","24.158192111279","29.175"
"Year 1 Nov 30 14:00","40.7808055022594","840.5","112","-48.557384560298","24.641589063233","30.4"
"Year 1 Nov 30 15:00","47.4846139594833","771","104.5","10.2328061005032","25.3474568190181","31.675"
"Year 1 Nov 30 16:00","49.508792092814","586","105.5","88.710750160042","26.3635645645603","31.175"
"Year 1 Nov 30 17:00","44.3122916169971","280","77.5","190.421336226143","27.5665749342478","30.15"
"Year 1 Nov 30 18:00","34.003791370092","0.5","12.5","282.06967738839","28.6886477936184","29.075"
"Year 1 Nov 30 19:00","29.8590411893674","0","0","329.99490389708","29.393210125225","24.75"
"Year 1 Nov 30 20:00","27.1108781193723","0","0","331.024999152911","29.5817783270378","21.75"
"Year 1 Nov 30 21:00","25.1893844735824","0","0","295.692680869448","29.4255507247116","19.55"
"Year 1 Nov 30 22:00","23.570572342189","0","0","246.811754095523","29.0599915396136","17.65"
"Year 1 Nov 30 23:00","22.1779953571973","0","0","192.686557260261","28.5885273691535","16.3"
"Year 1 Dec 01 00:00","20.9949686963454","0","0","138.780434530063","28.0650145173432","15.625"
