1,"Building 1.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Temperature  (C)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Oct 08 16:00","131","613","33.9","348.849331395154","39.4991085910539","54.1353454920212"
"Year 1 Oct 08 17:00","122","323","33.5","408.847221748067","40.3278440380038","48.2062640612506"
"Year 1 Oct 08 18:00","51.75","62.25","33.1","432.399319436954","40.8576974777784","41.9954172770529"
"Year 1 Oct 08 19:00","0","0","31.8","414.802886500347","41.0130551405321","38.3817370411465"
"Year 1 Oct 08 20:00","0","0","30.2","366.1862032272","40.8306267307234","36.4481781193606"
"Year 1 Oct 08 21:00","0","0","28.6","302.344456132311","40.4334976563297","34.9632505685629"
"Year 1 Oct 08 22:00","0","0","27.75","235.152876592279","39.9320402986574","33.6550126574486"
"Year 1 Oct 08 23:00","0","0","27.15","169.949214678217","39.3950495268495","32.4505691042769"
"Year 1 Oct 09 00:00","0","0","26.55","110.81045074282","38.8447628402035","31.3435534957728"
"Year 1 Oct 09 01:00","0","0","25.8","56.8859140291056","38.297731143684","30.4740742883142"
"Year 1 Oct 09 02:00","0","0","25","9.202753354277","37.7581211885508","29.7630041886694"
"Year 1 Oct 09 03:00","0","0","24.2","-32.3535523183346","37.2333550001874","29.1158093213821"
"Year 1 Oct 09 04:00","0","0","23.625","-67.9015966365379","36.7269559919587","28.4754505322345"
"Year 1 Oct 09 05:00","0","0","23.05","-97.7849014806666","36.2372504975914","27.8376168793395"
"Year 1 Oct 09 06:00","0","0","22.525","-124.110099298635","35.7650359153021","27.2311071091267"
"Year 1 Oct 09 07:00","21.5","26","22.4","-148.577591352226","35.3142019005003","27.4534604109891"
"Year 1 Oct 09 08:00","101.5","174.75","23.9","-169.903542375707","34.89444994718","30.9613701190005"
"Year 1 Oct 09 09:00","160.25","455","25.9","-182.272803348131","34.5890315139106","37.7563472052822"
"Year 1 Oct 09 10:00","148.75","692.5","27.825","-170.421728684601","34.5357994815797","45.2794403160022"
"Year 1 Oct 09 11:00","135.75","810","29.8","-125.31727253566","34.8518272680701","51.3497039234993"
"Year 1 Oct 09 12:00","127","863.25","31.725","-50.6905542739684","35.5514704838071","55.6849439944374"
"Year 1 Oct 09 13:00","128.5","867.5","32.725","42.0638445634445","36.5544712172761","57.7374058149069"
"Year 1 Oct 09 14:00","127.25","842","33.35","150.134095394505","37.6771149962872","57.6722386067433"
"Year 1 Oct 09 15:00","134.75","761.5","34.025","247.762794383419","38.8019685680838","55.8849988972272"
"Year 1 Oct 09 16:00","130.75","611.5","33.9","328.531879998698","39.7891581617643","52.8208793364392"
"Year 1 Oct 09 17:00","121","319.75","33.5","381.852178428135","40.5515051084439","47.8784977944567"
"Year 1 Oct 09 18:00","50.75","59.25","33.1","401.613450138406","41.0250165472428","42.5774918676628"
"Year 1 Oct 09 19:00","0","0","31.425","385.672269455427","41.1676895895235","38.9117784813237"
"Year 1 Oct 09 20:00","0","0","29.25","343.463570820799","41.0045582809993","36.5744702929885"
"Year 1 Oct 09 21:00","0","0","27.125","286.270210248648","40.6272316616923","34.5746674023764"
"Year 1 Oct 09 22:00","0","0","26.225","222.057738547228","40.1291817272514","33.1796506884969"
"Year 1 Oct 09 23:00","0","0","25.65","157.337290837893","39.5727661514401","32.1024160684432"
"Year 1 Oct 10 00:00","0","0","25.125","96.6240387790044","38.9999313562508","31.1738116932814"
"Year 1 Oct 10 01:00","0","0","24.625","42.2772268361761","38.4331044943768","30.2840139295473"
"Year 1 Oct 10 02:00","0","0","24.2","-5.36808026560599","37.8812068054623","29.413293995889"
"Year 1 Oct 10 03:00","0","0","23.725","-46.8996994945961","37.3447219647473","28.6365013111713"
"Year 1 Oct 10 04:00","0","0","23.525","-82.7603158571581","36.820730423346","28.1004283532156"
"Year 1 Oct 10 05:00","0","0","23.35","-113.168309088573","36.3107972644619","27.6816108972435"
"Year 1 Oct 10 06:00","0","0","23.225","-141.187141195963","35.832201264056","27.2585093731008"
"Year 1 Oct 10 07:00","21","23.25","24.175","-165.465926751665","35.3853238650343","27.8882156871633"
"Year 1 Oct 10 08:00","98","166.25","25.55","-185.975052293473","34.9878190305235","31.6129463219575"
"Year 1 Oct 10 09:00","158.75","438.5","26.875","-193.998437133835","34.714369887437","38.951333084394"
"Year 1 Oct 10 10:00","182","624.75","28.475","-176.201046820918","34.7078552313814","46.5557643035365"
"Year 1 Oct 10 11:00","184.75","734.5","30.25","-124.658791537647","35.0841444974373","52.9963767859862"
"Year 1 Oct 10 12:00","166","806","31.975","-43.5489173219127","35.8544124618827","57.631271866744"
"Year 1 Oct 10 13:00","179.5","782.25","32.775","57.2901131051228","36.9337088637615","59.699666315811"
"Year 1 Oct 10 14:00","223.5","670","33.35","173.032517324135","38.1346762356006","59.2173067365265"
"Year 1 Oct 10 15:00","220.25","565.25","33.875","276.528703708053","39.326364183147","56.6192627048985"
"Year 1 Oct 10 16:00","168","497.75","33.775","359.691443733838","40.3452071212453","53.4899773916534"
"Year 1 Oct 10 17:00","117.5","296.25","33.55","411.044478220585","41.110754898181","48.608322665517"
"Year 1 Oct 10 18:00","49.25","47.25","33.275","427.478631988973","41.5761060165167","43.1128822413251"
"Year 1 Oct 10 19:00","0","0","31.7","407.925116611749","41.7065976862457","39.5030672052387"
"Year 1 Oct 10 20:00","0","0","29.7","361.952446720646","41.5304810866874","37.2256196307542"
"Year 1 Oct 10 21:00","0","0","27.7","301.668020644174","41.1437304174196","35.2181586753089"
"Year 1 Oct 10 22:00","0","0","26.75","235.043176433591","40.6412768754088","33.7757914451258"
"Year 1 Oct 10 23:00","0","0","26.15","168.578104451459","40.0819535254503","32.6732318395227"
"Year 1 Oct 11 00:00","0","0","25.55","106.677862325034","39.5045024569812","31.7122134217078"
"Year 1 Oct 11 01:00","0","0","25.025","50.9950386306257","38.9334817814274","30.8647715885276"
"Year 1 Oct 11 02:00","0","0","24.6","2.13440753971738","38.3783495922364","30.1168629486503"
"Year 1 Oct 11 03:00","0","0","24.125","-40.1575931705505","37.8427085089157","29.4168475170202"
"Year 1 Oct 11 04:00","0","0","24","-76.2360943733945","37.3259550121588","28.8800297394945"
"Year 1 Oct 11 05:00","0","0","24","-106.464313221168","36.8271019866708","28.456865023762"
"Year 1 Oct 11 06:00","0","0","24","-133.969293958815","36.358878745265","28.1010228256367"
"Year 1 Oct 11 07:00","20.75","25.25","24.825","-157.902031696994","35.9235505357152","28.726129798028"
"Year 1 Oct 11 08:00","99.75","171","26","-177.670095622906","35.5374352817268","32.46950938653"
"Year 1 Oct 11 09:00","160","448.25","27.125","-184.974655655061","35.2742688969972","39.5704176326353"
"Year 1 Oct 11 10:00","151.5","682.75","28.675","-166.957492712874","35.2732908827702","47.256216769707"
"Year 1 Oct 11 11:00","141","797.5","30.3","-115.815720956371","35.6510586103574","53.346543341044"
"Year 1 Oct 11 12:00","133.75","848","31.975","-36.0319929314408","36.4166781208468","57.6143560278254"
"Year 1 Oct 11 13:00","138.5","846.5","32.625","64.1017190390943","37.4688199683981","59.9827007330205"
"Year 1 Oct 11 14:00","140.25","813.5","32.85","177.565548848675","38.6382571879866","60.7125410545812"
"Year 1 Oct 11 15:00","149.75","722.5","33.125","281.710207033536","39.8224310532388","59.2291028448611"
"Year 1 Oct 11 16:00","147.25","559.75","33.425","369.972813336529","40.8915082897199","55.6207496924558"
"Year 1 Oct 11 17:00","122.25","287.75","33.65","430.243653313486","41.7373890830652","49.9576328418118"
"Year 1 Oct 11 18:00","47.75","44.25","33.925","451.372330464236","42.2734468599792","44.1468080088732"
"Year 1 Oct 11 19:00","0","0","32.575","432.640653953278","42.4412811048053","40.5195471339792"
"Year 1 Oct 11 20:00","0","0","30.75","385.148540463826","42.2799379917424","38.3131070597371"
"Year 1 Oct 11 21:00","0","0","28.875","322.014446289036","41.9030178329819","36.4310810599102"
"Year 1 Oct 11 22:00","0","0","27.8","254.141068737724","41.4078956315953","34.9899215398312"
"Year 1 Oct 11 23:00","0","0","27","186.738817425445","40.8603440013319","33.7674549884711"
"Year 1 Oct 12 00:00","0","0","26.2","124.538418102875","40.2918543707946","32.6929416861387"
"Year 1 Oct 12 01:00","0","0","25.775","67.7194074788579","39.7262649643043","31.8442623760198"
"Year 1 Oct 12 02:00","0","0","25.475","17.0449678163383","39.1741793037275","31.1438515718561"
"Year 1 Oct 12 03:00","0","0","25.175","-26.8568988625009","38.6415508429322","30.5147222550648"
"Year 1 Oct 12 04:00","0","0","24.875","-64.2311701922956","38.1311728896589","29.9373357429901"
"Year 1 Oct 12 05:00","0","0","24.575","-95.3517027660727","37.6410993015344","29.4027116145576"
"Year 1 Oct 12 06:00","0","0","24.275","-121.944789845671","37.172016528916","28.8440436130972"
"Year 1 Oct 12 07:00","20.5","25","25.1","-146.748150729527","36.7316238991457","29.3711616171981"
"Year 1 Oct 12 08:00","98.75","170.5","26.3","-168.29036821121","36.3333359664243","33.0531094844338"
"Year 1 Oct 12 09:00","159","449.5","27.5","-177.721294395309","36.0532412619173","40.1567141151315"
"Year 1 Oct 12 10:00","150","685.25","29.15","-161.905790614194","36.034369607753","47.706105541724"
"Year 1 Oct 12 11:00","137.75","802","30.95","-112.83979194584","36.3933254924324","53.4365980394727"
"Year 1 Oct 12 12:00","128.75","856","32.75","-35.6248228905895","37.1325807186959","57.3186056266595"
"Year 1 Oct 12 13:00","130.75","859.75","33.725","60.7954217394434","38.1437590730835","59.9891070874201"
"Year 1 Oct 12 14:00","139.5","811.25","34.35","169.214657739046","39.2701452032309","61.0003945933404"
"Year 1 Oct 12 15:00","163.25","687.5","35.025","270.110460980769","40.4242395201679","60.0373376362811"
"Year 1 Oct 12 16:00","147.25","546.25","34.9","357.158890036249","41.490091757412","56.436348533791"
"Year 1 Oct 12 17:00","121.75","278.5","34.5","420.824049728782","42.3417438839179","50.4513742382446"
"Year 1 Oct 12 18:00","46.25","43.5","34.1","445.184548254362","42.8828636376072","44.532375309372"
"Year 1 Oct 12 19:00","0","0","32.575","427.989296957057","43.0485647834897","40.8198393057802"
"Year 1 Oct 12 20:00","0","0","30.75","380.230299009767","42.8789600966657","38.534557508159"
"Year 1 Oct 12 21:00","0","0","28.875","316.537492828378","42.486799367077","36.5254933665183"
"Year 1 Oct 12 22:00","0","0","27.8","246.960884444791","41.9743809816719","35.0194216333248"
"Year 1 Oct 12 23:00","0","0","27","178.079569787265","41.4035797997443","33.8120267096835"
"Year 1 Oct 13 00:00","0","0","26.2","114.053922675267","40.8119392491723","32.7405275436882"
"Year 1 Oct 13 01:00","0","0","25.775","55.9825949892106","40.2240918573467","31.8812578831998"
"Year 1 Oct 13 02:00","0","0","25.4","4.45343624384873","39.6513674949577","31.140248298528"
"Year 1 Oct 13 03:00","0","0","25.075","-39.9649801009501","39.0984902332859","30.4820478572673"
"Year 1 Oct 13 04:00","0","0","24.775","-77.7484051931302","38.5675458400728","29.887950933271"
"Year 1 Oct 13 05:00","0","0","24.4","-108.715389827167","38.0547127697431","29.3197016167268"
"Year 1 Oct 13 06:00","0","0","24.075","-136.914628008086","37.5693830734824","28.8048587337553"
"Year 1 Oct 13 07:00","20.5","24.75","24.975","-162.050908797927","37.1114320824718","29.386618362515"
"Year 1 Oct 13 08:00","98.5","170","26.2","-183.807214466246","36.6992823655671","33.0843996733556"
"Year 1 Oct 13 09:00","157.75","451","27.475","-192.934756597696","36.4080465083334","40.2053249390086"
"Year 1 Oct 13 10:00","148","688.25","29.3","-176.647629949223","36.3803030536603","47.8345115574744"
"Year 1 Oct 13 11:00","135.75","805","31.3","-126.814346077773","36.7326405179658","53.6635648691495"
"Year 1 Oct 13 12:00","126.75","858.75","33.3","-47.8926735018303","37.4669592201792","57.6581414815344"
"Year 1 Oct 13 13:00","127.25","864.75","34.175","48.3551046565259","38.4858738625536","59.6504320128321"
"Year 1 Oct 13 14:00","126.25","838.25","34.75","157.855070895847","39.6073555348293","59.9286347138395"
"Year 1 Oct 13 15:00","139.5","744.75","35.275","256.17991693073","40.7284152149114","58.3844319880784"
"Year 1 Oct 13 16:00","143.25","553.5","34.875","338.75860174541","41.7211352667481","54.7003268020859"
"Year 1 Oct 13 17:00","122.75","216","34.25","393.567744346717","42.4883875542965","48.4175216036067"
"Year 1 Oct 13 18:00","31","0","33.575","410.276169141861","42.9319037239497","42.5935286794339"
"Year 1 Oct 13 19:00","0","0","32.425","386.000426570372","42.9997714912097","39.8914520867177"
"Year 1 Oct 13 20:00","0","0","31.2","334.023397843177","42.7619286239345","38.1047664504888"
"Year 1 Oct 13 21:00","0","0","29.925","270.544991604122","42.3460793804273","36.5976103541723"
"Year 1 Oct 13 22:00","0","0","28.625","205.541609946311","41.8461591178439","35.2361650294546"
"Year 1 Oct 13 23:00","0","0","27.4","144.810686310446","41.3056759757768","34.0090043373563"
"Year 1 Oct 14 00:00","0","0","26.125","87.8731335108559","40.7546575519935","32.7804895707749"
"Year 1 Oct 14 01:00","0","0","25.425","36.2411163032413","40.1995071233094","31.6135470807185"
"Year 1 Oct 14 02:00","0","0","25","-11.3301195222969","39.6457409889554","30.5306991708331"
"Year 1 Oct 14 03:00","0","0","24.525","-54.2577064634365","39.0911556495304","29.501693900094"
"Year 1 Oct 14 04:00","0","0","23.875","-92.4353997662324","38.5346373281859","28.7715222214673"
"Year 1 Oct 14 05:00","0","0","23.1","-125.472619294787","37.9773574432975","28.2298897878016"
"Year 1 Oct 14 06:00","0","0","22.375","-156.495767194767","37.4428580729295","27.8037809169764"
"Year 1 Oct 14 07:00","20.25","24.5","23.175","-183.565512722872","36.9368012087053","28.4210534345814"
"Year 1 Oct 14 08:00","97.25","169.75","24.4","-206.706990705423","36.4842502740618","32.059494417496"
"Year 1 Oct 14 09:00","155.75","453.5","25.675","-216.53789359621","36.1576576515909","39.2608180082614"
"Year 1 Oct 14 10:00","145.5","692.75","27.575","-200.450670894115","36.0986369030592","46.9013529250781"
"Year 1 Oct 14 11:00","131.5","811.25","29.675","-150.454086584282","36.4226299067475","53.1504887299969"
"Year 1 Oct 14 12:00","121.75","865.5","31.775","-70.0956310938301","37.1375644459469","57.6410959990999"
"Year 1 Oct 14 13:00","122.75","870.25","32.9","27.5161427997699","38.1668143038763","60.2794791018211"
"Year 1 Oct 14 14:00","122","843.5","33.7","142.639474290964","39.3220016817581","61.0923187817576"
"Year 1 Oct 14 15:00","132","754.75","34.5","249.703522362042","40.504033057104","59.9760498316905"
"Year 1 Oct 14 16:00","134.75","587.25","34.325","338.919470365167","41.5960010259084","56.279784136287"
"Year 1 Oct 14 17:00","115","303","33.75","405.428934896571","42.4558466610197","50.303854054642"
"Year 1 Oct 14 18:00","43.75","45","33.15","431.548887659643","42.9961797334669","44.0833745819134"
"Year 1 Oct 14 19:00","0","0","31.875","414.835937457709","43.1511446785805","40.4081524641134"
"Year 1 Oct 14 20:00","0","0","30.3","366.184748818837","42.9649854964629","38.239804847704"
"Year 1 Oct 14 21:00","0","0","28.775","301.632216220242","42.5570682372353","36.4198827656051"
"Year 1 Oct 14 22:00","0","0","28.175","231.769224521262","42.0368103860752","34.84632503866"
"Year 1 Oct 14 23:00","0","0","27.8","163.135964280481","41.4652522487904","33.4177934008613"
"Year 1 Oct 15 00:00","0","0","27.475","98.7273972742929","40.8723075405344","32.2037703472679"
"Year 1 Oct 15 01:00","0","0","27.025","39.8167938243848","40.2744861096428","31.4231850753282"
"Year 1 Oct 15 02:00","0","0","26.6","-12.2114474087677","39.6840732796635","30.9612964168893"
"Year 1 Oct 15 03:00","0","0","26.125","-56.5416086426323","39.1180356155812","30.5537809263246"
"Year 1 Oct 15 04:00","0","0","24.575","-92.3527625456192","38.5833712722657","29.5138859670662"
"Year 1 Oct 15 05:00","0","0","22.75","-120.754105101783","38.0661885788302","28.0476658775147"
"Year 1 Oct 15 06:00","0","0","20.875","-148.452855458664","37.5500757200056","26.4439468078758"
"Year 1 Oct 15 07:00","19.75","26.25","21.3","-176.868812104299","37.0104437640508","26.2450266832647"
"Year 1 Oct 15 08:00","95.25","176.75","22.5","-207.729446159612","36.4704072221971","28.8787924955836"
"Year 1 Oct 15 09:00","153","461.25","23.7","-229.767908146454","36.0075531154164","34.168189019808"
"Year 1 Oct 15 10:00","140.25","703","25.575","-230.828203184967","35.7523340271328","40.8772079006219"
"Year 1 Oct 15 11:00","125.75","821.75","27.75","-202.609756160633","35.816125846985","47.5608524657825"
"Year 1 Oct 15 12:00","117","873.5","29.875","-142.549213997934","36.2489207386856","53.4210262569868"
"Year 1 Oct 15 13:00","119.25","874.5","31.225","-57.5137683517803","37.0305848803267","56.8324641938927"
"Year 1 Oct 15 14:00","120.5","844.75","32.25","42.365198046317","38.0655129926634","58.0632766081026"
"Year 1 Oct 15 15:00","131.75","754","33.325","150.19203078066","39.1687266923031","57.410004397972"
"Year 1 Oct 15 16:00","133.5","587.25","33.225","244.006623027205","40.2227074138163","53.6504675663783"
"Year 1 Oct 15 17:00","113.25","302.75","32.65","313.051378520362","41.0881692347607","47.5481145768508"
"Year 1 Oct 15 18:00","43","44.25","32.125","345.491284262115","41.6259277738327","41.257394652798"
"Year 1 Oct 15 19:00","0","0","31.325","334.098194669013","41.7702667278959","37.9944157492354"
"Year 1 Oct 15 20:00","0","0","30.5","290.221106684587","41.5728965025257","36.4356959228565"
"Year 1 Oct 15 21:00","0","0","29.625","231.102342719122","41.1727880092727","35.3137603579324"
"Year 1 Oct 15 22:00","0","0","28.5","170.24469660243","40.6847953745269","34.1778424743125"
"Year 1 Oct 15 23:00","0","0","27.3","113.980772560813","40.166094648733","33.0412928367895"
"Year 1 Oct 16 00:00","0","0","26.1","62.3606896222369","39.6429800655906","31.9398790736836"
"Year 1 Oct 16 01:00","0","0","25.725","15.7033644086564","39.1197645035387","31.0696881100507"
"Year 1 Oct 16 02:00","0","0","25.55","-27.0672730367854","38.6039781122572","30.2880864151617"
"Year 1 Oct 16 03:00","0","0","25.425","-64.5434000004029","38.0966976400656","29.6051755815721"
"Year 1 Oct 16 04:00","0","0","25.325","-96.4950331885703","37.5984367630167","29.0238707100363"
"Year 1 Oct 16 05:00","0","0","25.15","-125.473256145492","37.1188135085923","28.4597808303777"
"Year 1 Oct 16 06:00","0","0","25.025","-151.724596049811","36.6629645257666","27.9773058734594"
"Year 1 Oct 16 07:00","19.75","22","25.375","-174.763197624017","36.2277495247412","28.3438889324052"
"Year 1 Oct 16 08:00","93","162.5","25.95","-194.061345152172","35.8272508931974","31.3349863354927"
"Year 1 Oct 16 09:00","150","442.5","26.475","-202.798463623924","35.5255727678111","37.4665130824722"
"Year 1 Oct 16 10:00","162","637.25","27.95","-189.700071207571","35.446583884944","44.0303802416767"
"Year 1 Oct 16 11:00","172","725.75","29.75","-148.252609860263","35.6968292930987","49.5143026732875"
"Year 1 Oct 16 12:00","182.25","756","31.55","-79.962816623252","36.2856834089557","53.5625272906786"
"Year 1 Oct 16 13:00","211.5","713","32.3","3.79228444010898","37.1513790089255","55.5924095280776"
"Year 1 Oct 16 14:00","228.75","639.25","32.7","100.937477304749","38.1419749480219","55.6003452424687"
"Year 1 Oct 16 15:00","210.25","549.75","33.1","192.641968844855","39.1309743603723","53.6911296416444"
"Year 1 Oct 16 16:00","190.75","374.5","32.675","264.918745804336","40.0068047732857","49.1929078644307"
"Year 1 Oct 16 17:00","130.5","151.5","31.9","310.431629184453","40.6438903241418","43.1702694934849"
"Year 1 Oct 16 18:00","38.5","0","31.175","319.028266487986","40.9444052145751","38.0244518876192"
"Year 1 Oct 16 19:00","0","0","30.025","290.541798352648","40.8879839278328","35.698005942989"
"Year 1 Oct 16 20:00","0","0","28.8","239.104072222144","40.5553469408949","34.5746778618577"
"Year 1 Oct 16 21:00","0","0","27.525","179.473341248702","40.0828394279996","33.6427127004224"
"Year 1 Oct 16 22:00","0","0","26.75","122.127062989376","39.5617301653145","32.5915297399824"
"Year 1 Oct 16 23:00","0","0","26.15","68.8681923989888","39.040431160538","31.3850614692473"
"Year 1 Oct 17 00:00","0","0","25.55","21.1648774398705","38.5204584670627","30.2333127449206"
"Year 1 Oct 17 01:00","0","0","25.025","-22.1057692807026","37.9982747618828","29.4380928931563"
"Year 1 Oct 17 02:00","0","0","24.6","-61.0032138678306","37.4760906606428","28.8574983447802"
"Year 1 Oct 17 03:00","0","0","24.125","-94.4274267959435","36.96216895408","28.3367997832585"
"Year 1 Oct 17 04:00","0","0","23.625","-123.272189781305","36.4670347151526","27.8559610332548"
"Year 1 Oct 17 05:00","0","0","23.05","-149.401159630208","36.0017549497915","27.3889038609572"
"Year 1 Oct 17 06:00","0","0","22.525","-171.361140248254","35.5590642523458","26.9544221710864"
"Year 1 Oct 17 07:00","19.25","22","23.45","-190.446130548489","35.1387437664824","27.5912724147277"
"Year 1 Oct 17 08:00","94.75","160.25","24.85","-207.088346598732","34.7620913841179","31.2471224091549"
"Year 1 Oct 17 09:00","155","445.75","26.25","-212.013404532548","34.5022897825179","38.5181129604622"
"Year 1 Oct 17 10:00","145.5","686.25","27.95","-192.078836975505","34.5027254827475","46.4331247701515"
"Year 1 Oct 17 11:00","131.5","806.5","29.75","-138.404413661282","34.8861236455125","52.6877892002259"
"Year 1 Oct 17 12:00","123.5","858.75","31.55","-54.8940405713586","35.6632988565378","57.1456586555569"
"Year 1 Oct 17 13:00","132.75","849","32.6","45.9458794909095","36.7488145687081","59.8444663490305"
"Year 1 Oct 17 14:00","144","794.5","33.4","162.760993206661","37.9576039243856","60.5445667687531"
"Year 1 Oct 17 15:00","153.75","692.5","34.2","270.48616913426","39.1911455460931","59.2524418413499"
"Year 1 Oct 17 16:00","130.5","562","33.95","362.196288017963","40.3124185115147","55.1849111845978"
"Year 1 Oct 17 17:00","114.75","270","33.35","427.840925051372","41.1892029101948","48.6230897088618"
"Year 1 Oct 17 18:00","40.75","31.5","32.75","450.739352492376","41.7224670407234","42.2474505171668"
"Year 1 Oct 17 19:00","0","0","31.55","428.949278446995","41.8496562370866","38.9305338843767"
"Year 1 Oct 17 20:00","0","0","30.15","375.243374544187","41.6336028542074","37.1112600019492"
"Year 1 Oct 17 21:00","0","0","28.75","307.732068355029","41.2113283237037","35.7075319406399"
"Year 1 Oct 17 22:00","0","0","27.725","238.307478162149","40.695774816088","34.3730518536005"
"Year 1 Oct 17 23:00","0","0","26.75","172.826091444726","40.1473183892625","33.0171956196367"
"Year 1 Oct 18 00:00","0","0","25.825","113.121641813121","39.5859888268027","31.7181147217123"
"Year 1 Oct 18 01:00","0","0","25.15","57.998326226128","39.0229119507119","30.7727274049668"
"Year 1 Oct 18 02:00","0","0","24.55","8.1456658980541","38.4624529708177","30.0692673505219"
"Year 1 Oct 18 03:00","0","0","23.95","-35.570243632812","37.9146567528234","29.4327726407911"
"Year 1 Oct 18 04:00","0","0","23.575","-72.9073327443537","37.3866026800483","28.8387058092351"
"Year 1 Oct 18 05:00","0","0","23.2","-103.883758594362","36.8777979092733","28.272531384041"
"Year 1 Oct 18 06:00","0","0","22.875","-131.413203848719","36.3937582743261","27.759401989566"
"Year 1 Oct 18 07:00","18.25","4.25","23.625","-156.414428983838","35.937940856707","28.0177457433449"
"Year 1 Oct 18 08:00","97","15.75","24.65","-178.330298122802","35.5217559711241","29.8990555994019"
"Year 1 Oct 18 09:00","202","25.5","25.725","-191.558271041586","35.1870816386818","32.8857345409783"
"Year 1 Oct 18 10:00","298.25","64.75","27.275","-191.088491166643","34.9951391338563","37.0972253904003"
"Year 1 Oct 18 11:00","384","62.5","28.9","-172.603237322538","35.0064312727964","40.8618619855134"
"Year 1 Oct 18 12:00","415.25","137.5","30.575","-135.179050366319","35.242575708071","45.1565607018711"
"Year 1 Oct 18 13:00","362.25","408","31.6","-81.7650291750279","35.6950570761181","52.0740014522663"
"Year 1 Oct 18 14:00","243.75","619.25","32.4","-11.5791982965252","36.4102290563975","55.7895322327403"
"Year 1 Oct 18 15:00","146.25","707.5","33.2","79.5116244808395","37.3545914171531","56.1808162369658"
"Year 1 Oct 18 16:00","120.5","589.5","33.4","175.322212683472","38.3853666440619","53.2842391430335"
"Year 1 Oct 18 17:00","111.5","286","33.4","254.5992580478","39.3229953637653","47.7347094798503"
"Year 1 Oct 18 18:00","40","34.5","33.4","301.667716085578","39.9897240107855","41.8872817274896"
"Year 1 Oct 18 19:00","0","0","31.375","308.176228521412","40.2806959055295","38.3746042495529"
"Year 1 Oct 18 20:00","0","0","28.75","283.906595935804","40.2169648501082","35.9952385708938"
"Year 1 Oct 18 21:00","0","0","26.075","239.925955805175","39.9103405915626","33.814373450979"
"Year 1 Oct 18 22:00","0","0","24.8","186.362314556661","39.4572357445359","32.249604573518"
"Year 1 Oct 18 23:00","0","0","24","127.431037984281","38.9304573332383","31.0607875383747"
"Year 1 Oct 19 00:00","0","0","23.2","71.0515525145368","38.3677025200629","30.0121267735791"
"Year 1 Oct 19 01:00","0","0","22.625","19.4417531634563","37.7965444986179","29.1225368302036"
"Year 1 Oct 19 02:00","0","0","22.2","-26.7191946429716","37.2320176016138","28.3679017611084"
"Year 1 Oct 19 03:00","0","0","21.725","-66.8837181367539","36.6806095838084","27.6634505880457"
"Year 1 Oct 19 04:00","0","0","21.45","-100.920417799333","36.1438226330803","27.1207963881054"
"Year 1 Oct 19 05:00","0","0","21.25","-130.103575771853","35.625340468724","26.6440675237124"
"Year 1 Oct 19 06:00","0","0","21.05","-157.153535029898","35.1398353643289","26.1943722041935"
"Year 1 Oct 19 07:00","18.75","20.25","22.2","-180.427752099897","34.6822456527572","26.8609724295456"
"Year 1 Oct 19 08:00","92.75","154.5","23.8","-200.512405621963","34.2747841803039","30.5308573181606"
"Year 1 Oct 19 09:00","150.5","448","25.4","-208.206528598755","33.990861972229","37.8418190472052"
"Year 1 Oct 19 10:00","136","697.75","27.225","-190.455725517055","33.9734107627736","45.1180240479676"
"Year 1 Oct 19 11:00","135.75","800.25","29.05","-139.370636590784","34.3334995964526","50.0833684849166"
"Year 1 Oct 19 12:00","137.25","843","30.925","-61.4023758049044","35.0516568582544","53.2086713950196"
"Year 1 Oct 19 13:00","115","877.25","32","28.1325496044371","36.0227216016568","55.3161436730595"
"Year 1 Oct 19 14:00","120.75","841.5","32.8","128.543044616843","37.0681026967913","56.4746396993274"
"Year 1 Oct 19 15:00","152.5","721.25","33.6","220.353736464281","38.1250968089705","55.9000888799863"
"Year 1 Oct 19 16:00","141.25","562.75","33.425","300.901847901686","39.1021782202076","52.3419072968736"
"Year 1 Oct 19 17:00","117","271","32.85","359.188740671492","39.8930093360893","46.3451849368473"
"Year 1 Oct 19 18:00","38.5","34.5","32.325","382.183566346837","40.3783310852951","40.483705078038"
"Year 1 Oct 19 19:00","0","0","31.075","364.829151432882","40.4945173505964","37.2842098086522"
"Year 1 Oct 19 20:00","0","0","29.5","318.624057737768","40.2897071407095","35.3495842397603"
"Year 1 Oct 19 21:00","0","0","27.975","258.920947977028","39.8824059441919","33.6368418449123"
"Year 1 Oct 19 22:00","0","0","26.475","195.138513007088","39.3740866084959","32.2776780461112"
"Year 1 Oct 19 23:00","0","0","24.9","134.564717736766","38.8134298731214","31.0085304092563"
"Year 1 Oct 20 00:00","0","0","23.375","77.6749934271305","38.2365773142337","29.8755324030635"
"Year 1 Oct 20 01:00","0","0","22.475","25.9322097301157","37.6563891914792","28.8973939990002"
"Year 1 Oct 20 02:00","0","0","21.85","-21.0158100089078","37.0833139488164","28.03504876969"
